R	aestimare	estimat/esteem	拉丁语 aestimare（估价、定出值多少）；经古法语 estimer 一路出 estimate（把量算出来），另一路出 esteem（把人的分量看高），二者是同源双式；古法语 aesmer 又出 aim	to set a value on a thing / 给一样东西定出分量	东西拿在手里颠一颠，心里给它标上一个数	to value, appraise, reckon the worth of	worth	定出分量	domain-perceive
R	emere		拉丁语 emere（取、拿，后转指买），过去分词 emptus；eximere（ex-＋emere 取出去）派出 exempt 与 exemplum（取出来作样子的那一个），后者经古法语出 example 与 sample。库中 sumere（sub-＋emere）按拉丁动词各自立根，与本根另有分立	to take a thing out of the lot / 从一堆里把一样取出来	手伸进一堆东西里，捏住一样抽出来，剩下的还在原处	to take, take out, buy	take	取出一样	domain-hold
W	empire	noun	/ˈempaɪə/			古法语 empire ← 拉丁语 imperium（号令之权）← imperare（下令、统辖）：in-（向）+ parare（备置）；承义的是下令统辖这一支，不是备置，故未挂 parare，与库中 emperor 同一处理	a large group of territories or peoples ruled by a single supreme authority	一张地图上十几块颜色不同的地界，箭头全指向中间那一座城	帝国/帝位/大企业集团	The empire stretched from the sea to the mountains.|She built a publishing empire from one shop.	many lands answering to one voice – 许多地方听同一个声音发号令	帝国：许多地方被一个至高权力收在一起，令出一处|帝位：坐在那个至高位置上的身份|大企业集团：一人或一家把一大摊生意攥在手里，结构与前者同理		
W	engineer	noun / verb	/ˌendʒɪˈnɪə/	gen	en-（in- 在里头）+ gine（gen 生）+ -eer（做这行的人）→ 天生的那份巧思，做成器械，造器械的就是这行人	古法语 engigneor ← 晚期拉丁语 ingeniare ← 拉丁语 ingenium（天生的才具、巧思）：in-（在里头）+ gignere（生）；ingenium 到晚期拉丁语才转指攻城器械，engine 由此	a person trained to design, build, or maintain machines and structures	图纸上几根线，最后变成一根压得住卡车的钢梁架在河上	工程师/技师/策划	The engineer checked every bolt on the bridge.|They engineered the whole deal in one week.	the inborn knack turned into built things – 生在里头的巧思做成实物	工程师：把图纸上的东西真造出来的那个人|技师：管着机器、让它一直转得动的人|策划：像装机器一样把事一环环安排上，用在人事上带贬义		
W	exaggerate	verb	/ɪɡˈzædʒəreɪt/	gerere	ex-（彻底）+ agger（土堆，出自 aggerere：ad-＋gerere 搬到一处）+ -ate → 一趟趟往上堆，堆得比实有的高	拉丁语 exaggeratus ← exaggerare（堆高、放大）：ex-（彻底）+ aggerare（堆积）← agger（土堆）← aggerere（ad-＋gerere 搬拢来）；英语先有「堆起来」义，1560 年代才转指说过头	to represent something as larger or more extreme than it really is	一筐土倒上去还嫌矮，又添两筐，堆头比原来那个坑挖出的土多出一半	夸大/夸张/言过其实	He tends to exaggerate the size of his catch.|Do not exaggerate the danger of the trip.	piling it higher than what is really there – 堆得比实有的高	夸大：把事情的分量往上添，添到超出实情|夸张：为了效果故意加码，听的人也知道有水分|言过其实：说出来的比实际撑得住的多		
W	federation	noun	/ˌfedəˈreɪʃn/			拉丁语 foederatio ← foederare（结盟）← foedus（属格 foederis：盟约）；foedus 与 fides（信任）虽同追到印欧语 *bheidh-，在拉丁已分化为两词，不同源，故不挂 fidere；与 ex＋dare（交出）一支也无关	a union of states or organizations that keep some powers of their own	几家各自盖了章，章盖在同一张纸上，往后对外只认这一张	联邦/联合会/结盟	The federation includes twelve independent states.|A new federation of unions was formed.	separate parties bound by one covenant – 各方被同一份约绑到一起	联邦：各邦留着自己的权，对外却当一个整体行动|联合会：同类团体立约合成的一个组织|结盟：立约把彼此绑上的那个动作		
W	fertile	adjective	/ˈfɜːtaɪl/	ferre	fert（ferre 带出、生养）+ -ile（能够）→ 能一茬茬把东西生出来的	拉丁语 fertilis（多产的）← ferre（带、生养）；注意与拉丁语 ferire（击打）不同源，拼写相近而已	able to produce a lot of crops, young, or ideas	土捏在手里松散发黑，种子撒下去第五天就顶出一排绿芽	肥沃的/多产的/富于创造力的	The valley has deep fertile soil.|She went through a fertile period of writing.	able to bring forth crop after crop – 能一茬接一茬地生出东西	肥沃的：地力足，种什么都出得好|多产的：一茬接一茬地出，产量高|富于创造力的：脑子里点子一个接一个冒出来，与地里出产同理		
W	energetic	adjective	/ˌenəˈdʒetɪk/			希腊语 energetikos（能干活的）← energeia（在动的力）：en-（在内）+ ergon（活儿）；本项目未为 ergon 一支建根，该族在词表内只有 energy 一词相伴	having or showing a lot of physical or mental force	早上六点跑完一圈回来，进门还能一口气把桌子搬到墙边	精力充沛的/积极的	The energetic child never sat still.|She gave an energetic speech to the crowd.	force at work inside, showing on the outside – 里头有劲在动，外头看得出来	精力充沛的：身上力气用不完，做完一件还想做下一件|积极的：做事时劲头明显，肯往前顶		
W	engagement	noun	/ɪnˈɡeɪdʒmənt/			古法语 engagier（押上、许下）：en-＋gage（抵押物）← 法兰克语 *wadi（保证物），日耳曼源；与库中 engage 同一处理	a formal promise or arrangement, or a period of active involvement	戒指套上手指，日子写进本子，两边都知道这话收不回来了	订婚/约定/交战/参与	They announced their engagement last spring.|He had an engagement at three that day.	a pledge laid down that cannot be pulled back – 押下去就抽不回的那句话	订婚：把婚约先押下，众人都知道|约定：定好的那一次会面或安排|交战：两支队伍咬上了，抽不开身|参与：把自己投进去，不是站在旁边看		
W	enthusiasm	noun	/ɪnˈθjuːziæzəm/			法语 enthousiasme ← 希腊语 enthousiasmos（神灵附身的激动）← entheos：en-（在内）+ theos（神）；本项目未为 theos 一支建根。英语 theory 出希腊语 theorein（观看），与 theos 不同源	a strong feeling of excitement and eagerness about something	一说起这件事眼睛就亮，手上比划起来，椅子都坐不住	热情/热忱/极大兴趣	She spoke about the plan with great enthusiasm.|His enthusiasm for cooking never faded.	a larger force moving in you from inside – 身体里像住进一股更大的劲头	热情：整个人为某事烧起来|热忱：这股劲一直朝一个方向使，不是一时冲动|极大兴趣：被某样东西攫住，一说起来就停不下		
W	environment	noun	/ɪnˈvaɪrənmənt/			法语 environnement ← environner（围住）← environ（在周围）：en-（在内）+ viron（一圈）← virer（转）；virer 更早词源不明	the surroundings and conditions in which a person or thing exists	站在原地转一圈，看见的树、墙、路面和空气里的味道全算在里头	环境/自然环境	Children need a safe environment to grow in.|We must protect the environment from waste.	the full circle of what stands around you – 绕着你转一圈所见的全部	环境：人或物身处其中的那一圈条件|自然环境：这一圈里属于山水草木空气的那部分		
W	erroneous	adjective	/ɪˈrəʊniəs/			拉丁语 erroneus（走岔的）← errare（走岔、游荡）；本项目未为 errare 一支建根，该族在词表内只有 error 相伴，与库中 error 同一处理	based on a mistake and therefore not correct	照着记下的门牌号找过去，站在门口才发现整条街都走岔了	错误的/不正确的	The report was based on erroneous data.|He drew an erroneous conclusion from one case.	having wandered off the right road – 从对的那条路上岔开了	错误的：结论或说法本身岔了，站不住|不正确的：与事实对不上，需要改过来		
