lounge	noun / verb	/laʊndʒ/	中古英语 lounge（懒散地倚着），更早词源不明；一说与古法语 longis（磨蹭的人）有关，无定论	a comfortable public sitting room, or to sit or lie in a relaxed lazy way	几张矮沙发围着茶几，有人整个人瘫在里头，鞋都蹬掉了	休息室/懒散地坐卧/闲荡	We waited in the hotel lounge.|He lounged on the sofa all afternoon.	a soft place to sink into and stay – 一处能陷进去久待的软地方	休息室：机场或旅馆里摆着软座、专供人坐等的那间|懒散地坐卧：身子一点不使劲，整个交给沙发|闲荡：这份不使劲从坐着延到走动上，没目的地晃
love	noun / verb	/lʌv/	古英语 lufu ← 原始日耳曼语 *lubō（心里牵挂着的那份情）	a deep feeling of affection, or to feel this for someone or something	她提前四十分钟到站台，火车还没影，眼睛一直盯着那个方向	爱/热爱/喜爱	She loves her grandmother deeply.|He loves walking in the rain.	the pull that keeps you turned toward someone – 让你一直朝着某人的那股牵引	爱：对人心里那份最重的牵挂|热爱：这份牵挂用在一件事上，做起来不觉得累|喜爱：分量轻一些，见了就高兴
lovely	adjective	/ˈlʌvli/	古英语 luflic：lufu（爱）+ -lic（有…样子的）← 原始日耳曼语 *lubō	very pleasing or attractive	推开窗，院里那株树正开着，风一过花瓣落在石阶上，她站着没动	可爱的/美好的/宜人的	She has a lovely voice.|We had a lovely afternoon together.	pleasing enough to make you linger – 好看到让人不想走开	可爱的：让人心里生出喜欢的|美好的：整体看着舒服、说得出好在哪|宜人的：天气或环境这种让人待着舒坦的
lover	noun	/ˈlʌvə/	中古英语 lover：love（爱）+ -er（人）← 古英语 lufu ← 原始日耳曼语 *lubō	a person having a romantic relationship, or an enthusiast for something	两个人在咖啡馆角落坐了三小时，走时她把他的围巾也一起拿走了	情人/恋人/爱好者	She met her lover in secret.|He is a great lover of old films.	the one who holds that pull for someone or something – 心里揣着那份牵引的人	情人：两人之间有那份牵挂、又不在明面上的|恋人：正经在一起、彼此认下的那一位|爱好者：把这份劲头放在一样东西上的人
low	adjective / adverb	/ləʊ/	中古英语 low ← 古诺尔斯语 lágr（矮的）← 原始日耳曼语 *lēgaz（躺着的、贴地的）	not high or tall, or small in amount or degree	门框只到他肩膀，进屋得把头一缩，抬手就能按到房梁	低的/矮的/低声的	The ceiling is very low here.|Prices stayed low all winter.	close to the ground, far from the top – 离地近、离顶远	低的：位置或数值靠着底下那一端|矮的：物体本身从地面量起来不高|低声的：声音压到贴着底，刚够听见
luck	noun	/lʌk/	中古英语 luk ← 中古荷兰语 luc（gheluc 的缩略，指偶然落到人身上的事），更早词源不明	success or failure that comes by chance rather than by effort	他随手买的那张纸，晚上对了一下号码，从此没再去上班	运气/好运/机遇	He won by sheer luck.|Bad luck followed her all year.	what falls to you without your doing – 不由你使力、自己落下来的那一份	运气：好事坏事碰巧落到谁头上这回事|好运：其中往好的那一头偏的|机遇：碰巧送到眼前、抓住就能用的那一下
lucky	adjective	/ˈlʌki/	中古英语 luk（← 中古荷兰语 luc）+ -y，更早词源不明	having or bringing good fortune by chance	全楼就他那间没淹，水停在门槛外一指高	幸运的/吉利的	You are lucky to be alive.|She wore her lucky red socks.	landed on by the good side of chance – 被偶然里好的那一面挑中	幸运的：碰巧摊上好事的|吉利的：被当成能招来好事的那种物件或日子
luggage	noun	/ˈlʌɡɪdʒ/	中古英语 lug（拖、拽）+ -age，字面「要拖着走的东西」；lug 更早词源不明，或与斯堪的纳维亚语有关	the bags and cases a traveller carries	传送带上一件件方硬的东西滚出来，把手上还缠着航空公司的纸条	行李/旅行箱包	Her luggage was lost in transit.|Put your luggage on the rack.	what you must drag along when you travel – 出门时得拖着走的那些东西	行李：出门带的包和箱统称|旅行箱包：具体指那些装东西的硬壳软袋
lumber	noun / verb	/ˈlʌmbə/	中古英语 lomeren（笨重地挪动），更早词源不明；木料一义或与之同源，一说来自 Lombard（旧时开当铺的伦巴第人，店里堆满抵押旧物）	sawn timber, or to move heavily and clumsily	场院里码着一垛垛锯好的方条，货车压着它们过去，整块地都在抖	木料/笨重地移动/杂物	The yard was stacked with lumber.|A bear lumbered across the road.	heavy bulk that shifts slowly – 又重又占地、动起来很慢的一堆	木料：锯成条块、堆着待用的粗重木头|笨重地移动：像那堆东西被推着走那样，一步一晃|杂物：堆在角落占地方、谁也不搬的旧东西
lump	noun / verb	/lʌmp/	中古英语 lumpe（一团），可能与中古荷兰语 lompe（一块、粗笨物）同源，更早词源不明	a compact shapeless mass, or a swelling on the body	面糊里没搅开的那一小坨，捏一下不散，指腹能摸出硬心	块/肿块/团	There is a lump in the sauce.|He found a lump on his neck.	matter pressed into one shapeless mass – 挤成一坨、没定形的东西	块：从整体里分出来、没规整形状的一份|肿块：长在身上、按下去有硬边的那种|团：软的东西聚成的一坨
lunar	adjective	/ˈluːnə/	拉丁语 lunaris ← luna（月亮）	relating to the moon or measured by its cycles	探测器传回的照片上，地面灰白，全是圆坑，边缘没有一点风化的软线	月球的/农历的	The lunar surface is covered in dust.|Their new year follows the lunar calendar.	belonging to the moon and its rounds – 属于那颗星体和它一轮轮的周期	月球的：与那颗绕着地球转的星体有关的|农历的：按那颗星体圆缺一轮算日子的
lunch	noun / verb	/lʌntʃ/	十六世纪英语 lunch（一块、一口），后成为 luncheon 的缩略；更早词源不明	a meal eaten in the middle of the day	十二点整，工位上腾出半张桌，饭盒盖一揭冒白汽，隔壁也响起筷子声	午餐/吃午餐	We had lunch at a small cafe.|They lunched together on Fridays.	the meal that breaks the middle of the day – 把一天从中间切开的那一顿	午餐：日头正中时吃的那一顿饭|吃午餐：把这一顿吃下去这个动作
lung	noun	/lʌŋ/	古英语 lungen ← 原始日耳曼语 *lungw-（轻的那副内脏，因其入水能浮）	either of the two organs in the chest used for breathing	胸片上左右两团黑影，吸气时撑开一圈，呼气又缩回去	肺/肺部	He filled his lungs with cold air.|Smoking slowly damages both of his lungs.	the pair of light sacs that take in air – 胸腔里那对吸进空气的轻囊	肺：胸腔里左右各一、管呼吸的那个器官|肺部：连着它的整片区域
lure	noun / verb	/lʊə/	古法语 luere（鹰猎用的诱具）← 法兰克语 *lopr（唤鹰之物），属日耳曼一支	something used to tempt or attract, or to tempt someone in	一小片彩羽绑在钩上，水面被拖出一道细纹，底下那道影子跟了上来	诱饵/引诱/诱惑力	The bright feather works as a lure.|They lured him into the empty flat.	bait dangled to draw something in – 晃在眼前把东西引过来的那点甜头	诱饵：挂出去把猎物引近的那样东西|引诱：把人往你要的地方带过去这个动作|诱惑力：一样东西身上那股拉着人过去的劲
luxury	noun	/ˈlʌkʃəri/	古法语 luxurie ← 拉丁语 luxuria（过度、放纵）← luxus（奢靡、过量）	great comfort or expense beyond what is needed	浴缸边摆着鲜花，毛巾叠成三角，一晚的房价够他半个月房租	奢华/奢侈品/享受	They live in great luxury.|A hot bath is my only luxury.	comfort carried well past need – 舒服得远过了够用那条线	奢华：用度和排场都超出必要的那种气派|奢侈品：这种超出必要的东西本身|享受：明知不必要却让人舒坦的那一份
mad	adjective	/mæd/	古英语 gemǣdde（失去心智的）← 原始日耳曼语 *gamaidaz（受损的、残缺的）	mentally disturbed, very angry, or wildly enthusiastic	他半夜把家具全搬到院子里，一件件摆成圈，谁劝都不听	疯的/生气的/着迷的	He went mad after the accident.|She was mad at me for hours.	a mind knocked off its track – 心思被撞离了原来的道	疯的：心智乱了，做的事讲不出道理|生气的：火气上来，人也不按平常反应|着迷的：劲头大到不像常人，一心只在那一样上
magazine	noun	/ˌmæɡəˈziːn/	法语 magasin ← 意大利语 magazzino ← 阿拉伯语 makhzan（仓库、储物处）	a periodical with articles and pictures, or a chamber holding cartridges	报摊上一叠光面的，封面印着人脸，翻开中间还夹着几张香水卡	杂志/期刊/弹匣	She writes for a travel magazine.|He slid a full magazine into the rifle.	a store that holds things ready to come out – 存着东西等着往外发的一格	杂志：定期印出来、里头一篇篇文章的那种读物|期刊：按期出版这一类出版物的统称|弹匣：枪上存子弹、一发发往外送的那个盒
magic	noun / adjective	/ˈmædʒɪk/	古法语 magique ← 拉丁语 magicus ← 希腊语 magikos ← magos（波斯祭司、术士）	the supposed power to make impossible things happen, or the art of tricks	他把手帕塞进拳头，摊开时手里空了，前排的人还在盯着他袖口	魔法/魔术/魔力	The story is full of magic.|He performed magic at the party.	making the impossible seem to happen – 让做不到的事看着发生了	魔法：据说能违反常理成事的那种力量|魔术：靠手法把这种效果演出来的技艺|魔力：一样东西身上那股说不清的吸引劲
