R	phone-sound	phon/phono	希腊语 phone（声音、嗓音）与 phonein（发声），构词成分 -phone 指「把声音发出或送到的那件器具」；与拉丁语 fari（开口说）同出印欧语一个词根，本项目照拉丁、希腊两支分立的先例只建希腊这一支。以下三根都涉说话而与本根不同源，勿混：vocare（vox 呼叫）、dict（dicere 说出话来）、logos（话里的条理）——本根只管响出来的声音本身，响多大、传多远，不管说的是什么	sound that carries from a source to an ear / 从一处响出来、传到耳朵里的声音	一头响出来的动静，顺着一路传到另一头，那边听得清是谁在说	sound, voice; a device that makes or carries sound	voice	响出的声音	domain-perceive
R	docere	doc/doct/docu	拉丁语 docere（教、使人知道），过去分词 doctus（学过的、有学问的），名词 documentum（用来教人明白的凭据）。中世纪大学里的 doctor 指有学位、够资格开讲的学者；行医须先取医学学位，这个头衔便随学位落到行医的人身上，后来反成了他们的专称。库中 dict（拉丁语 dicere 说出话来）只管话出了口，与本根不同源也不同事：本根管的是话进了对方心里，让人从不知道变成知道	to make another person know a thing / 把一件事教进别人心里，使他知道	一个人把不懂的地方讲到对面点头，那人转头就能讲给第三个人	to teach, to make known, to show by proof	teach	使人知道	domain-perceive
R	typos	typ/typo	希腊语 typos（敲打出来的印记、据此翻制的模子）来自 typtein（敲打），经拉丁语 typus 入英语；那个印既是被打出来的痕，也是拿来复制的范，同一个范按下去多少次，出来的样子都一样。库中 premere（拉丁语押、按那个动作）说的是施力本身，与本根不同源：本根说的是留下来的那个形	the mark beaten in, and the mould that repeats it / 敲出来的那个印，以及照它翻出一模一样的范	硬料上敲出一个印，拿它去按，按一次和按一百次出来的样子一样	a mark made by striking; a mould that reproduces one form	stamp	印记与模子	domain-shape
W	microphone	noun	/ˈmaɪkrəfəʊn/	phone-sound	micro-（希腊语 mikros 小）+ phone（声音）→ 把小得听不见的动静接过来，放到全场都听得见	英语按希腊语成分合成：micro-（mikros 小）+ -phone（phone 声音），十七世纪先指助听的小号筒，一八七七年起指今天这种拾音器	a device that picks up sound and makes it louder or records it	台上那人对着网罩一说话，最后一排也听得一清二楚	麦克风/话筒	He tapped the microphone before he began.|Please speak into the microphone clearly.	a small thing that makes sound big – 把小声音变大的那件小东西	麦克风：把细小的动静接过来放大，让远处也听得见|话筒：手里或架上那一头，人对着它说，声音从别处出来		
W	telephone	noun / verb	/ˈtelɪfəʊn/	phone-sound	tele-（希腊语 tele 远）+ phone（声音）→ 远处的动静送到耳边	英语按希腊语成分合成：tele-（tele 远）+ -phone（phone 声音），一八三五年前后先用于远距传声的装置，一八七六年后专指贝尔那一种	an instrument that carries speech between people far apart	桌上那台机子铃一响，拿起听筒，隔着几百里的人就在耳边说话	电话/打电话	The telephone rang three times before dawn.|She telephoned her mother from the station.	voice brought in from far away – 把远处的声音接到眼前	电话：一条线把远处的动静接过来的那台机子|打电话：拿它去找人，接通了就等于人在耳边		
W	symphony	noun	/ˈsɪmfəni/	phone-sound	sym-（syn 一同）+ phon（声音）+ -y（名词）→ 许多声音一同响，合成一片	希腊语 symphonia（多个声音合在一处响）由 syn（一同）加 phone（声音），经拉丁语 symphonia、古法语 symphonie 入英语；十七世纪起专指多件乐器同奏的大型曲	a long piece of music for a full orchestra, or a pleasing combination of things	几十把琴同时起弓，各拉一个音，听上去却是一整片声音	交响乐/和谐一致	The orchestra played a symphony by Brahms.|The garden was a symphony of colour.	many sounds going off as one – 许多声音一同响成一个	交响乐：一大群乐器各出一个音，凑成一片整的|和谐一致：不限于声音，多样东西摆到一处也能像同奏一样合得上		
W	phone	noun / verb	/fəʊn/	phone-sound	phone（声音）→ telephone 掐掉「远」只留「声音」这一半，成了日常说法	英语 phone 是 telephone（tele 远＋phone 声音）的截短式，一八八零年代起通行；语言学上另有直取希腊语 phone（声音）的用法，指一个语音单位	a device you use to speak with someone at a distance, or to call someone with it	兜里一震，摸出来贴到耳朵上说了声喂，那头立刻应了	电话/手机/打电话	My phone died in the middle of the call.|I will phone you as soon as I arrive.	the sound half of telephone, kept for daily use – telephone 只留下「声音」那一半的日常说法	电话：那条线路和那台机子本身|手机：同一件东西做成能揣在兜里的|打电话：拿它去找人，也就成了动作		on the phone —— 正在通话中，也指电话联系得上|answer the phone —— 接起来，铃响后拿起听筒
W	doctor	noun	/ˈdɒktə/	docere	doct（docere 教）+ -or（做这事的人）→ 够资格开讲的人 → 拿到学位的学者 → 学位在手才准动手治病的那种人	拉丁语 doctor（教师）← docere（教），过去分词 doctus；中世纪大学的 doctor 指有学位、够资格开讲的学者，行医须先取医学学位，这个头衔便随学位落到行医的人身上，十四世纪起成了他们的常称	a person qualified to treat sick people, or someone holding the highest university degree	墙上挂着一纸学位证书，证书底下的人穿白大褂，把听诊器按在你胸口	医生/博士	You should see a doctor about that cough.|She became a doctor of philosophy last year.	one licensed to teach, hence one who knows – 有资格开讲的人，也就是学问到家的人	医生：学位到手才准动手治病的那种人，头衔是从学位来的|博士：学位本身的持有者，本义是够资格开讲		
W	doctorate	noun	/ˈdɒktərət/	docere	doct（docere 教）+ -or（人）+ -ate（身份、职位）→ 够资格开讲的那个身份	中世纪拉丁语 doctoratus（doctor 的身份）← doctor（教师）← 拉丁语 docere（教）	the highest degree given by a university	答辩完签下最后一个名字，从坐在下面听的那一头，换到站在台上讲的这一头	博士学位	He finished his doctorate in three years.|She holds a doctorate in medieval history.	the standing that lets you teach it – 拿到手就够资格开讲这门学问的那个身份			
W	document	noun / verb	/ˈdɒkjumənt/	docere	docu（docere 教、使人知道）+ -ment（东西）→ 拿来让人明白一件事的凭据	拉丁语 documentum（用来教人明白的凭据、例证）← docere（教），经古法语 document 入英语，先表教训与凭证，十八世纪起专表纸面凭据	a paper or file that records information, or to record something in detail	从抽屉里抽出一叠纸，边角盖着红印，一页页摊开给人看	文件/文档/记录	Please sign the document before you leave.|They documented every step of the process.	something produced to make a fact known – 拿出来就能让人明白某事的那样东西	文件：能拿出来给人看、说明一件事的纸|文档：同一样东西存在机器里的形态|记录：把过程一条条写下来，日后拿得出凭据		
W	documentary	noun / adjective	/ˌdɒkjuˈmentri/	docere	document（凭据）+ -ary（属于…的）→ 全靠凭据搭起来的那种片子	英语 documentary 由 document（← 拉丁语 documentum 凭据 ← docere 教）加 -ary，本作形容词表「凭据性的」，一九二零年代起用作名词，指全用实拍素材做的片子	a film or programme giving facts about real events, or based on written evidence	镜头跟着渔船拍了三个月，不配一句解说，每个画面都能指出是哪天拍的	纪录片/纪实的	We watched a documentary about deep sea fish.|The court relied on documentary evidence alone.	built out of things that can be produced as proof – 整件东西全由拿得出的凭据搭成	纪录片：不搬演、不虚构，素材全是实拍来的那种片子|纪实的：泛指靠书面凭据成立的，如法庭上拿得出的那类证据		a documentary on sth —— 关于某题材的那种片子，也可用 about|documentary evidence —— 拿得出纸面凭据的那种证据
W	type	noun / verb	/taɪp/	typos	typ（typos 敲出的印记、模子）→ 同一个范按出来的归作一拨 → 那个范本是刻着反字的小金属块 → 敲那排键就是拿它往纸上按	拉丁语 typus（形象、样式）← 希腊语 typos（敲出来的印记、模子）；印刷术起后 type 指刻反字的金属块，一八八八年后由此引出「敲键成字」这一动作义	a group of people or things sharing the same features, or to write with a keyboard	一小块金属上刻着反着的字，蘸上墨往纸上一按，按多少次都是同一个样子	类型/打字/铅字	This type of soil holds water well.|He typed the address into the search box.	one mould, and everything it stamps out alike – 一个范，以及它按出来的一批同样的东西	类型：同一个范出来的算一拨，彼此对得上|打字：敲键等于拿一块块字往纸上按|铅字：那个范本身，刻反了字的小金属块		a type of sth —— 某一类的某物，后多接单数名词|what type of sth —— 问是哪一类，与 what kind of 同用
W	stereotype	noun / verb	/ˈsteriətaɪp/	typos	stereo-（希腊语 stereos 硬、固定）+ type（typos 模子）→ 铸死的整块版，怎么按都不变	法语 stéréotype 由希腊语 stereos（硬的、立体的）加 typos（模子）合成，本指整版铸死的印版；一九二二年起用于人，指钉住不动的看法	a fixed and oversimplified idea about a group, or to judge someone by such an idea	整版字铸成一块铁，再也拆不动，之后印一千张，张张一模一样	刻板印象/成见	The film relies on tired national stereotypes.|Do not stereotype people by their accent.	a plate cast solid, printing the same picture every time – 铸死的版，每次按出来都是同一张	刻板印象：把一群人套进一块铸死的版，个个照同一张印|成见：版一铸死，新情形进不来，看见了也还按老样子认		
