playground	由 play ＋ ground 复合而成	an outdoor area with equipment for children to play on	游乐场/操场	Children ran across the playground at noon.|The school built a new playground.	ground set aside for play – 专门留出来玩的场地	游乐场：装了游具供玩耍的场地|操场：学校里供活动的空地			
plea	中古英语 ple ← 古法语 plait／plaid ← 中世纪拉丁语 placitum（裁定、诉求），为 placitus（合意的，placere 过去分词）的中性形	an urgent request, or a statement made in court	恳求/抗辩	She ignored his plea for more time.|The defendant entered a plea of guilty.	an appeal put forward for a favourable answer – 提出来求对方允准的请求	恳求：急切提出的请求|抗辩：在法庭上提出的主张			
plead	中古英语 pleden ← 古法语 plaider（申辩）← 中世纪拉丁语 placitum，为 placere（使满意）的过去分词中性形	to ask for something urgently, or to argue a case in court	恳求/辩护	He pleaded with them to wait.|The lawyer pleaded her case carefully.	putting a request or case before a judge – 向裁断者陈情或申辩	恳求：急切求人允准|辩护：在法庭上为一方申辩			
pledge	中古英语 plege ← 盎格鲁诺曼语 plege ← 古法语 plege ← 中世纪拉丁语 plevium，源自法兰克语 *plehan（担保）	a formal promise, or to promise something formally	保证/抵押	They pledged support for the new plan.|He pledged his watch for the loan.	something put forward to guarantee a promise – 拿出来为承诺作保的东西	保证：郑重许下的承诺|抵押：交出物件作为担保			
plight	中古英语 plit（褶、窘况），由古英语 pliht（危险）与盎格鲁诺曼语 plit（褶、状况）合流；后者 ← 古法语 pleit ← 拉丁语 plicitum（折叠）	a difficult and unhappy situation	困境	Neighbours ignored the family plight for years.|Reports described the plight of refugees.	a bad fold one is caught in – 陷进去的一道难解处境				
plough	中古英语 plouh ← 古英语 plōh（一犁之地）与古诺尔斯语 plógr（犁具），同出原始日耳曼语 *plōgaz	a farm tool that cuts and turns over soil	犁地/耕作	Farmers plough these fields each spring.|The plough turned the heavy clay.	a blade that cuts and turns the soil – 切开并翻起土的刃具	犁地：用犁翻开土地|耕作：整地播种这一整套活			
plumber	中古英语 plumber ← 古法语 plummier ← 拉丁语 plumbārius，源自 plumbum（铅）	a person who fits and repairs water pipes	水管工	The plumber replaced a cracked pipe.|We called a plumber that same evening.	a worker who once shaped lead pipes – 早先以铅制管的匠人				
plunge	中古英语 plungen ← 古法语 plongier ← 晚期拉丁语 *plumbicō（抛下铅锤），源自 plumbum（铅）	to fall or dive suddenly, or to drop sharply	投入/骤降	He plunged into the cold river.|Share prices plunged after the report.	dropping like a lead weight let go – 像铅锤脱手一样直落	投入：整个人猛地进入某处|骤降：数值急剧往下掉			
pneumonia	希腊语 pneumonia（肺病），由 pneumōn（肺）＋ -ia 构成	a serious illness in which the lungs become inflamed	肺炎	She caught pneumonia during the cold spell.|Pneumonia kept him in hospital for weeks.	an inflamed condition of the lungs – 肺部发炎的病症				
poison	中古英语 poysoun ← 古法语 poison ← 拉丁语 pōtiōnem（饮剂），源自 pōtāre（喝）	a substance that harms or kills, or to give such a substance	毒物/毒害	Rat poison was kept in the shed.|Waste poisoned the river for years.	a draught that harms instead of nourishing – 喝下去害人而非养人的东西	毒物：能致害的物质|毒害：施加毒物使受损			noun / verb
poisonous	中古英语 poisounous，由 poison ＋ -ous 构成；poison ← 古法语 poison ← 拉丁语 pōtiōnem（饮剂）	containing a substance that can harm or kill	有毒的	Some berries here are highly poisonous.|The snake is poisonous but shy.	carrying something that harms if taken in – 含有摄入即害人的东西				
polish	中古英语 polishen ← 古法语 polir（磨光）← 拉丁语 polīre（磨平、磨亮）	to rub a surface until it shines	擦亮/光泽	He polished the brass until it shone.|The table lost its polish over time.	rubbing a surface smooth until it shines – 磨平磨到反光	擦亮：反复摩擦使表面发亮|光泽：磨出来的那层亮			
polite	拉丁语 polītus（磨光的），为 polīre（磨光）的过去分词	showing good manners towards others	礼貌的	She gave a polite but firm refusal.|Polite guests waited to be seated.	smoothed down in manner – 举止被磨得平顺的				
pollute	中古英语 polluten ← 拉丁语 pollūtum，为 polluere（弄污）的过去分词	to make air, water or land dirty and harmful	污染	Factories polluted the river for decades.|Smoke polluted the air near the plant.	making something foul that was clean – 把洁净之物弄污				
