learning	noun	/ˈlɜːnɪŋ/	古英语 leornian（求知、读书）← 原始日耳曼语 *liznōjan（追随足迹、摸索出门道）	knowledge or skill gained through study or experience	桌上摊着写满的本子，同一道题的解法改了三遍，最后一遍不再划掉	学习/学问/学识	Learning a language takes years of practice.|The school values learning above test scores.	taking in what you did not have before – 把原先没有的东西装进自己	学习：一点点把不会的变成会的那个过程|学问：积攒下来的成套知识|学识：一个人身上带着的见识深浅
least	adjective / adverb	/liːst/	古英语 lǣst（最小的）← 原始日耳曼语 *laisista，是 lǣssa（更小）的最高级	smallest in amount, degree, or importance	一排价签里挑出最下面那个数，别的都比它大	最少的/最小的/最不	Choose the least expensive option here.|She worried least about the money.	the bottom end of the scale – 一列里排在最下面那一档	最少的：数量上没有比它更小的|最小的：程度或分量上垫底的那一份|最不：几项相比里最够不上的那一项
leather	noun	/ˈleðə/	古英语 leþer（兽皮）← 原始日耳曼语 *leþran（剥下并处理过的兽皮）	material made from animal skin by tanning	新鞋帮子上压出一道折痕，凑近闻有股鞣过的兽味	皮革/皮子	The jacket is made of soft leather.|Leather lasts longer than cloth.	animal skin cured into a tough sheet – 兽皮泡制成结实的一张	皮革：制成品上那层结实的兽皮|皮子：还没做成东西的原料本身
leave	verb / noun	/liːv/	古英语 lǣfan（留下、遗下）← 原始日耳曼语 *laibijan（使剩下）	to go away from a place, or to let something remain	人走了，桌上那杯茶还剩一半，热气正散	离开/留下/休假	She left the office at six.|He left his keys on the table.	going off and letting the rest stay – 自己走开，剩下的原样搁着	离开：人从一个地方挪走|留下：走时没带走的那部分还在原处|休假：把工作暂时搁下，人不在岗
left	adjective / adverb / noun	/left/	古英语 lyft（软弱的、不中用的），原指不常使力的那只手	on or towards the side of the body opposite the right	写字的那只手在这边，另一只只按着纸角	左边的/左侧/向左	Turn left at the traffic lights.|He writes with his left hand.	the side away from the writing hand – 与惯用手相反的那一侧	左边的：位置在那一侧的|左侧：那一侧本身，作方位名词|向左：动作朝那一侧去
leisure	noun	/ˈleʒə/	古法语 leisir（被允许做的事）← 拉丁语 licere（被允许、可以）	free time when you are not working	活干完了，下午整段空着，想翻书就翻书，想坐着就坐着	闲暇/空闲/悠闲	He reads a lot in his leisure.|They ate at leisure by the river.	time nobody has claimed – 没人来占的那段时间	闲暇：手上没活、可以自己支配的那段|空闲：日程上空出来的那一块|悠闲：不赶不催、慢着来的那种状态
lemon	noun	/ˈlemən/	古法语 limon ← 阿拉伯语 laymūn ← 波斯语 līmūn（柑橘类果实）	a yellow citrus fruit with sour juice	刀切下去汁水呛出来，闻着冲，牙关不由自主一紧	柠檬/柠檬色	Squeeze some lemon over the fish.|The walls were painted pale lemon.	sour yellow fruit that puckers the mouth – 酸得让嘴发紧的黄果子	柠檬：那种皮厚、汁极酸的黄果|柠檬色：果皮那种淡而亮的黄
lend	verb	/lend/	古英语 lǣnan（暂借出）← lǣn（借出之物）← 原始日耳曼语 *laihwniz	to give something to someone for a time, expecting it back	把伞塞给同事，自己淋着雨跑，心里记着这伞得还回来	借出/出借/给予	She lent me her pen for a moment.|The bank lends money to farmers.	handing over on the understanding it comes back – 交出去，但说好要回来	借出：东西给出去，所有权还在自己手里|出借：把手上的东西暂时让人用|给予：把力气或支持递过去，像帮衬一把
length	noun	/leŋθ/	古英语 lengþu（长的量）← lang（长）＋-þu（抽象名词后缀）← 原始日耳曼语 *langiþō	the measurement of something from end to end	拿尺子从这头量到那头，中间还得挪一次尺	长度/长短/一段	The pool is fifty metres in length.|Cut the rope to the right length.	how far it reaches from end to end – 从一头到另一头有多远	长度：量出来的那个数|长短：两样东西相比谁更够得着|一段：从整条上截下来的那一节
lens	noun	/lenz/	拉丁语 lens（扁豆），因这片玻璃两面鼓起、形似扁豆而得名	a curved piece of glass that bends light passing through it	一片中间厚边上薄的玻璃举到眼前，字忽然涨大，稍一挪又糊了	透镜/镜片/晶状体	He wiped the camera lens with a cloth.|One lens of her glasses cracked.	curved glass that bends the light – 让光拐弯的鼓面玻璃	透镜：专为折光磨出弧面的那片玻璃|镜片：眼镜或仪器上装的那一小片|晶状体：眼睛里天生那片能变焦的透明体
less	adjective / adverb	/les/	古英语 lǣssa（更小的）← 原始日耳曼语 *laisiz（更小）	a smaller amount or to a smaller degree	第二碗只盛了半下，比头一碗矮了一指	较少的/更少/不那么	Try to eat less salt.|This one costs less than that.	a step down from what there was – 比原来那一份往下降一档	较少的：数量上比先前那份小|更少：两边相比减掉更多的那边|不那么：程度上往回收一点
lest	conjunction	/lest/	古英语 þȳ lǣs þe（少些那种可能）→ 中古英语 leste，用来引出要避开的坏事	for fear that something bad might happen	出门前又折回厨房，把煤气阀又拧了一下试试	免得/以免/唯恐	He spoke softly lest the child wake.|Write it down lest you forget.	acting so the bad thing does not happen – 先动手，让坏事没机会发生	免得：做这一步就是为了不让那事出现|以免：提前避开可能的麻烦|唯恐：心里怕那事发生，所以格外小心
let	verb	/let/	古英语 lǣtan（放开、任其去）← 原始日耳曼语 *lētan（松手放走）	to allow something to happen, or to rent out property	手指一松，绳子自己滑过去，不再拦着	允许/让/出租	Let me carry that bag.|They let the flat to students.	taking your hand off so it can go – 手一撤，事情就走得动	允许：本可以拦，选择不拦|让：给对方腾出空间或机会|出租：把房子交出去给人住，收租金
license	noun / verb	/ˈlaɪsns/	古法语 licence ← 拉丁语 licentia（获准）← licere（被允许）	official permission to do or own something, or to grant such permission	窗口递出一张塑封的卡，上头有照片和到期日期，揣进钱包才敢上路	许可证/执照/批准	You need a license to drive here.|The city licensed three new stalls.	a paper that says you may – 一张写着「你可以」的纸	许可证：官方发的那张凭据|执照：准许做某行生意的那张|批准：官方点头这个动作，不一定有纸
lick	verb	/lɪk/	古英语 liccian（用舌头触碰）← 原始日耳曼语 *likkōn（舌头掠过）	to move the tongue over a surface	手里的冰淇淋化得快，赶着沿杯口绕一圈，把要滴下来的收回去	舔/舔食	The dog licked my hand.|She licked the spoon clean.	dragging the tongue across something – 舌头贴着东西拖过去	舔：舌头贴着表面掠过那一下|舔食：靠舌头一点点把东西弄进嘴
lid	noun	/lɪd/	古英语 hlid（遮盖物）← 原始日耳曼语 *hlidan（合上的那一片）	a cover for a container, or the fold of skin over the eye	锅上那片圆铁被气顶得跳，一按又落回槽里	盖子/眼睑	Put the lid back on the jar.|His lids drooped in the warm room.	the flat piece that closes an opening – 扣住开口的那一片	盖子：盖住容器口的那块，能取下也能扣回|眼睑：眼睛上那层能合下来的皮
