R	unus	uni/oun	拉丁语 unus（一，单独一个）；unio 指「一整个、独头的那颗」，罗马农人拿它称独头蒜，经古法语 oignon 进英语；uncia 是「十二分之一，一个小单位」，派出 ounce	one thing standing whole and alone / 单独一个，囫囵一整个	一根手指立在桌上，旁边空着，就这一个，再没有第二个	one, single	one	独一	domain-shape
R	laxare	lax/leas/lay	拉丁语 laxare（松开、放开），来自 laxus（松的、不紧的）；经古法语 laissier（撂下不管）与 relaier（放开新犬接替）一支进英语，relais 本指撂下没带走的那部分	to let the tight go slack / 把绷紧的一放，那股劲就退了	手里攥的绳子一寸寸往外送，绷起的那股劲慢慢没了	to loosen, let go	loosen	松开	domain-hold
R	salvus	saf/salv/salut	拉丁语 salvus（未受伤的、完好的），与 salus（属格 salutis：安好、健康）同支；salutare 是问一声安好，晚期拉丁语 salvare（使完好）经古法语 sauver 进英语	whole and unhurt, nothing lost / 囫囵完好，一点没伤没缺	大风过去，屋顶瓦一块没掉，人从门里走出来，身上干干净净	unharmed, whole	unharmed	完好无伤	domain-hold
R	insula	insul/isl/isol	拉丁语 insula（岛）；古法语 isle 进英语成 isle，意大利语 isolato（成了岛的）派出 isolate，paene（几乎）加 insula 指几乎成岛的那块地	land cut off by water all round / 四面是水，跟别处断开的一块地	一块地四周全是水，船撑走了，剩下的人再没有路通到对岸	island	island	四面隔水	domain-shape
R	poena	pain/pen/pun	拉丁语 poena（罚、赔命的那笔账），借自希腊语 poinē（血债、赎金）；poenalis 派出 penalty，punire（施罚）经古法语 punir 进英语	the price exacted for a wrong / 做错事被讨回去的那笔账	打碎了别人的东西，被人按住不许走，非得赔上一笔才放行	penalty, punishment	penalty	受罚之苦	domain-force
R	idein	ide/idea/ideo	希腊语 idein（看见），名词 idea 本指看见时现出的那个形相；柏拉图拿它指事物背后那个完好的样子，故 idealis 是合于那个样子的	the form a thing shows when seen / 一样东西被看见时现出的那个形	眼睛一扫，那个形状先落进心里，东西搬走了，形状还在	to see, the form seen	form	所见之形	domain-perceive
W	onion	noun	/ˈʌnjən/	unus	unus（一）→ unio（独头的一整个）→ 一层层裹成的那一颗	古法语 oignon ← 拉丁语 unio（属格 unionis：一整个、独头的那颗），罗马农人拿它称独头蒜	a round vegetable with many layers and a strong smell	一层裹一层的球，刀切下去眼睛就开始发酸流泪	洋葱/葱头	She chopped an onion for the soup.|Fry the onions until soft.	a bulb grown as one layered ball – 一层层裹成一个球的那种根菜	洋葱：一层层裹成一整颗、辣眼睛的那种菜|葱头：同一样东西，说的是它圆鼓鼓的那颗	
W	ounce	noun	/aʊns/	unus	unus（一）→ uncia（十二分之一，一个小单位）→ 秤上最小的那一格	古法语 unce ← 拉丁语 uncia（十二分之一，一个单位），罗马的一磅分十二份，inch 亦出此词	a unit of weight equal to about 28 grams; a very small amount	秤盘上放一枚小铜片，指针只挪了一格，轻得几乎压不住手	盎司/一点点	Add two ounces of butter.|He showed not an ounce of fear.	the smallest single notch on the scale – 秤上最小的那一个刻度	盎司：约二十八克的那个重量单位|一点点：少到只够一格，多用于说连这么点都没有	
W	unanimous	adjective	/juːˈnænɪməs/	unus	unus（一）+ animus（心气）→ 众人一条心	拉丁语 unanimus（同心的）← unus（一）+ animus（心、气）	agreed on by everyone, with nobody against it	举手表决，一屋子人的手全举起来，没有一只按下去	全体一致的/一致同意的	The committee vote was unanimous.|They were unanimous in praising her.	all minds turned the same way – 所有人的心朝着同一个方向	全体一致的：屋里每个人都站同一边，没有反对的|一致同意的：这一致落在同意上，表决时全票通过	
W	unify	verb	/ˈjuːnɪfaɪ/	unus	uni-（unus 一）+ -fy（使成为）→ 使合成一个	晚期拉丁语 unificare（使成一体）← unus（一）+ -ficare（使成为）	to bring separate parts together so they work as one	几家小铺子打通了门板，挂上同一块招牌，从外面看就是一家	统一/使成一体	The king unified the warring tribes.|One rule unifies the two systems.	to make many run as one – 把好几份弄成一份来运作	统一：把分散的几方并到一处、归到同一套规矩下|使成一体：并过之后彼此不再分开，当一个整的来用	
W	union	noun	/ˈjuːnjən/	unus	unus（一）→ unio（并成一个）→ 合起来之后的那个整体	古法语 union ← 晚期拉丁语 unio（属格 unionis：合为一体）← unus（一）	the act of joining together, or a group formed by joining	两条河在山口汇到一处，往下游只剩一道水面	联合/工会/联盟	The workers formed a union.|Their union lasted forty years.	separate parts made into one body – 分开的几份并成一个身子	联合：并到一处这件事本身|工会：工人并成一处、替大家说话的那个组织|联盟：几方长期并在一处的那种安排	
W	unique	adjective	/juːˈniːk/	unus	unus（一）→ unicus（只此一个）→ 独此一份，再无第二	法语 unique ← 拉丁语 unicus（唯一的、独一个的）← unus（一）	being the only one of its kind	一屋子瓶子长得一样，只有那只釉色歪了，别处再找不出第二只	独一无二的/独特的	Every single fingerprint is unique.|The town has a unique charm.	the only one of its kind anywhere – 同类里只有这一个，别处没有	独一无二的：世上只此一件，找不出第二件|独特的：不必真只有一件，但那个特点别处没有	
W	unit	noun	/ˈjuːnɪt/	unus	unus（一）→ unitas（一个整的）→ 算作一个来数的那一份	16 世纪造词，仿拉丁语 unitas（一个整体）而成，用来译欧几里得的「可数的一」← unus（一）	a single thing or amount counted as one whole	货架上一排牛奶，一盒算一份，点数时就这么一盒一盒数	单位/单元/部件	The book has twelve short units.|Price is given per unit.	one whole taken as the thing you count – 拿来当一个整的来点数的那份	单位：计量时定下的那一份，如一米一克|单元：整套东西里划出的一段，如课本的一章|部件：整机里能单独拆出来算一个的那块	
W	unite	verb	/juːˈnaɪt/	unus	unus（一）→ unire（使成一个）→ 并到一处成一个	拉丁语 unire（使合为一）的过去分词 unitus ← unus（一）	to join together, or to act together as one	几股细线捻到一处，成了一根，再拉不断	联合/团结/合并	The threat united the villagers.|They united to fight the plan.	to come into one from many – 从好几份走到一份	联合：几方并到一处，一同行动|团结：并在一处之后彼此不散，劲往一个方向使|合并：两方并成一方，原来的界线取消	
W	unity	noun	/ˈjuːnəti/	unus	unus（一）→ unitas（成为一个的状态）→ 许多份合成一个	拉丁语 unitas（属格 unitatis：一体、合一）← unus（一）	the state of being joined together or acting as one	拔河的一队人同时后仰，绳子那头看过去像一个人在拉	统一/团结/整体	The team showed real unity.|He called for national unity.	many parts holding as one thing – 许多份撑成一样东西	统一：分开的部分并到一处、不再各行其是的那个状态|团结：人心不散，做事的劲朝一个方向|整体：从外面看只见一样东西，看不出是拼起来的	
W	universal	adjective	/ˌjuːnɪˈvɜːsl/	unus	unus（一）+ versus（转成的）→ universus（合成一整个）→ 一个不落全算在内	古法语 universel ← 拉丁语 universalis ← universus（合成一整个的）← unus（一）+ versus（转成的）	true of or applying to everyone and everywhere	同一张表格发到各国，格式一模一样，谁拿到都照着填	普遍的/通用的/全体的	Clean water is a universal need.|The rule is not universal.	holding everywhere with nothing left out – 处处都算得上，一个不落	普遍的：到哪里都成立，不限某地某人|通用的：一样东西各处都能用，不必换|全体的：说的是所有人所有件，没有例外	
