preach	中古英语 prechen ← 古法语 prëechier ← 拉丁语 praedicāre（公开宣告），由 prae-（在前）＋ dicāre（宣告）构成	to give a religious talk to a group	布道/宣讲	The minister preached for twenty minutes.|He preached patience to the young players.	proclaiming a message before listeners – 在众人面前宣讲主张	布道：讲述教义|宣讲：反复向人陈说某种主张			
predecessor	中古英语 predecessour ← 古法语 predecesseor ← 晚期拉丁语 praedēcessor，由 prae-（在前）＋ dēcessor（去职者，出 dēcēdere 离去）构成	the person who held a job before someone else	前任	Her predecessor left detailed notes behind.|The new model outsells its predecessor.	the one who stepped down before – 在前一步退下的那个人				
pregnant	中古英语 preignant ← 古法语 preignant 及其来源 ← 拉丁语 praegnāns，由 prae-（在前）＋ *gnāscī（nāscī 出生的古体）构成	carrying a developing baby in the body	怀孕的	She was pregnant with her second child.|The pregnant cat slept all afternoon.	carrying new life before birth – 出生之前已怀着新生命				
prejudice	中古英语 prejudice ← 古法语 prejudice ← 拉丁语 praeiūdicium（先行的判断或损害），由 prae-（在前）＋ iūdicium（判断）构成	an unfair opinion formed before knowing the facts	偏见	Prejudice against outsiders remained strong there.|He judged the case without prejudice.	a judgment made before the evidence – 在证据之前就下的判断				
preliminary	借自新拉丁语 praelīmināris，由 prae-（在前）＋ līmen（门槛）＋ -āris 构成	coming before the main part of something	初步的/预备的	Preliminary results arrive later this week.|She lost in the preliminary round.	standing before the threshold – 还在门槛之前的那一步	初步的：正式阶段之前的|预备的：为正式进行做准备的			
premise	中古英语 premisse ← 古法语 premisse ← 中世纪拉丁语 premissa（置于前者），为 praemittere（先送出）的阴性过去分词，由 prae-（在前）＋ mittere（送）构成；「房屋」一义出自产权人误读地契中该词的法律用法	a statement taken as true to build an argument on, or a building and its land	前提/房屋	The whole plan rests on one premise.|Smoking is banned on these premises.	something set in place before the rest – 先放在前面作为依据的东西	前提：推论所依据的先设主张|房屋：连地界一并算的房产		/ˈpremɪs/	
premium	拉丁语 praemium（奖赏）	an extra payment, or of very high quality	保险费/优质的	The insurance premium rose again this year.|They sell premium coffee beans here.	a prize paid over and above – 额外付出或额外优等的	保险费：为保险按期缴付的钱|优质的：品质高于一般的			noun / adjective
prestige	借自法语 prestige（幻术、魅力）← 拉丁语 praestīgium（障眼法）	respect that comes from high standing	声望	The award added to her prestige.|The school lost prestige after the scandal.	standing that dazzles onlookers – 令旁观者仰视的地位				
presumably	由 presumable ＋ -ly 构成；presume ← 古法语 presumer ← 拉丁语 praesūmere（先取、先设）	used to say something is likely though not certain	大概	Presumably they left before the storm.|He is presumably still at work.	taken as so before it is proved – 未经证实就先当作如此				
pretty	中古英语 prety ← 古英语 prættiġ（狡巧的）← 原始日耳曼语 *prattugaz（好夸、机巧）	pleasant to look at, or to a fair degree	漂亮的/相当	She wore a pretty blue dress.|The room was pretty cold last night.	pleasing in a neat small way – 小巧而讨人喜欢的	漂亮的：看着讨人喜欢|相当：程度上不小但未到极点			adjective / adverb
priest	中古英语 prest ← 古英语 prēost ← 晚期拉丁语 presbyter ← 希腊语 presbyteros（年长者）	a person who leads religious services	牧师/司铎	The priest blessed the small congregation.|A young priest took over the parish.	an elder set over worship – 主持礼拜的长者	牧师：主持宗教仪式的人|司铎：天主教中受职的神职人员			
privacy	由 private ＋ -acy 构成；private ← 拉丁语 prīvātus（分开的、私有的）	the state of being free from being watched	隐私	Everyone here values their own privacy.|The high wall gives them privacy.	being set apart from public view – 与众人视线分开的状态				
private	中古英语 privat ← 拉丁语 prīvātus（被分开的、私有的），为 prīvāre（使分离）的过去分词，源自 prīvus（自有的）	belonging to one person and not open to others	私人的/私下的	This is a private road.|They had a private conversation upstairs.	set apart for oneself alone – 分出来专属自己的	私人的：属于个人而非公众的|私下的：不公开进行的			
problem	中古英语 probleme ← 中古法语 probleme ← 拉丁语 problēma ← 希腊语 problēma（抛在前面的东西、障碍），由 pro-（在前）＋ ballein（抛）构成	something difficult that needs to be dealt with	问题/难题	We solved the problem within an hour.|Traffic is a growing problem here.	something thrown in the way – 抛在路上挡住去处的东西	问题：待解决的困难事|难题：特别不好解的问题			
productivity	由 productive ＋ -ity 构成；produce ← 拉丁语 prōdūcere（引出），由 prō-（向前）＋ dūcere（引）构成	the rate at which work or goods are produced	生产率	Productivity rose after the new training.|The plant measures productivity every month.	how much is brought forth per effort – 每份投入引出多少产出				
profit	中古英语 profit ← 古法语 profit ← 拉丁语 prōfectus（进展、增益），源自 prōficere（前进、有益）	money gained after costs are taken away	利润/获益	The shop made a small profit.|Both sides profited from the deal.	what is carried forward after costs – 扣去成本后向前留下的	利润：收入减去成本剩下的钱|获益：从某事中得到好处			
profitable	古法语 profitable，由 profit ＋ -able 构成	bringing in more money than it costs	有利可图的	The route proved highly profitable.|It is not profitable at this price.	yielding more than it takes – 所得多于所费的				
profound	中古英语 profound ← 古法语 profont ← 拉丁语 profundus（深的），由 prō- ＋ fundus（底）构成	very great, or showing deep understanding	深刻的/深远的	Her speech had a profound effect.|He showed profound respect for tradition.	reaching far down to the bottom – 一直探到底的	深刻的：见识或感受达到深处|深远的：影响伸得很远			
programme	借自法语 programme ← 晚期拉丁语 programma ← 希腊语 programma（公开张示的文告），由 pro-（在前）＋ graphein（写）构成	a plan of what will be done, or a broadcast item	计划/节目	The programme runs for six weeks.|We watched a programme about volcanoes.	a notice written up beforehand – 事先写明的安排	计划：事先排定的做法|节目：广播或演出中的一段			
prolong	古法语 prolonguer ← 拉丁语 prōlongāre，由 prō-（向前）＋ longus（长）构成	to make something last longer	延长	They prolonged the meeting by an hour.|Rain prolonged the harvest that year.	drawing something out to greater length – 把某事往长处拉开				
prompt	中古英语 prompte ← 中古法语 prompt 及其来源 ← 拉丁语 prōmptus（现成的、显见的），为 prōmere（取出）的过去分词，由 prō-（向前）＋ emere（取）构成	quick and without delay, or to make someone act	迅速的/提示	She sent a prompt reply that morning.|The noise prompted him to look up.	ready at hand and brought forth at once – 现成可取、随即拿出	迅速的：不拖延就做到|提示：给出线索使人接着做			adjective / verb
propaganda	借自新拉丁语 prōpāganda，出自 Congregātiō dē Prōpāgandā Fidē（1622 年设立的传教机构），为拉丁语 prōpāgāre（繁衍、传布）的动形词	information spread to make people accept a view	宣传	Wartime propaganda filled every newspaper.|They dismissed the report as propaganda.	things put out to be spread abroad – 放出去广为传布的东西				
prophet	中古英语 prophete ← 盎格鲁诺曼语 prophete ← 拉丁语 prophēta ← 希腊语 prophētēs（代神发言者），由 pro-（在前）＋ phēmi（说）构成	a person believed to speak messages from a god	先知	The prophet warned of coming famine.|Followers wrote down what the prophet said.	one who speaks out before others – 代为发言、预先说出的人				
protein	借自法语 protéine 与德语 Protein，二者均据希腊语 prōteios（首要的）造出，源自 prōtos（第一）	a substance in food needed for growth	蛋白质	Beans provide protein without much fat.|The diet lacks protein and iron.	the first-rank matter of living tissue – 生命组织里居首的物质				
prototype	法语 prototype 或晚期拉丁语 prototypon ← 希腊语 prōtotypos（原初样式），由 prōto-（最初）＋ typos（打出的印记）构成	the first version of something, made to test it	原型/雏形	Engineers tested the prototype last month.|The prototype failed on its first run.	the first form others are struck from – 后来者据以打出的最初样式	原型：最初的那一版式样|雏形：初具轮廓的最早形态			
psychiatry	借自法语 psychiatrie，由希腊语 psychē（心魂）＋ iatreia（医治）构成	the branch of medicine treating mental illness	精神病学	She trained in psychiatry for six years.|Psychiatry relies partly on careful listening.	the healing of the mind – 对心魂的医治				
psychology	借自法语 psychologie ← 文艺复兴拉丁语 psychologia，由希腊语 psychē（心魂）＋ -logia（学）构成	the study of the mind and behaviour	心理学	He read psychology at university.|Psychology explains part of the choice.	the study of the mind – 关于心魂的学问				
puppet	中古英语 popet ← 中古法语 poupette，为 poupée（玩偶）的指小形 ← 拉丁语 pupa（女娃、玩偶）	a small figure moved by strings or hands	木偶/傀儡	The puppet danced above the small stage.|Critics called the leader a puppet.	a little doll worked from outside – 由外力操弄的小玩偶	木偶：靠线或手操纵的小人形|傀儡：被人操控而无自主的一方			
purify	中古英语 purifien ← 古法语 purifier ← 拉丁语 pūrificāre，源自 pūrus（洁净）	to remove harmful or unwanted matter	净化	Filters purify the water before use.|They purify the oil in two stages.	making something clean throughout – 把杂质去尽使之洁净				
purple	中古英语 purple ← 古英语 purpul ← 拉丁语 purpura（紫染料、紫贝）← 希腊语 porphyra（紫贝）	a colour between red and blue	紫色	She painted the door deep purple.|Purple flowers lined the garden path.	the dye once taken from sea shells – 早先取自海贝的那种染色				
