# chunk82 补词 15 族。族头判错三处：arbitrary 实为 baetere（改日耳曼型）；assess/obsession/session 实为 sedere（改挂库中已有 sedere 根）。move 按 mov 补词写，理由见 origin 与回报。
W	commence	verb	/kəˈmens/	ire	com-（一同）+ mence（initiare ← initium ← in＋ire 行走）→ 一同迈进第一步	古法语 comencier ← 通俗拉丁语 *cominitiare：com（一同）+ initiare（举行入门礼）← initium（迈进的第一步）← inire（走进去）← in＋ire（行走）	to begin, especially in a formal or official way	礼堂的灯暗下来，校长走上台，把手里那份稿子翻开第一页	开始/着手	The trial will commence on Monday morning.|Work on the bridge commenced in April.	stepping across the line together to start – 一同跨过起跑那条线	开始：正式场合的起头，比 begin 更板正|着手：人自己迈出第一步，把事情做起来		
W	initiative	noun	/ɪˈnɪʃətɪv/	ire	init（initium 迈进的第一步 ← in＋ire 行走）+ -ive（名词）→ 不等人催，自己迈的那一步	法语 initiative ← 拉丁语 initium（开端，字面「走进去」）← inire（走进去）← in＋ire（行走）	the ability to act first without being told, or a fresh plan set going	别人都等着上级发话，他先把方案写好放到桌上	主动性/倡议/首创精神	She showed great initiative in solving the problem.|The government launched a new housing initiative.	the first step you take before being told to – 没人催就先迈出的那一步	主动性：自己先动起来那股劲|倡议：先迈出的那一步落成一份具体方案，摆出来请人跟|首创精神：先迈那步的人才有的胆气		take the initiative (in doing sth) —— 采取主动、率先做，带定冠词，不说 take initiative|on one's own initiative —— 出于自己主动，不是奉命，介词固定用 on|seize the initiative —— 抢占主动权，多用于竞争与战事
W	perish	verb	/ˈperɪʃ/	ire	per-（彻底、到尽头）+ ish（ire 行走）→ 一路走到头，走没了	古法语 perir ← 拉丁语 perire（丧失、毁灭，字面「走过去、走到尽头」）：per（彻底）+ ire（行走）	to die, or to be destroyed or decay away	雪停后搜救队找到那顶帐篷，里面的人再没醒过来	丧生/毁灭/腐烂	Hundreds perished in the earthquake.|Fruit will perish quickly in this heat.	going all the way through until nothing is left – 一路走到尽头，什么也不剩	丧生：人走到路的尽头，多指灾祸中的死|毁灭：城郭器物也这么走到尽头，不复存在|腐烂：食物皮革慢慢走到尽头，散了形		
W	transition	noun	/trænˈzɪʃn/	ire	trans-（横过）+ it（ire 行走）+ -ion（名词）→ 从这一边走到那一边的那一段	拉丁语 transitio（穿过、转变）← transire（走过去）：trans（横过）+ ire（行走）	the process of changing from one state or stage to another	火车驶出隧道，窗外由漆黑一点点亮成灰白，眼睛跟着慢慢适应	过渡/转变	The transition from school to work is not easy.|The country made a peaceful transition to democracy.	the stretch you cross between two states – 从这一头走到那一头之间那一段路	过渡：两个状态之间那段不属于任何一边的路|转变：走完那段路，整个已经是另一样了		transition from A to B —— 从 A 过渡到 B，from…to 成对出现，缺一半就不完整|in transition —— 处于过渡期，作状态用，不加冠词
W	assurance	noun	/əˈʃʊərəns/	cura	as-（ad- 去）+ sur（securus 无忧 ← se 脱离＋cura 忧心）+ -ance（名词）→ 把对方心里那份忧撤掉	古法语 asseurance ← asseurer ← 通俗拉丁语 *assecurar：ad（去）+ securus（无忧的）← se（脱离）＋cura（忧心）	a firm promise that removes doubt, or calm confidence in oneself	她把体检单推过去，医生看完抬头说了句话，母亲攥着的手松开了	保证/信心/保险	He gave me his assurance that the money was safe.|She spoke with the assurance of an old hand.	taking the worry off someone – 把人心里那份挂念撤下来	保证：一句话把对方的疑虑撤掉|信心：自己心里也没有那份挂念，做事从容|保险：英式用法里指人寿险，交钱买的就是「不必操心」这件事		
W	curiosity	noun	/ˌkjʊəriˈɒsəti/	cura	curios（curiosus 心思放在上头的 ← cura 关切）+ -ity（名词）→ 心思一直搭在某事上，非要弄清	拉丁语 curiositas ← curiosus（用心探问的）← cura（关切、挂心）	the wish to know or learn something, or a strange and rare object	小孩绕着那只上锁的木箱转了三圈，最后蹲下来从缝里往里瞧	好奇心/求知欲/珍奇之物	Curiosity drove her to open the letter.|The shop sells old coins and curiosities.	keeping your mind fixed on a thing until you know it – 心思搭在一样东西上，非弄明白不放	好奇心：心思一直搭在那上头，想知道|求知欲：同一股劲用在学问上，追着问下去|珍奇之物：招来这股劲的那件怪东西，摆在架上供人看		
W	reassure	verb	/ˌriːəˈʃʊə(r)/	cura	re-（再一次）+ assure（把忧撤掉 ← se 脱离＋cura 忧心）→ 再把对方悬着的那份心放下来	古法语 rasseurer ← re-（再）+ asseurer（使无忧）← 拉丁语 securus ← se（脱离）＋cura（忧心）	to say or do something that takes away someone's worry	他蹲下来握住老人发抖的手，把刚才那句话又慢慢说了一遍	使安心/打消疑虑	The doctor reassured her that it was nothing serious.|He kept reassuring the frightened child.	putting a worry down for someone a second time – 再一次替人把悬着的心放下	使安心：把对方悬着的那份心按下去|打消疑虑：疑虑冒头一次就按一次，故常带 re 的重复意		reassure sb that 从句 —— 向某人保证某事，后接 that 从句是最常见型式|reassure sb about sth —— 就某事安抚某人，about 指所担心的那件事
W	assess	verb	/əˈses/	sedere	as-（ad- 靠过去）+ sess（sedere 坐）→ 坐到审案人旁边替他定出数目	英法语 assesser ← 中世纪拉丁语 assessare（定税额）← assessus（坐在旁边）← assidere：ad（靠近）+ sedere（坐）——陪审官的差事就是定出罚金或税额；与 posse（能够）那支不同源	to judge the value, amount, or quality of something	查账的人搬把椅子坐到账房先生旁边，一页页翻，末了在纸上写下一个数	评估/核定/估价	The teacher assessed each student's progress.|The house was assessed at 300,000 pounds.	sitting down beside a thing to fix what it comes to – 坐到旁边去，定出它该算多少	评估：坐下来细看，给出高低轻重|核定：官府那一层意思，定出该缴多少|估价：房产财物照这法子定出数目		
W	obsession	noun	/əbˈseʃn/	sedere	ob-（对面、围住）+ sess（sedere 坐）+ -ion（名词）→ 围城的兵在城外坐定不走，念头也这么围着人	拉丁语 obsessio（围攻、封锁）← obsidere（围坐、围攻，字面「坐在对面」）：ob（对面）+ sedere（坐）——1600 年前后指恶灵在体外纠缠，与 possession（附身在体内）分工	an idea or wish that fills your mind and will not go away	夜里两点他又爬起来核对同一行数字，白天那件事在脑子里绕了第九遍	痴迷/挥之不去的念头/困扰	Her obsession with cleanliness ruined the trip.|Football became an obsession for him.	something camped outside your mind and refusing to leave – 有样东西在心门外坐定，赶不走	痴迷：念头围着人坐定，注意力全被占住|挥之不去的念头：赶一次它回来一次，像围城的兵|困扰：围着不走本身就是一种磨人		an obsession with sth/sb —— 对某事的痴迷，介词固定用 with，不用 of|be obsessed with/by sth —— 被某事缠住心神，with 更常见
W	session	noun	/ˈseʃn/	sedere	sess（sedere 坐）+ -ion（名词）→ 众人坐下来的那一段时间	古法语 session ← 拉丁语 sessio（坐着、坐席、开庭）← sedere（坐）的过去分词干；最早指法庭定期开庭	a period of time given to one activity, or a formal meeting of a court or parliament	长桌两边的人各自落座，门在身后合上，一坐就是三个钟头	会议/开庭期/一段时间	The court is now in session.|We had a two-hour training session.	the stretch of time people stay seated for one thing – 众人为一件事坐下来的那一段	会议：坐下来议事的那一场|开庭期：法庭定期坐堂的那一段，最早的用法|一段时间：后来泛指专做一件事的那一段，如训练、录音		in session —— 开会中、开庭中，不加冠词，与 in the session 不同|a training/recording session —— 一场训练、一次录音，泛指专做一事的时段
