shield	古英语 scield ← 原始西日耳曼语 *skeldu ← 原始日耳曼语 *skelduz ← 原始印欧语 *(s)kelH-（切、劈）	a broad piece of armour held to block blows	盾牌/保护	He raised his shield against the arrows.|Trees shield the garden from wind.	a broad plate held up to take the blow – 举起来承接打击的一块宽板	盾牌：手持挡击的防具|保护：挡在前面使不受害			
shift	古英语 sċiftan（分开、安排）← 原始西日耳曼语 *skiftijan ← 原始日耳曼语 *skiftijaną	a change of position, or a work period	转移/班次	There was a slow shift in opinion.|She works the night shift.	moving something over to another place or slot – 把东西挪到另一位置或另一段	转移：位置或重心挪动|班次：轮流上工的一段时间			noun / verb
shilling	古英语 sċilling ← 原始西日耳曼语 *skilling ← 原始日耳曼语 *skillingaz	a former British coin worth twelve old pence	先令	The book cost only a few shillings.|He kept an old shilling for luck.	the old coin worth a twentieth of a pound – 旧制中值一镑二十分之一的硬币				
shine	古英语 sċīnan ← 原始西日耳曼语 *skīnan ← 原始日耳曼语 *skīnaną	to give out or reflect bright light	发光/照耀	The sun shone all afternoon.|He shined his boots before leaving.	giving off or throwing back light – 发出或反回光	发光：自身放出光|照耀：光照到某处使之明亮			
ship	古英语 sċip ← 原始西日耳曼语 *skip ← 原始日耳曼语 *skipą（船、槽）	a large boat for carrying people or goods by sea	船/运送	The ship left port at dawn.|They ship goods to twelve countries.	a large vessel that crosses water – 渡水而行的大型舟具	船：航行于水上的大型舟具|运送：用船或其它方式发运			
shipment	由 ship ＋ -ment 构成	a load of goods sent together	货运/装运	The shipment arrived three days late.|They packed the shipment overnight.	a batch sent off as one consignment – 作为一批发出去的货	货运：整批发出的货物|装运：把货装上并发出			
shirt	古英语 sċyrte（短衣）← 原始西日耳曼语 *skurtijā ← 原始日耳曼语 *skurtaz（短）← 原始印欧语 *(s)ker-（切断）；与 skirt 同源	a garment for the upper body with a collar and sleeves	衬衫	He ironed a white shirt for the interview.|Her shirt had short sleeves.	the short upper garment cut to the body – 依身裁短的上装				
shock	中古荷兰语 schokken（推、震）或中古法语 choquer（碰撞）← 古荷兰语 *skokkan ← 原始日耳曼语 *skukkaną（摇动）	a sudden upsetting event, or a violent impact	震惊/冲击	The news came as a real shock.|The blast shocked windows across town.	a sudden jolt that unsettles – 猛然一撞使人或物失稳	震惊：突发之事使人心神大动|冲击：猛烈撞击或影响			noun / verb
shoe	古英语 sċōh ← 原始西日耳曼语 *skōh ← 原始日耳曼语 *skōhaz，更早词源未定	an outer covering for the foot	鞋	He tied his left shoe again.|These shoes pinch my toes.	the firm covering worn on the foot – 穿在脚上的硬质外覆				
shoot	古英语 scēotan ← 原始西日耳曼语 *skeutan ← 原始日耳曼语 *skeutaną ← 原始印欧语 *(s)kewd-（射、抛）	to fire a weapon or send something out fast	射击/发射	He shot twice and missed both times.|Rockets shoot upward at great speed.	sending something out fast and straight – 使某物又快又直地射出去	射击：用武器发射弹丸|发射：把物体高速送出			
shop	古英语 sċoppa（棚、摊）← 原始日耳曼语 *skupp-（仓、棚）	a place where goods are sold, or to buy goods	商店/购物	The shop opens at nine each morning.|We shop for food on Saturdays.	a booth set up to sell from – 搭起来卖东西的摊铺	商店：出售商品的场所|购物：去买东西这件事			noun / verb
shopkeeper	由 shop ＋ keeper 复合而成	a person who owns or manages a small shop	店主	The shopkeeper knew every regular customer.|A shopkeeper locked up at six.	the one who keeps the shop – 看守并经营店铺的人				
shore	中古英语 schore ← 古英语 *sċora ← 原始日耳曼语 *skurô（崖、多石的岸）	the land along the edge of a sea or lake	海岸/岸边	They walked along the rocky shore.|The boat reached shore before dark.	the land where water stops – 水止于此的那条陆边	海岸：海与陆相接的一带|岸边：水体边缘的陆地			
short	古英语 sċeort ← 原始西日耳曼语 *skurt ← 原始日耳曼语 *skurtaz ← 原始印欧语 *(s)ker-（切）；与 shirt、skirt 同源	measuring little from end to end, or lasting little time	短的/矮的	He gave a short answer.|The film is quite short.	cut off before reaching far – 还没伸远就被截住	短的：长度或时段小|矮的：高度不大			
shortage	由 short ＋ -age 构成	a situation in which there is not enough of something	短缺/不足	A water shortage hit the region.|There is no shortage of ideas.	the state of falling short of what is needed – 距所需还差一截的状态	短缺：供应少于需要|不足：数量或程度未达要求			
shortcoming	由 short ＋ coming 复合而成	a fault that makes something less than adequate	缺点/短处	The plan has one serious shortcoming.|He admitted his own shortcomings.	where something comes up short – 某处没够上标准	缺点：不足之处|短处：相对薄弱的方面			
shorthand	由 short ＋ hand（书写笔迹）复合而成	a quick way of writing using symbols	速记	She took the minutes in shorthand.|Shorthand saved reporters much time.	a shortened hand for writing fast – 为快写而缩省的笔法				
shortly	古英语 sċortlīċe，由 short ＋ -ly 构成	in a short time from now	很快/随即	The train will arrive shortly.|She left shortly after the call.	after only a short interval – 只隔很短一段之后	很快：不需多久就会发生|随即：紧跟着就			
shot	古英语 sċeot ← 原始日耳曼语 *skutą，与 shoot 同支	the firing of a gun, or an attempt	射击/一枪	A single shot broke the silence.|He had one shot at the title.	one discharge sent out – 射出去的那一发	射击：开枪这个动作|一枪：单次发射或单次尝试			
