dragon	noun	/ˈdræɡən/	古法语 dragon ← 拉丁语 draco ← 希腊语 drakon（大蛇、巨蟒）	a huge imaginary animal with wings that breathes fire	长鳞的巨兽盘在洞口，长尾扫过石地，张口喷出一道火	龙/凶悍的人	A dragon guarded the treasure in the cave.|Children love stories about fire-breathing dragons.	a huge scaled beast that breathes fire – 一头带鳞的巨兽，嘴里能喷火	龙：传说里那头带鳞会喷火的巨兽|凶悍的人：说某人像那头兽，惹一下就要挨火
drain	verb / noun	/dreɪn/	古英语 dreahnian（滤干、使流尽），与 dry 同出一个日耳曼词族	to make liquid flow away, or to use something up completely	池底的塞子一拔，水打着旋往下走，最后只剩一圈湿印	排水/耗尽/下水道	Please drain the water from the pot.|The long trip drained all his energy.	liquid running out until nothing is left – 液体一路流空，底下什么都不剩	排水：让水顺着低处一路流走|耗尽：力气像水那样被抽得见底|下水道：水往下走的那条固定通道
draw	verb	/drɔː/	古英语 dragan（拖、拉）← 原始日耳曼语 *draganan	to make a picture with a pencil, or to pull something towards you	铅笔尖压住纸，手腕带着它一路拖过去，纸上留下一道痕	画/拉/吸引/提取	She drew a map on the napkin.|The magnet draws iron filings to it.	pull it along so a trace follows – 拖着走，后面跟出一道痕	画：笔被拖着走，线留在纸上|拉：使劲把东西朝自己带过来|吸引：把人往自己这边带|提取：从里面把东西一路抽出来
drawback	noun	/ˈdrɔːbæk/	draw（拉）＋back（往回）复合而成，本义是往回拉的那一下	a feature that makes something less good than it could be	房子样样合意，一问才知没有电梯，住六层要天天爬上去	缺点/不利条件	The main drawback is the high price.|This plan has one serious drawback.	the thing that pulls a choice back – 把一件事往回拽的那一处	缺点：一样东西身上往回拖的那处|不利条件：办事时拽着腿、不让你快起来的那一条
drawer	noun	/drɔː/	draw（拉）＋-er，本义是能被拉出来的那个	a box-shaped part of furniture that slides in and out	柜面下一格木盒，捏住铜环往外一带，里头躺着尺和线团	抽屉/绘图者	She put the letters in the top drawer.|The drawer sticks when it rains.	a box that slides out of a frame – 一个能从架子里拉出来的盒	抽屉：从柜子里拉出来的那格盒子|绘图者：拿笔拖线的那个人
drawing	noun	/ˈdrɔːɪŋ/	draw（拖、拉）＋-ing，指拿笔拖出线条这件事	a picture made with a pencil or pen rather than paint	一张纸上只有铅笔线，明暗全靠交叉的细道堆出来，没有颜色	图画/素描/绘画	He showed me a drawing of the bridge.|Her drawing skills improved quickly this year.	lines laid down by hand – 手一道道拖出来的线	图画/素描：纸上只有线条的那张成品|绘画：拿笔拖线这件事本身
dread	verb / noun	/dred/	古英语 ondraedan（畏惧）的缩短形式	to feel great fear about something that is coming	明天要上台，一想起来胃就往下坠，夜里翻来覆去睡不着	恐惧/害怕/畏惧	I dread the thought of speaking publicly.|She waited with dread for the results.	fear of what is still coming – 对还没到的事先发慌	恐惧/害怕：心里发慌，身上先软下来|畏惧：怕到宁可绕开，一点都不敢碰
dream	noun / verb	/driːm/	中古英语 dreme（睡中所见），古英语 dream 原义为欢乐、乐声，今义或受古诺斯语 draumr 影响	a series of images in your mind while you sleep, or something you hope for	闭上眼之后，眼皮底下自己演起画面，醒来只抓住零碎几段	梦/梦想/做梦	I had a strange dream last night.|She dreams of becoming a pilot.	pictures that run in the head on their own – 脑子里自己放起来的画面	梦：睡着时脑子自己走的那一段画面|做梦：睡着时脑子演画面这件事|梦想：醒着也在脑子里反复放的那个画面
drift	verb / noun	/drɪft/	中古英语 drift（被赶动之物），与 drive 同一日耳曼词族，参较古诺斯语 drift	to move slowly on water or in air with no power of your own	桨收进船里，小舟随水横着走，岸上的树一棵棵往后退	漂流/漂移/偏离/趋势	The boat drifted towards the far bank.|Snow drifted against the garden wall.	carried along by whatever is moving – 被流动的东西带着走	漂流/漂移：人不使劲，全凭水或风带着|偏离：没人扶着，慢慢走出原来那条道|趋势：一群人像被同一股流带着，一齐往某边去
drill	noun / verb	/drɪl/	荷兰语 drillen（钻孔、转动）	a tool for making holes, or to make people repeat something many times	尖头顶住木板转起来，木屑打着旋往外冒，一会儿透出个圆洞	钻/钻头/操练	He used a drill to make holes.|The teacher drilled us on verb forms.	a turning point that bores in by repeating – 尖头一圈圈转，反复到透	钻/钻头：尖头转着往里进的那个动作和器具|操练：同一动作一遍遍来，像转着往里进
drink	verb / noun	/drɪŋk/	古英语 drincan ← 原始日耳曼语 *drinkan	to take liquid into your mouth and swallow it	仰头把杯里的水灌下去，喉结上下动了两回，杯底见空	喝/饮料/喝酒	She drinks two cups of tea daily.|They ordered cold drinks before the meal.	liquid taken in through the mouth – 液体从嘴里进到身体里	喝：液体从嘴里进去，一路咽下|饮料：拿来往嘴里灌的那类液体|喝酒：专指灌那种上头的液体
drip	verb / noun	/drɪp/	古英语 dryppan（滴落），与 drop 同一日耳曼词族	to fall in small drops, or the sound of that falling	龙头没拧紧，隔两秒落下一颗，砸在铁盆上叮的一声	滴/水滴/滴落	Water dripped from the leaking pipe.|I heard a steady drip all night.	one small drop after another coming loose – 一颗一颗地掉下来	滴/滴落：一颗颗离开边缘往下走|水滴：掉下来的那一小颗
drive	verb / noun	/draɪv/	古英语 drifan（赶、驱）← 原始日耳曼语 *dribanan	to make a vehicle move and control where it goes	两手扶着方向盘，脚一点油门，车头压着白线往前去	驾驶/驱动/驱赶/干劲	He drives to work every morning.|Steam drove the early factory machines.	force from behind that keeps it moving – 从后头使劲，让东西一直往前	驾驶：坐在里面把车往前赶|驱动：从后头给劲，让机器转起来|驱赶：把人或牲口朝一个方向逼|干劲：心里那股一直推着自己的劲
driver	noun	/ˈdraɪvə/	drive（赶、驱）＋-er	a person who controls a vehicle, or a program that controls a device	车里最前排那个人两手不离盘，眼睛盯着前方的路口	司机/驾驶员/驱动程序	The bus driver waited for us.|Install the printer driver first.	the one who keeps a thing moving and aimed – 让东西动起来又管着方向的那个	司机/驾驶员：手握方向、把车往前赶的人|驱动程序：在机器里担同一角色的那段代码
drop	verb / noun	/drɒp/	古英语 dropa（水珠）← 原始日耳曼语 *drupon	to let something fall, or a very small amount of liquid	手指一松，杯子直直往地上去，中途什么也没挡住	滴/落下/下降/扔下	He dropped the glass on the floor.|A drop of rain hit my hand.	let go and let it fall straight – 手一松，东西自己往下去	滴：小到一颗的液体离开边缘往下|落下/下降：整个东西往低处去|扔下：主动松手让它掉
drought	noun	/draʊt/	古英语 drugath（旱）← drugian（变干），与 dry 同族	a long period of time when there is no rain	田里土块裂成一格一格，缝能塞进手指，河床只剩烫脚的石头	干旱/旱灾	The drought killed most of the crops.|Farmers prayed for rain during the drought.	the land left with no water for long – 地里长期一点水都不来	干旱：地里长期没水的那个状态|旱灾：这状态久到收成全没了的那场祸
drown	verb	/draʊn/	中古英语 drounen，与古诺斯语 drukna（沉没）同源	to die under water because you cannot breathe	人在水面下挣了两下，头再没冒出来，只剩一圈涟漪散开	溺死/淹没/压过	Two swimmers drowned in the river.|Loud music drowned out her voice.	water closing over and nothing getting out – 水盖过头顶，什么都透不出来	溺死：人被水盖住，气再上不来|淹没：水把东西整个盖过去|压过：声音大到把别的声全盖住
drug	noun	/drʌɡ/	古法语 drogue（干货、药材），更早词源不明	a substance used to treat illness, or an illegal substance taken for pleasure	白色小片封在铝箔板里，掰下一粒就水咽下，半小时后头不疼了	药/药物/毒品	This drug lowers blood pressure quickly.|Police found drugs in the car.	something taken in that changes the body – 进到身体里就把身体状态改掉的东西	药/药物：吃进去把病压下来的那样东西|毒品：吃进去只图一时快意、还戒不掉的那样东西
drunk	adjective	/drʌŋk/	古英语 druncen，drincan（喝）的过去分词	unable to control yourself because of alcohol	那人扶着墙走，脚下拌蒜，一句话说到半截又绕回开头	醉的/喝醉的	He got drunk at the wedding party.|Never drive when you are drunk.	drink has taken over the body – 灌下去的东西反过来管住了身子	醉的/喝醉的：手脚和舌头都不听自己使唤了
dry	adjective / verb	/draɪ/	古英语 dryge ← 原始日耳曼语 *draugiz	having no water or liquid in it	毛巾在太阳下挂了一天，硬得能立住，一抖还掉下细末	干的/干燥的/枯燥的	The clothes are dry now.|Dry your hands on this towel.	no moisture left in it – 里头一点水气都不剩	干的/干燥的：水走了，摸上去发硬发脆|枯燥的：话里没水分，听着也不润
dubious	adjective	/ˈdjuːbiəs/	拉丁语 dubius（两可之间、不定的）← duo（二）	not certain, or probably not honest or good	那张证书章印歪着，纸也太新，他捏在手里翻了两遍没敢收	可疑的/怀疑的/靠不住的	The company has a dubious reputation.|I am dubious about his story.	standing between two ways, not settled – 卡在两头之间，落不下去	可疑的/靠不住的：东西本身让人不敢当真|怀疑的：人心里摇摆，不肯点头
dull	adjective	/dʌl/	中古英语 dul（愚钝、不锋利），与古英语 dol（愚）同族	not sharp, not interesting, or not bright	拿钝刀去锯番茄，压了半天皮都没破，只挤出一摊汁	钝的/沉闷的/暗淡的/迟钝的	The knife is too dull to cut.|It was a dull rainy afternoon.	no edge and no shine – 既没有锋，也没有亮	钝的：刃磨平了，压不进东西|沉闷的：讲的东西没一处扎人，听不进去|暗淡的：颜色也像磨平了，不反光|迟钝的：反应像钝刀，慢半拍
dumb	adjective	/dʌm/	古英语 dumb（不能言）← 原始日耳曼语 *dumbaz	unable to speak, or very stupid	问他话时他张了张嘴，一点声音也没出来，只用手指了指门	哑的/无言的/愚蠢的	He was born deaf and dumb.|That was a dumb thing to do.	the mouth opens but nothing comes – 嘴开了，声音出不来	哑的/无言的：想说而发不出声|愚蠢的：脑子也像出不来声，转不动
dump	verb / noun	/dʌmp/	中古英语 dumpen（重重放下），或出斯堪的纳维亚语，更早词源不明	to put something down carelessly, or a place where waste is left	卡车厢往上一抬，整车碎砖石一齐滑下来，堆成一座小山	倾倒/丢弃/垃圾场	They dumped the rubbish by the road.|He dumped his bag on the floor.	tip the whole load off at once – 一车东西整个倒出去	倾倒/丢弃：不管不顾，把整批东西卸掉|垃圾场：这些东西被倒到一处的那块地
dust	noun / verb	/dʌst/	古英语 dust ← 原始日耳曼语 *dunstaz	very fine dry powder in the air or on a surface	书架上积了一层灰白的细末，手指一抹就划出一道亮痕	灰尘/尘土/擦灰	Dust covered every shelf in the room.|She dusted the table before dinner.	dry powder so fine it floats – 干得极细，风一动就飘起来	灰尘/尘土：轻得能飘起来的那层细末|擦灰：把这层细末从东西表面抹掉
dwarf	noun / verb	/dwɔːf/	古英语 dweorg（矮小之人）← 原始日耳曼语 *dwergaz	a person who is much smaller than normal, or to make something look small	那人只到成年人腰高，走过来时得抬头才看得见对方的脸	矮人/矮小的/使显得矮小	Dwarfs appear in many old fairy tales.|The tower dwarfs the houses nearby.	far below the height it should have – 比该有的高度矮出一截	矮人：身量比常人短出一截的那类人|矮小的：拿来说东西，同样短出一截|使显得矮小：自己太大，把旁边的都压下去
dwelling	noun	/ˈdwelɪŋ/	古英语 dwellan（留下、逗留）＋-ing	a house or place where someone lives	山坡上一间石屋，门口堆着劈好的柴，烟囱正冒着烟	住所/住宅/居住	Only twenty dwellings stood in the valley.|The old dwelling needs a new roof.	the place a person stays put in – 人待下来不走的那个地方	住所/住宅：人长期待着的那处房子|居住：在一个地方待下来不走这件事
dye	noun / verb	/daɪ/	古英语 deag（染色之物）	a substance used to change the colour of cloth or hair	一桶深蓝的水里泡进白布，捞起来时手指连指甲缝都蓝了	染料/染色/染	She dyed her hair dark red.|The dye stained my fingers blue.	colour taken into the material itself – 颜色吃进东西里面去	染料：能让颜色吃进去的那种水或粉|染色/染：把东西泡进去，让它换个颜色
dynamic	adjective / noun	/daɪˈnæmɪk/	希腊语 dynamikos（有力的）← dynamis（力量）← dynasthai（能够）	full of energy and new ideas, or always changing	台上那人来回走动，手一直在挥，底下的人跟着往前坐	有活力的/动态的/动力	She is a dynamic young manager.|Prices change in a dynamic market.	force in it that keeps things moving – 里头有股劲，一直在动	有活力的：人身上带股劲，停不下来|动态的：东西不定在一处，一直在变|动力：推着东西动起来的那股劲
dynasty	noun	/ˈdɪnəsti/	希腊语 dynasteia（统治权）← dynastes（当权者）← dynasthai（能够）	a series of rulers who all come from the same family	一张挂到墙顶的家谱，同一个姓从上到下坐了三百年那个位子	王朝/朝代/世家	The dynasty ruled for three hundred years.|A new dynasty took the throne.	power kept inside one family line – 权柄在一家人手里往下传	王朝/朝代：同一家人接着掌权的那一段年月|世家：某一行里连着几代都占着头把的那家
eagle	noun	/ˈiːɡl/	古法语 aigle ← 拉丁语 aquila（鹰）	a large strong bird that hunts other animals	高处一只大鸟张开两米宽的翅膀不动，忽然收翅直扑水面	鹰/雕	An eagle circled above the cliff.|The eagle caught a fish easily.	a big hunting bird high in the air – 一只在高处盯着活物的大鸟	鹰：翅膀宽、从高处扑下来捉活物的那种大鸟|雕：同一类猛禽的另一种叫法
ear	noun	/ɪə/	古英语 eare ← 原始日耳曼语 *auzon	the part of the body used for hearing	头两侧各一片带弯褶的软皮，中间一个洞一直往里通	耳朵/听力/穗	The rabbit has very long ears.|He whispered something in my ear.	the opening on the side of the head – 头侧那个往里通的口	耳朵：头两边那片带洞的软皮|听力：靠这个洞收声音的那份本事|穗：谷子顶上那一簇，形状像它（另一同形词，古英语 ear）
early	adjective / adverb	/ˈɜːli/	古英语 aerlice ← aer（早、先前）	happening before the usual or expected time	天刚泛白，街上店都还没开门，他已经站在门口等着	早的/提前的/初期的	She arrived early for the meeting.|We took an early train home.	ahead of the point when it was due – 比该到的那个时候更靠前	早的：在该发生的时刻之前|提前的：把时间往前挪了一截|初期的：一段过程刚开头的那一截
earn	verb	/ɜːn/	古英语 earnian（挣得、获得）	to get money by working, or to deserve something	一天活干完，工头数出几张钞票放在他摊开的手心里	挣得/赚/获得	He earns enough to support the family.|She earned everyone's respect that day.	get it because you did the work – 出了力才拿到手	挣得/赚：出力换来的那笔钱|获得：出力换来的别样东西，比如名声
earnest	adjective	/ˈɜːnɪst/	古英语 eornost（认真、恳切）	very serious and sincere about something	那孩子讲话时眉头压着，两手攥在一起，一句玩笑也没有	认真的/诚挚的/热切的	He made an earnest attempt to help.|Her voice was low and earnest.	fully meant, no play in it – 说的全是真心，没有一点玩闹	认真的：一点不敷衍，句句当真|诚挚的：心里怎么想就怎么说|热切的：真心得急切，想立刻做成
ease	noun / verb	/iːz/	古法语 aise（余地、宽舒），更早词源不明	lack of difficulty, or to make something less severe	门轴上滴了两滴油，再推时没有响声，一根手指就带开了	容易/轻松/减轻/舒适	He passed the test with ease.|The pill eased her back pain.	going through with no resistance – 走起来一处阻力都没有	容易/轻松：做起来不费劲|减轻：把顶着的那股劲卸掉一些|舒适：身上没一处别着，待着不用使劲
east	noun / adjective	/iːst/	古英语 east ← 原始日耳曼语 *aust-（朝日出那面）	the direction where the sun comes up	清早太阳从那一侧的屋顶后面升起来，光正照在人脸上	东/东方/东部	The village lies east of the river.|Cold winds blow from the east.	the side the sun rises from – 太阳升起来的那一边	东：太阳升起那一侧的方向|东方：同一方向，说得大一些|东部：一片地方靠那一侧的那一块
easy	adjective	/ˈiːzi/	古法语 aisie（宽舒的）← aise，更早词源不明	not difficult, needing little effort	题目一眼就看出答案，笔尖没停过，五分钟就交了卷	容易的/轻松的/安逸的	The exam was easier than expected.|Take an easy walk after dinner.	takes almost no effort – 几乎不用使劲	容易的：做起来不费劲|轻松的：过程里身心都不吃紧|安逸的：日子过得不用挣也不用赶
eat	verb	/iːt/	古英语 etan ← 原始日耳曼语 *etan	to put food in your mouth and swallow it	一口咬下馒头，牙齿磨了几下，喉咙一动就下去了	吃/进食/侵蚀	We eat dinner at seven o'clock.|Acid ate holes in the metal.	food taken in and worked down – 东西进嘴，一点点弄下去	吃/进食：把食物弄进身体里|侵蚀：酸或水像牙齿那样，一点点把东西啃掉
ebb	noun / verb	/eb/	古英语 ebba（退落的潮水）	the movement of the sea away from the land, or a decline	上午还漫到石阶的海水，午后退出去一大片，滩上留着湿绳	退潮/落潮/衰退	The tide began to ebb at noon.|His strength ebbed away slowly.	water pulling back from where it reached – 水从原先到过的地方往回缩	退潮/落潮：海水从岸上往回缩|衰退：力气或势头像那片水一样往回缩
echo	noun / verb	/ˈekəʊ/	拉丁语 echo ← 希腊语 ekho（回声）	a sound that comes back to you from a surface	在空谷里喊一声，隔一拍那声音又从对面山壁回到耳朵	回声/回响/重复	His shout echoed through the empty hall.|The cave gave a clear echo.	sound bouncing back after it left – 声音撞回来，再听见一次	回声/回响：撞在硬面上折回来的那个声|重复：把别人说过的话照样再说一遍
eclipse	noun / verb	/ɪˈklɪps/	古法语 eclipse ← 拉丁语 eclipsis ← 希腊语 ekleipsis（隐没、离弃）	an occasion when one body in space blocks the light of another	正午忽然暗下来，鸟不叫了，太阳只剩细细一圈亮边	日食/月食/遮蔽/使失色	We watched the solar eclipse together.|Her success eclipsed all the others.	one body slipping in front and blotting out the light – 一个挡到前头，光就没了	日食/月食：一个天体挡在前头，光被吃掉|遮蔽：把别的东西的光挡住|使失色：自己太亮，旁边的都显不出来
edge	noun	/edʒ/	古英语 ecg（刀锋、锋利处）← 原始日耳曼语 *agjo	the outside limit of something, or the sharp side of a blade	桌子尽头那条线，手掌摸过去先是平面，忽然就没了着落	边缘/刃/优势	He sat on the edge of the bed.|The edge of this knife is sharp.	the line where a thing ends and thins out – 一样东西到头、变薄的那道线	边缘：东西到头的那道界|刃：薄到能切进去的那一条|优势：比人多出的那一线，像刃一样占先
