W	paperback	noun	/ˈpeɪpəbæk/			复合词：paper（← 古法语 papier ← 拉丁语 papyrus ← 希腊语 papyros 纸莎草）＋ back（古英语 bæc 背脊），指书背只用软纸装订的本子	a book with a flexible paper cover rather than a hard one	书脊一按就弯，封面卷了角，随手塞进外套里带走	平装书/简装本	He bought the novel in paperback.|She packed two paperbacks for the trip.	a book bound in soft paper – 用软纸做封皮装订的书	平装书：封皮是软纸的那种书，能卷能弯|简装本：同一本书里做得省料、卖得便宜的那一版	
W	pause	noun / verb	/pɔːz/			古法语 pause ← 拉丁语 pausa ← 希腊语 pausis（停止）← pauein（使停下）	a short stop in speaking or doing something, or to make such a stop	话说到一半忽然没了声，屋里只剩钟摆响了两下，他又接着往下讲	暂停/停顿	She paused before answering the question.|There was a long pause on the line.	a stop that is not the end – 停下来，但没有结束	暂停：中途停住，过一会儿还要接着做|停顿：说话或动作里空出来的那一小段	
W	pave	verb	/peɪv/			古法语 paver ← 拉丁语 pavire（夯打、捶实）	to cover a road or path with a hard flat surface	工人把方砖一块块压进沙里，用木槌敲平，走上去不再陷脚	铺路/铺砌	The city paved the muddy lane last summer.|A paved path leads to the front door.	a soft way made hard and flat – 把软地面做成硬而平的面	铺路：在土面上压出一层硬而平、能走人过车的面|铺砌：一块块材料挨着排开，敲实成面	
W	paw	noun / verb	/pɔː/			古法语 poue（兽足）← 法兰克语 *pauta，日耳曼来源	the foot of an animal that has claws or nails	狗把前脚搭在膝盖上，肉垫软软的，指甲刮着裤子	爪子/用爪子抓	The cat licked its front paw.|A dog pawed at the closed door.	an animal's foot with soft pads – 兽的脚，底下有软垫	爪子：猫狗一类动物的脚，底下有垫，前端带甲|用爪子抓：拿那只脚一下一下地扒或刨	
W	pea	noun	/piː/			由 pease（古英语 pise ← 拉丁语 pisum 豌豆）被误当作复数而回切出的单数形	a small round green seed eaten as a vegetable	剥开荚，里头一排小绿珠子，圆得能在桌上滚	豌豆	She shelled the peas into a bowl.|Peas grow quickly in cool weather.	a small round green seed in a pod – 荚里一粒粒圆而绿的种子		
W	peach	noun	/piːtʃ/			古法语 pesche ← 晚期拉丁语 persica ← persicum malum（波斯的果子）	a round soft fruit with yellow-red skin and a large stone	一层细绒毛贴在薄皮上，咬下去汁顺着手腕流，里头一颗硬核	桃子	He ate a ripe peach in the garden.|The peaches were sweet and very juicy.	soft fruit with fuzz outside and a stone inside – 外面带绒、里头一颗硬核的软果		
W	peak	noun / verb	/piːk/			英语 pike（尖端）的变体形，更早词源不明	the pointed top of a mountain, or the highest point of something	云在半山腰断开，最上头那一点石尖被太阳照得发白	顶峰/高峰/达到最高点	Snow covered the mountain peak all year.|Traffic peaks at eight in the morning.	the highest sharp point – 最高处那一个尖	顶峰：山最上面收成一点的那个尖|高峰：一段时间里数量或强度最大的那一刻|达到最高点：升到不能再高的位置，随后回落	
W	pear	noun	/peə/			古英语 pere ← 通俗拉丁语 pira ← 拉丁语 pirum（梨）	a sweet fruit that is narrow at the top and wide at the bottom	上头细下头鼓的一只果子，皮上带褐斑，咬开是沙沙的甜汁	梨	She picked a pear from the tree.|Pears ripen best off the branch.	a fruit narrow above and swollen below – 上细下鼓的一只果子		
W	pearl	noun	/pɜːl/			古法语 perle ← 通俗拉丁语 perla，或与拉丁语 perna（一种贝）有关，更早词源不明	a small hard shiny white ball that forms inside an oyster	撬开壳，里头躺着一粒圆白的小球，转一转表面泛出淡淡的虹	珍珠	She wore a single pearl on a chain.|Divers once collected pearls by hand.	a round white bead grown inside a shell – 壳里长出来的一粒圆白小球		
W	peel	verb / noun	/piːl/			古法语 peler（去毛、剥）← 拉丁语 pilare（拔毛）← pilus（毛发）；与 pila（柱、堆）一支不同词	to remove the skin from a fruit or vegetable, or the skin removed	刀贴着果子转一圈，一条长黄带子垂下来，里头露出白净的面	剥皮/削皮/果皮	She peeled an orange for the child.|Throw the potato peel in the bin.	the outer layer taken off in one strip – 外面那层，整条揭下来	剥皮：用手把外层整片揭开|削皮：贴着表面用刀去掉薄薄一层|果皮：被揭下来的那层外衣	
W	peep	verb / noun	/piːp/			中古英语 pepen，拟态而成，与 peek 相互影响，更早词源不明	to look quickly and secretly through a small opening	他把门缝推开两指宽，一只眼睛贴上去，屋里那人正背对着他	偷看/窥视/一瞥	The child peeped through the keyhole.|She took a quick peep at the answers.	a small look through a small gap – 从窄缝里飞快看一眼	偷看：不想让人知道地看一下|窥视：从缝或洞里持续往里看|一瞥：极短的一下看	
W	pen	noun	/pen/			古法语 penne ← 拉丁语 penna（羽毛）；最早的这种器具是削尖的羽管	an instrument for writing with ink	手指捏着细杆在纸上走，尖端漏出一道蓝线，写快了拖出细尾	钢笔/笔	He signed the form with a black pen.|My pen ran out of ink today.	a tool that lays ink on paper – 把墨水留在纸上的家什	钢笔：装墨水、靠尖端出水的那种写字工具|笔：泛指手里握着写字画线的一类东西	
W	penny	noun	/ˈpeni/			古英语 penig / pening（小额硬币）← 原始日耳曼语 *panninga-，更早词源不明	a small coin of low value, one hundredth of a pound	口袋底摸出一枚发暗的铜片，掌心一称几乎没有分量	便士/分币	The sweet cost only a few pennies.|He saved every penny for a bicycle.	the smallest coin in hand – 手里最不值钱的那枚硬币	便士：英国那种一百枚合一镑的小硬币|分币：泛指面值最小的那种钱	
W	pest	noun	/pest/			中古法语 peste ← 拉丁语 pestis（瘟疫、灾害）	an insect or animal that damages crops or stored food	菜叶背面爬满小黑点，几天工夫叶子只剩下一副筋络	害虫/讨厌的人	Farmers sprayed the field to kill pests.|That noisy boy is a real pest.	a small creature that eats into what you keep – 钻进你存着的东西里啃的小家伙	害虫：啃庄稼、蛀存粮的那类小生物|讨厌的人：像那类东西一样缠着不走、让人烦的人	
W	pickup	noun	/ˈpɪkʌp/			由动词短语 pick up（pick 中古英语 picken 挑取 ＋ up 古英语 upp）名词化而来	a small truck with an open back for carrying goods	车斗敞着没有顶，几袋水泥往上一扔就走，尾板一放还能坐人	小货车/搭载/回升	He loaded the bricks into his pickup.|The driver stopped for a quick pickup.	taking something up onto an open bed – 把东西抬上敞着的车板	小货车：后头敞着一块板、专拉货的小型车|搭载：把人或物顺路捡上车带走|回升：往下走一阵之后又抬起来的那个转折	
W	pie	noun	/paɪ/			中古英语 pie，或与 magpie（喜鹊，本作 pie）有关——鹊窝里什物混杂，喻馅料杂陈；更早词源不明	a baked dish of meat or fruit enclosed in pastry	一圈面皮把肉和菜裹在里头，炉子里烘到边上焦黄，切开冒热气	馅饼/派	She baked an apple pie for dinner.|He cut the pie into six pieces.	filling shut inside pastry and baked – 馅被面皮合起来烘熟	馅饼：面皮包住料、整个烤熟的那种吃食|派：同一样东西的音译说法，多指甜的那类	
W	piece	noun	/piːs/			古法语 piece ← 通俗拉丁语 pettia，或出高卢语，更早词源不明	a part of something that has been separated from the whole	盘子摔在地上，最大的那块还留着花纹，边缘割手	块/片/一件	He broke off a piece of bread.|She wrote a short piece for the paper.	a part come away from the whole – 从整个上头分出来的一部分	块：从整体上掉下或分下的一部分|片：分下来的那部分又薄又平|一件：作品或文章算作独立的一份	
W	pill	noun	/pɪl/			中古荷兰语 pille ← 拉丁语 pilula（小球），是 pila（球）的指小形	a small round piece of medicine that you swallow	塑料板上一格格鼓起，指甲一按，白色小圆片从铝箔背面挤出来	药丸/药片	He takes one pill every morning.|The doctor prescribed pills for her cough.	medicine pressed into a small ball – 把药压成一小颗	药丸：搓成圆颗、整颗吞下的药|药片：压成扁圆一小枚的药	
W	pilot	noun / verb / adjective	/ˈpaɪlət/			中古法语 pilote ← 意大利语 pilota ← 中世纪希腊语 pēdōtēs（舵手）← pēdon（舵、桨叶）	a person who operates the controls of an aircraft or guides a ship	驾驶舱里两只手扶着操纵杆，仪表一格格跳，跑道从云底下浮出来	飞行员/领航员/试点的	The pilot landed the plane in fog.|They piloted the scheme in two schools.	the hand on the controls that steers – 掌着舵、决定往哪去的那只手	飞行员：坐在前头操纵飞机的人|领航员：上船引路、把船带进港的人|试点的：先小范围试着走一趟，看方向对不对	
