W	occasion	noun	/ˈoccasion/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	宴会厅门口挂着日期牌，宾客按约定时间陆续走进	场合/时机	The occasion changed the situation.|Researchers discussed the occasion carefully.	a clear situation associated with the word – 与词义相连的清晰场景	场合：从核心场景引出的常用义|时机：从核心场景引出的常用义		
W	occasional	adjective	/ˈoccasional/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	日历上大多数日期空着，只有零星几天画了小点	偶尔的/临时的	The occasional changed the situation.|Researchers discussed the occasional carefully.	a clear situation associated with the word – 与词义相连的清晰场景	偶尔的：从核心场景引出的常用义|临时的：从核心场景引出的常用义		
W	occupation	noun	/ˈoccupation/			经法语或拉丁语进入英语的词，现代词义按整体记	relating to the meaning described by the word	一张桌子前有人整天处理同一类工作	职业/占领/占用	The occupation changed the situation.|Researchers discussed the occupation carefully.	a clear situation associated with the word – 与词义相连的清晰场景	职业：从核心场景引出的常用义|占领：从核心场景引出的常用义|占用：从核心场景引出的常用义		
W	occupy	verb	/ˈoccupy/			经法语或拉丁语进入英语的词，现代词义按整体记	relating to the meaning described by the word	箱子塞满架子，原本空出的格子被占住	占据/使忙碌	The occupy changed the situation.|Researchers discussed the occupy carefully.	a clear situation associated with the word – 与词义相连的清晰场景	占据：从核心场景引出的常用义|使忙碌：从核心场景引出的常用义		
W	off	adverb/preposition/adjective	/ˈoff/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	机器指示灯熄灭，开关拨到了旁边	离开/关闭/不工作	The off changed the situation.|Researchers discussed the off carefully.	a clear situation associated with the word – 与词义相连的清晰场景	离开：从核心场景引出的常用义|关闭：从核心场景引出的常用义|不工作：从核心场景引出的常用义		turn off sth —— 关闭某物|be off —— 离开或不工作
W	office	noun	/ˈoffice/			经法语或拉丁语进入英语的词，现代词义按整体记	relating to the meaning described by the word	房间里摆着桌子、文件柜和一台亮着的电脑	办公室/职务	The office changed the situation.|Researchers discussed the office carefully.	a clear situation associated with the word – 与词义相连的清晰场景	办公室：从核心场景引出的常用义|职务：从核心场景引出的常用义		
W	officer	noun	/ˈofficer/			经法语或拉丁语进入英语的词，现代词义按整体记	relating to the meaning described by the word	制服人员站在柜台后核对一叠证件	官员/军官	The officer changed the situation.|Researchers discussed the officer carefully.	a clear situation associated with the word – 与词义相连的清晰场景	官员：从核心场景引出的常用义|军官：从核心场景引出的常用义		
W	official	adjective/noun	/ˈofficial/			经法语或拉丁语进入英语的词，现代词义按整体记	relating to the meaning described by the word	盖着印章的文件放在玻璃柜中	官方的/官员	The official changed the situation.|Researchers discussed the official carefully.	a clear situation associated with the word – 与词义相连的清晰场景	官方的：从核心场景引出的常用义|官员：从核心场景引出的常用义		
W	offspring	noun	/ˈoffspring/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	大鸟带着几只小鸟跟在树枝间跳跃	后代/子女	The offspring changed the situation.|Researchers discussed the offspring carefully.	a clear situation associated with the word – 与词义相连的清晰场景	后代：从核心场景引出的常用义|子女：从核心场景引出的常用义		
W	only	adverb/adjective	/ˈonly/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	一排物品中只留下中间那一个	仅仅/唯一的	The only changed the situation.|Researchers discussed the only carefully.	a clear situation associated with the word – 与词义相连的清晰场景	仅仅：从核心场景引出的常用义|唯一的：从核心场景引出的常用义		only if —— 只有在……条件下|not only A but also B —— 不仅 A 而且 B
W	opera	noun	/ˈopera/			源自欧洲语言的借词，现代词义按整体记	relating to the meaning described by the word	舞台上乐队演奏，演员在灯光下放声歌唱	歌剧	The opera changed the situation.|Researchers discussed the opera carefully.	a clear situation associated with the word – 与词义相连的清晰场景	歌剧：从核心场景引出的常用义		
W	opportunity	noun	/ˈopportunity/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	门缝忽然打开，一束光照到面前的路	机会	The opportunity changed the situation.|Researchers discussed the opportunity carefully.	a clear situation associated with the word – 与词义相连的清晰场景	机会：从核心场景引出的常用义		
W	optical	adjective	/ˈoptical/			源自欧洲语言的借词，现代词义按整体记	relating to the meaning described by the word	镜片把远处的灯收成清晰的小点	视觉的/光学的	The optical changed the situation.|Researchers discussed the optical carefully.	a clear situation associated with the word – 与词义相连的清晰场景	视觉的：从核心场景引出的常用义|光学的：从核心场景引出的常用义		
W	optimistic	adjective	/ˈoptimistic/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	乌云后露出一线亮天，行人仍朝前走	乐观的	The optimistic changed the situation.|Researchers discussed the optimistic carefully.	a clear situation associated with the word – 与词义相连的清晰场景	乐观的：从核心场景引出的常用义		
W	optimum	noun/adjective	/ˈoptimum/			源自欧洲语言的借词，现代词义按整体记	relating to the meaning described by the word	刻度表上的指针停在绿色中央区域	最佳的/最佳状态	The optimum changed the situation.|Researchers discussed the optimum carefully.	a clear situation associated with the word – 与词义相连的清晰场景	最佳的：从核心场景引出的常用义|最佳状态：从核心场景引出的常用义		
W	orchestra	noun	/ˈorchestra/			源自欧洲语言的借词，现代词义按整体记	relating to the meaning described by the word	舞台前方坐满乐手，弓弦和铜管排列整齐	管弦乐队	The orchestra changed the situation.|Researchers discussed the orchestra carefully.	a clear situation associated with the word – 与词义相连的清晰场景	管弦乐队：从核心场景引出的常用义		
W	other	adjective/pronoun	/ˈother/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	两件物品并排，一件被手指移到另一边	其他的/另一个	The other changed the situation.|Researchers discussed the other carefully.	a clear situation associated with the word – 与词义相连的清晰场景	其他的：从核心场景引出的常用义|另一个：从核心场景引出的常用义		
W	ourselves	pronoun	/ˈourselves/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	镜子里的人和镜前的人同时抬起手	我们自己	The ourselves changed the situation.|Researchers discussed the ourselves carefully.	a clear situation associated with the word – 与词义相连的清晰场景	我们自己：从核心场景引出的常用义		
W	out	adverb/preposition/adjective	/ˈout/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	门朝走廊打开，脚步跨过门槛	向外/在外	The out changed the situation.|Researchers discussed the out carefully.	a clear situation associated with the word – 与词义相连的清晰场景	向外：从核心场景引出的常用义|在外：从核心场景引出的常用义		out of sth —— 从某物中出来或不再拥有|find out —— 查明
W	outfit	noun/verb	/ˈoutfit/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	衣架上挂着成套衣服和配套鞋帽	装备/全套服装	The outfit changed the situation.|Researchers discussed the outfit carefully.	a clear situation associated with the word – 与词义相连的清晰场景	装备：从核心场景引出的常用义|全套服装：从核心场景引出的常用义		
W	outing	noun	/ˈouting/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	几个人背着小包沿林间小路走	短途出游	The outing changed the situation.|Researchers discussed the outing carefully.	a clear situation associated with the word – 与词义相连的清晰场景	短途出游：从核心场景引出的常用义		
W	outlet	noun	/ˈoutlet/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	墙上插座旁接着电线，另一侧摆着待售商品	出口/专卖店	The outlet changed the situation.|Researchers discussed the outlet carefully.	a clear situation associated with the word – 与词义相连的清晰场景	出口：从核心场景引出的常用义|专卖店：从核心场景引出的常用义		
W	outline	noun/verb	/ˈoutline/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	纸上只画出山的外框，内部没有填色	轮廓/概述	The outline changed the situation.|Researchers discussed the outline carefully.	a clear situation associated with the word – 与词义相连的清晰场景	轮廓：从核心场景引出的常用义|概述：从核心场景引出的常用义		
W	outlook	noun	/ˈoutlook/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	窗户正对远处山谷，视线一直延伸到天边	观点/前景	The outlook changed the situation.|Researchers discussed the outlook carefully.	a clear situation associated with the word – 与词义相连的清晰场景	观点：从核心场景引出的常用义|前景：从核心场景引出的常用义		
W	output	noun/verb	/ˈoutput/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	机器一端不断吐出整齐的成品	产出/输出	The output changed the situation.|Researchers discussed the output carefully.	a clear situation associated with the word – 与词义相连的清晰场景	产出：从核心场景引出的常用义|输出：从核心场景引出的常用义		
W	outrage	noun/verb	/ˈoutrage/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	人群看到不公的公告后握紧拳头	愤怒/激怒	The outrage changed the situation.|Researchers discussed the outrage carefully.	a clear situation associated with the word – 与词义相连的清晰场景	愤怒：从核心场景引出的常用义|激怒：从核心场景引出的常用义		
W	outset	noun	/ˈoutset/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	棋盘上第一枚棋子刚从起点移开	开始	The outset changed the situation.|Researchers discussed the outset carefully.	a clear situation associated with the word – 与词义相连的清晰场景	开始：从核心场景引出的常用义		
W	outside	preposition/adverb/adjective/noun	/ˈoutside/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	屋内的人隔着窗户看见外面的雨	在外面/外部	The outside changed the situation.|Researchers discussed the outside carefully.	a clear situation associated with the word – 与词义相连的清晰场景	在外面：从核心场景引出的常用义|外部：从核心场景引出的常用义		
W	outstanding	adjective	/ˈoutstanding/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	一根高柱从平齐的屋顶线向上突出	杰出的/未解决的	The outstanding changed the situation.|Researchers discussed the outstanding carefully.	a clear situation associated with the word – 与词义相连的清晰场景	杰出的：从核心场景引出的常用义|未解决的：从核心场景引出的常用义		
W	over	preposition/adverb/adjective	/ˈover/			英语词条，词源沿用通行词典解释；本项目按整体记	relating to the meaning described by the word	小球越过木栏落到另一侧	在上方/结束	The over changed the situation.|Researchers discussed the over carefully.	a clear situation associated with the word – 与词义相连的清晰场景	在上方：从核心场景引出的常用义|结束：从核心场景引出的常用义		all over —— 遍及或完全结束|over and over —— 反复地
