R	nomen	nomin/nomen/onym	拉丁语 nomen（属格 nominis：名字、名称），动词 nominare（叫出名字、指名）由此出；希腊语 onoma（名）同出一个更古的词干，故 anonymous 一支也归此族	the word by which a thing is called / 用来叫出某物的那个词	点名册上念出一串字，被念到的人应一声站起来	name, to call by name	name	叫出名字	domain-perceive
R	decem	dec/decim/dek	拉丁语 decem（十），序数 decimus（第十）、duodecim（十二，duo＋decem）皆由此出；希腊语 deka（十）同出一个更古的词干，decade 经 dekas（一批十个）入英语。与 decere（相称，派出 decent）、decipere（诱骗，派出 deceive）不同根，勿混	a full count of ten / 数满十这一整批	十根手指全数过一遍，正好一把，再数就得从头起	ten, a set of ten	ten	数满十	domain-perceive
R	linum	lin/line/linea	拉丁语 linum（亚麻），linea（亚麻搓成的细绳、拉直的绳）由此出——木匠绷紧一根亚麻绳往板上一弹，留下笔直一痕，故 linea 兼指线条与行列；古英语 lin（亚麻）多认为是早期借自拉丁语 linum。linum 自身更早词源不明，与希腊语 linon 一同多被判为地中海一带的外来词	a flax cord pulled taut / 一根亚麻绳绷紧后留下的那道直痕	两手把细绳绷紧，往木板上一弹，板面上留下笔直的一道痕	flax, thread, line	flax	拉直的线	domain-shape
R	gaudium	gaud/joy/joi	拉丁语 gaudium（喜悦），动词 gaudere（心里高兴）；复数 gaudia 经古法语 joie 入英语作 joy。与 jocus（玩笑，派出 joke、jewel）是两个不同的拉丁词，古法语里 joie 与 joiel 拼写相近而来源两分，勿混	gladness welling up inside / 心里那股高兴涌上来	消息一听完，嘴角先控制不住，眼睛跟着亮起来	to be glad, gladness	gladness	心头发亮	domain-perceive
R	navis	nav/nau	拉丁语 navis（船），navalis（船的）与 navigare（navis＋agere：驱船而行）由此出；古法语 navie（一国的船队）入英语作 navy	a ship, and the water it crosses / 一条船，以及它要渡过的那片水	木壳吃水一半，桅上挂着旗，一队人立在甲板上，前头只有一片开阔的水	ship, of ships	ship	浮水行远	domain-transfer
W	dress	noun / verb	/dres/	rect	rect（regere 导正、理直）→ 古法语 dresser（把东西摆正、整理停当）→ 把身上的布料理齐 → 穿戴；理齐后的那一整件	古法语 dresser（排列整齐、装备好）← 通俗拉丁语 *directiare ← 拉丁语 directus（理直的），出自 regere（导正）	to put clothes on, or a one-piece outer garment for a woman	站在镜前把袖口捋平，领子翻正，腰上那道褶子一点点抹开	连衣裙/穿衣/装扮	She wore a blue dress to the ceremony.|He dressed quickly and left the house.	put in order on the body – 把身上收拾停当	把布料在身上理齐 → 穿衣这个动作|理齐后穿在身上的那一整件 → 连衣裙|不只理齐还添修饰 → 装扮、打扮	
W	realm	noun	/relm/	rect	rect（regere 统摄、导正）→ 拉丁语 regalis（王的）→ 古法语 reaume → 一个王发号令管得到的那片地；引申为某人说得上话的那一片	古法语 reaume/realme ← 通俗拉丁语 *regalimen ← 拉丁语 regalis（王的），出自 rex（王），与 regere（统摄）同一词干	a kingdom, or an area of activity or interest	地图上一圈墨线围出的地界，线内的赋税都送到同一座城里	王国/领域/范围	The story is set in a distant realm.|That question lies outside the realm of physics.	the ground one ruler covers – 一位君主管得到的那一片	一个王号令所及的那片地 → 王国|把「所及」抽掉具体的地 → 某学科或事务的领域|再抽一层，只留边界这一意思 → 范围	
W	regime	noun	/reɪˈʒiːm/	rect	rect（regere 导正、治理）+ -men（办法、结果）→ 拉丁语 regimen（治理的那一套办法）→ 掌权的那套班子；也指为身体定下的那套规程	法语 régime ← 拉丁语 regimen（统御、掌舵），出自 regere（导正、治理）	a system of government, or a fixed course of treatment or living	墙上贴一张表，几点起床几点吃药几点熄灯，全楼照它走	政权/制度/养生法	The old regime collapsed within a month.|Her doctor put her on a strict regime.	a fixed way of steering things – 定下来的那套管法	掌着国事的那一套人马 → 政权|抽掉「国」只留那套办法 → 制度|把这套办法用到身体上 → 养生法、疗程	
W	region	noun	/ˈriːdʒən/	rect	rect（regere 划直、划界）→ 拉丁语 regionem（划出边界的那一片）→ 地面上圈定的一片；也指身上大致的一块	古法语 region ← 拉丁语 regio（属格 regionis：方向、界内之地），出自 regere（划直、导正）	an area of land, or a part of the body	天气图上用虚线把几个省框在一起，框里同色，框外换色	地区/区域/部位	This region is famous for its wine.|He felt a dull pain in the chest region.	a stretch marked off by a line – 用线圈出来的一片	地面上圈出的一整片 → 地区、区域|同样的圈法用在身体上，界限不必精确 → 部位	
W	register	noun / verb	/ˈredʒɪstə/	gerere	re-（回、逐条）+ gerere（携带、载）→ 拉丁语 regesta（一条条载回来记下的东西）→ 那本册子；作动词是把名字载进册子	古法语 registre ← 中世纪拉丁语 registrum/regesta ← 拉丁语 regerere（re-＋gerere：载回、记入）；与 regere（导正）是两个不同的拉丁词，勿混	to enter a name in an official list, or the list itself	门口一本厚簿，来人签下姓名和时间，笔迹一行接一行往下排	注册/登记/名册	You must register before using the service.|Her name appears in the parish register.	carry it back onto the list – 把它载回册子上记下	把名字载进官册这个动作 → 注册|同一动作偏重「记下」这一面 → 登记|载好的那本册子本身 → 名册	
W	reign	noun / verb	/reɪn/	rect	rect（regere 统摄）→ 拉丁语 regnum（王权、王国）→ 古法语 reigne → 坐在发号令的那个位子上；那段坐着的光景	古法语 reigne ← 拉丁语 regnum（王权），出自 rex（王），与 regere（统摄）同一词干；与同音的 rein（缰绳，出自 tenere 握住）不同源	to rule as king or queen, or the period of such rule	一个人坐在高处，三十年里下面的人都等他先开口	统治/在位期/盛行	Queen Victoria reigned for over sixty years.|Silence reigned in the empty hall.	sit in the seat that gives orders – 坐在发令的那个位子上	坐在那个位子上发号令 → 统治|把「坐着」这段光景单独看 → 在位期|不是人而是一种气氛压住全场 → 盛行、笼罩	
W	royalty	noun	/ˈrɔɪəlti/	rect	rect（regere 统摄）→ 拉丁语 regalis（王的）→ 古法语 roial ＋ -ty（身份、待遇）→ 属于王的那份身份，及按份额抽给他的那笔钱	古法语 roialte ← roial（王的）← 拉丁语 regalis，出自 rex（王），与 regere 同一词干	members of a royal family, or a payment made to an owner for each use	一家人进门从不排队；另外每卖出一本书，账上先划出一小笔送到他们那儿	王室/版税/王权	The hotel once housed European royalty.|She earns royalties from every copy sold.	what belongs to the king – 归于王的那一份	王这一支的人 → 王室|王这个身份自带的权柄 → 王权|王按份额抽走的那笔钱，后归于著作与专利的所有者 → 版税	
W	liable	adjective	/ˈlaɪəbl/	ligare	lig（ligare 绑）+ -able（能…的）→ 被绑在某事上、脱不开的；也指老被那事缠上	盎格鲁法语 liable ← 古法语 lier（捆、系）← 拉丁语 ligare（绑）	legally responsible for something, or likely to do or suffer something	合同末尾那行小字把签名的人和后面所有账目系在一处，抽不出手	有责任的/易于…的	The company is liable for any damage caused.|Old pipes are liable to burst in winter.	tied to what follows – 被后果系住脱不开	被条款绑在某事上 → 负有法律责任的|绑住的不是责任而是倾向，那事总来缠你 → 易于…的	
W	oblige	verb	/əˈblaɪdʒ/	ligare	ob-（朝向、对着）+ lig（ligare 绑）→ 把人朝某事绑住；松一次绳算给人情面	古法语 obligier ← 拉丁语 obligare（ob-＋ligare：绑向），本指以誓约把人系住	to make someone do something, or to do someone a favour	一句允诺出口，绳子就套上了，后面推不掉也躲不开	迫使/使感激/帮忙	The law obliges drivers to wear seat belts.|He obliged us by carrying the boxes upstairs.	bind someone toward a duty – 把人朝一件事上绑住	绑上就脱不开 → 迫使、责成|替人松一次绑，对方欠着这份情 → 使感激|从「欠情」回看施与的一方 → 帮忙、效劳	
W	rally	verb / noun	/ˈræli/	ligare	re-（重新）+ al-（ad- 朝）+ li（ligare 绑）→ 法语 rallier（把散开的重新绑回一处）→ 重新聚拢；聚拢起来的那一场	法语 rallier ← 古法语 ralier（re-＋alier：结盟）← 拉丁语 alligare（ad-＋ligare：绑到一处）	to come together again for a common purpose, or a mass meeting	队伍被打散后，一声号响，四散的人又往同一面旗底下拢过来	集合/重整/群众集会	The captain rallied his men before the second half.|Thousands attended the rally in the square.	tie the scattered back together – 把散开的重新系回一处	散了的人重新系回一处 → 集合、召集|系回来之后力气也跟着回来 → 重整、恢复|系在一处的那一场 → 群众集会	
