W	swift	noun	/ˈswift/			英语词条 swift，现代词义按整体记	a thing or action related to swift	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	swift	The swift changed the situation.|Researchers discussed the swift carefully.	a clear scene connected with swift – 与该词相连的清晰场景	swift：从核心场景引出的常用义		
W	swim	noun	/ˈswim/			英语词条 swim，现代词义按整体记	a thing or action related to swim	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	swim	The swim changed the situation.|Researchers discussed the swim carefully.	a clear scene connected with swim – 与该词相连的清晰场景	swim：从核心场景引出的常用义		
W	swing	noun	/ˈswing/			英语词条 swing，现代词义按整体记	a thing or action related to swing	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	swing	The swing changed the situation.|Researchers discussed the swing carefully.	a clear scene connected with swing – 与该词相连的清晰场景	swing：从核心场景引出的常用义		
W	switch	noun	/ˈswitch/			英语词条 switch，现代词义按整体记	a thing or action related to switch	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	switch	The switch changed the situation.|Researchers discussed the switch carefully.	a clear scene connected with switch – 与该词相连的清晰场景	switch：从核心场景引出的常用义		
W	sword	noun	/ˈsword/			英语词条 sword，现代词义按整体记	a thing or action related to sword	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	sword	The sword changed the situation.|Researchers discussed the sword carefully.	a clear scene connected with sword – 与该词相连的清晰场景	sword：从核心场景引出的常用义		
W	symbol	noun	/ˈsymbol/			英语词条 symbol，现代词义按整体记	a thing or action related to symbol	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	symbol	The symbol changed the situation.|Researchers discussed the symbol carefully.	a clear scene connected with symbol – 与该词相连的清晰场景	symbol：从核心场景引出的常用义		
W	symposium	noun	/ˈsymposium/			英语词条 symposium，现代词义按整体记	a thing or action related to symposium	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	symposium	The symposium changed the situation.|Researchers discussed the symposium carefully.	a clear scene connected with symposium – 与该词相连的清晰场景	symposium：从核心场景引出的常用义		
W	symptom	noun	/ˈsymptom/			英语词条 symptom，现代词义按整体记	a thing or action related to symptom	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	symptom	The symptom changed the situation.|Researchers discussed the symptom carefully.	a clear scene connected with symptom – 与该词相连的清晰场景	symptom：从核心场景引出的常用义		
W	syndrome	noun	/ˈsyndrome/			英语词条 syndrome，现代词义按整体记	a thing or action related to syndrome	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	syndrome	The syndrome changed the situation.|Researchers discussed the syndrome carefully.	a clear scene connected with syndrome – 与该词相连的清晰场景	syndrome：从核心场景引出的常用义		
W	system	noun	/ˈsystem/			英语词条 system，现代词义按整体记	a thing or action related to system	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	system	The system changed the situation.|Researchers discussed the system carefully.	a clear scene connected with system – 与该词相连的清晰场景	system：从核心场景引出的常用义		
W	systematic	noun	/ˈsystematic/			英语词条 systematic，现代词义按整体记	a thing or action related to systematic	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	systematic	The systematic changed the situation.|Researchers discussed the systematic carefully.	a clear scene connected with systematic – 与该词相连的清晰场景	systematic：从核心场景引出的常用义		
