unload	由 un-（反向）＋ load（装载）构成；load 一支 ← 古英语 lād（载运、路）← 原始日耳曼语 *laidō	to take goods off a vehicle	卸货/卸下/倒出	They unloaded the van in ten minutes.|He unloaded his worries onto a friend.	taking off what was put on – 把装上去的东西再取下来	卸货：把货物从车船上搬下|卸下：把负载或负担去掉|倒出：把心里的话一并说给人听			
until	中古英语 until，或为 unto 的北部变体；由 un-（朝、至）＋ till（到）构成，till 反倒是它的词根而非缩写	up to the time that something happens	直到/在…之前	Wait until the light turns green.|The shop is closed until Monday.	marking where a stretch of time stops – 标出一段时间到哪儿为止	直到：一直持续到那一刻|在…之前：从反面说同一条界		/ənˈtɪl/	
unusual	由 un-（不）＋ usual（通常的）构成；usual 一支 ← 古法语 usuel ← 拉丁语 usualis ← usus（惯用）	not what normally happens or is seen	不寻常的/罕见的	It is unusual for him to be late.|The coin has an unusual shape.	standing outside what one is used to – 落在人所习惯的范围之外	不寻常的：与平常情况不同|罕见的：出现的次数极少			
up	中古英语 up ← 古英语 upp ← 原始日耳曼语 *upp（上）	toward or in a higher position	向上/起来/往高处	The balloon drifted up over the roof.|Stand up when he comes in.	in the direction away from the ground – 朝离开地面的那个方向	向上：动作朝高处进行|起来：由卧或坐转为立|往高处：位置移到更高的地方			
voice	中古英语 voice ← 盎格鲁诺曼语 voiz／古法语 vois ← 拉丁语 vocem（vox「声音」的宾格）；取代了古英语 stefn	the sound a person makes when speaking or singing	嗓音/说出/发言权	She has a low, clear voice.|Workers voiced their concerns at the meeting.	the sound a person's own throat produces – 人自己喉间发出的那种声音	嗓音：某人说话唱歌的音色|说出：把想法用声音表达出来|发言权：能把意见说出来的那份资格			noun / verb
void	中古英语 voide ← 古法语 vuit／voide ← 通俗拉丁语 *vocitum ← 拉丁语 vacuus（空的）	empty, or having no legal force	空的/无效的/虚空	The contract is now void.|He stared into the void beyond the cliff.	having nothing in it, so it counts for nothing – 里面什么也没有，因而也不算数	空的：内里没有东西|无效的：法律上不成立，等于没有|虚空：什么都没有的那一片			adjective / noun
volcano	借自意大利语 vulcano ← 地名 Vulcano（第勒尼安海上的火山小岛）← 拉丁语 Vulcanus（罗马火神）	a mountain with an opening through which hot rock is thrown out	火山	The volcano erupted without warning.|Ash from the volcano closed the airport.	a mountain with a vent that throws out molten rock – 山上有口，从里面喷出熔岩的那种山				
volleyball	由 volley（凌空击球）＋ ball（球）构成；1895 年创制时原名 Mintonette，1896 年因其凌空对击的打法改称 volley ball	a game in which two teams hit a ball over a high net with their hands	排球	They play volleyball on the beach.|She joined the school volleyball team.	a game of striking a ball over a net before it lands – 趁球未落地就把它击过网的比赛				
volt	以意大利物理学家 Alessandro Volta 之名命名；他是现代电池的发明者	the unit used to measure electrical force	伏特/伏	The battery supplies twelve volts.|A shock of several thousand volts is fatal.	the unit that measures how hard electricity is pushed – 计量电被推得多用力的那个单位	伏特：这个单位的全称|伏：日常与标注中的简称			
voltage	由 volt ＋ -age 构成；volt 一支出自意大利物理学家 Alessandro Volta 之名	the amount of electrical force in a circuit, measured in volts	电压	Check the voltage before plugging it in.|High voltage can arc across a gap.	how much electrical push there is between two points – 两点之间电被推的力度有多大				
voluntary	中古英语 voluntarie ← 古法语 volontaire ← 拉丁语 voluntarius（出于自愿的）← voluntas（意愿）← volo（愿、要）；取代了古英语 selfwille	done by choice, not because one is made to	自愿的/志愿的	Attendance at the meeting is entirely voluntary.|She does voluntary work at the clinic.	done because one chose to, with no compulsion – 出于自己选择，没人强迫	自愿的：本人愿意才做|志愿的：不取报酬、主动去做的那种		/ˈvɒləntri/	
volunteer	借自中古法语 voluntaire ← 拉丁语 voluntarius（自愿的）；或由英语 voluntary ＋ -eer 构成	a person who offers to do something without being paid	志愿者/自愿参加	Volunteers cleared the riverbank last weekend.|He volunteered to drive them home.	one who steps forward without being asked or paid – 没人叫、也不要钱就站出来的人	志愿者：主动无偿做事的那个人|自愿参加：主动报名去做这个动作			noun / verb
vote	源自拉丁语 votum（誓愿、许愿）← voveō（立誓）← 原始印欧语 *h₁wegʷʰ-（许诺、立誓）；与 vow 同源	a formal choice made in an election or decision	选票/表决/投票权	Each member has one vote.|They voted to delay the decision.	the single formal choice each person is allowed – 每人被允许表达的那一份正式选择	选票：投出去的那张纸或那一份|表决：以计票方式作决定|投票权：有资格投出那一份的权利			noun / verb
vowel	中古英语 vowel ← 古法语 vouel ← 拉丁语 vocalis（发声的）← vox（声音）；是希腊语 phoneen 的意译借词	a speech sound made with the mouth open and air flowing freely	元音/母音	English has more vowel sounds than letters.|Stress falls on the second vowel.	a sound made with the breath passing out unblocked – 气流不受阻挡地出去所成的音	元音：语音学上的正式称法|母音：另一种译法，义同			
voyage	中古英语 viage ← 盎格鲁诺曼语 viage／古法语 voiage ← 拉丁语 viaticum（旅费、行装）← via（路）；今拼写受现代法语 voyage 影响	a long journey by sea or in space	航行/远航	The voyage took eleven weeks.|They set out on a voyage to the Arctic.	a long journey across water or space – 越过海面或太空的一趟长途	航行：船或航天器的行进|远航：路程特别长的那种航行			
