sob	中古英语 sobben，或出中古低地德语 sabben（流涎）	to cry with short catches of breath	抽泣/呜咽	She sobbed quietly into her sleeve.|A sob broke the long silence.	crying that catches the breath in bursts – 哭时气息一顿一顿地断开	抽泣：一抽一抽地低声哭|呜咽：低而断续的哭声			verb / noun
sober	中古英语 sober ← 古法语 sobre ← 拉丁语 sōbrius，由 se-（无）＋ ebrius（醉）构成	not affected by alcohol, or serious in manner	未醉的/冷静的	He stayed sober all evening.|She gave a sober assessment of the risk.	without drink and therefore steady – 不带酒意因而稳得住	未醉的：没有受酒影响|冷静的：不激动而能持平判断			
soccer	英式英语，为 association football 的缩略——assoc. 加牛津式后缀 -er 而成，1888 年见于记载	a game played by two teams kicking a round ball	足球运动	They play soccer every Sunday morning.|Soccer draws the largest crowds here.	the kicking game played under association rules – 按协会规则踢的那种球赛				
sock	古英语 socc（轻便鞋），由日耳曼语支借自拉丁语 soccus ← 希腊语 sykchos（一种鞋）	a knitted covering for the foot worn inside a shoe	短袜/袜子	He pulled on a pair of wool socks.|One sock had a hole in it.	the soft covering drawn over the foot – 套在脚上的软质织物	短袜：长度到踝或小腿的袜|袜子：泛指套在脚上的织物			
soda	借自意大利语 soda	a fizzy drink, or a sodium compound used in cleaning	苏打水/苏打	She ordered a glass of soda.|Add baking soda to the mixture.	the bubbling water and the salt that makes it – 起泡的水以及产生它的那种碱盐	苏打水：含气泡的饮料|苏打：碳酸钠一类的化合物			
sofa	借自法语 sofa，更早出阿拉伯语 ṣuffa（铺了毯垫的石砌长座）	a long soft seat for two or more people	沙发	They sat together on the old sofa.|The sofa takes up half the room.	a long cushioned seat for several people – 供数人同坐的加垫长座				
soft	古英语 sōfte（原作 sēfte）← 原始西日耳曼语 *samftī（平、缓、柔）← 原始印欧语 *sem-（一、整）	yielding easily to pressure, or gentle	柔软的/轻柔的	The cushion feels very soft.|She spoke in a soft voice.	giving way easily instead of resisting – 受压就让、不硬抗	柔软的：一按就凹不坚硬|轻柔的：力度或声音都很轻			
software	由 soft ＋ -ware 构成，与 hardware 相对，1958 年由 John Tukey 造出	the programs that tell a computer what to do	软件	The software updates itself each night.|They wrote the software in six months.	the instructions as against the machine itself – 相对机器本身而言的那套指令				
soil	中古英语 soile，部分出盎格鲁诺曼语 soyl ← 拉丁语 solium（座）被误认作 solum（地面）；部分出古英语 sol（泥）	the top layer of earth in which plants grow	土壤/耕土	Rich soil covers the valley floor.|Test the soil before planting.	the layer of ground that plants root in – 供植物扎根的那层地面	土壤：地表可供耕种的一层|耕土：经耕作的表层土			
soldier	中古英语 soudeour ← 古法语 soudier（雇兵）← 中世纪拉丁语 soldarius，源自晚期拉丁语 solidus（一种钱币）——即受饷者	a member of an army	军人/战士	The soldier saluted and stepped back.|Two soldiers guarded the gate.	one who serves for pay in an army – 领饷从军的人	军人：在军队服役的人|战士：参加战斗的成员			
solemn	中古英语 solempne ← 古法语 solempne ← 晚期拉丁语 sōlempnis（拉丁语 sollemnis 的变体，庄严的、每年举行的）	formal and serious in manner	庄严的/郑重的	The ceremony was slow and solemn.|He made a solemn promise that day.	carried out with formal gravity – 以正式而庄重的方式进行	庄严的：场面肃穆令人敬重|郑重的：态度认真不轻率			
somebody	中古英语 sum body，由 some ＋ body 复合而成	a person whose identity is not stated	某人	Somebody left a note on the door.|Ask somebody who knows the way.	a person taken as unspecified – 不指明是谁的那个人				
someone	中古英语 sum on，由 some ＋ one 复合而成	one person, not named or not known	有人/某个人	Someone called while you were out.|I need someone to help here.	one person among many, left unnamed – 众人之中未点名的一个	有人：存在某个人做了某事|某个人：指某一位而不明说是谁			
