W	anticipate	verb	/ænˈtɪsɪpeɪt/	cep	anti-（ante- 在前）+ cip（capere 拿）→ 提前把它拿到手	拉丁语 anticipare（先取），过去分词 anticipatus ← ante-（在前）+ capere（拿住）	to expect something and get ready for it before it happens	客人还没到，桌上的碗筷已经摆好了	预料/预期/提前应对	We anticipate a rise in prices next year.|She anticipated my question and answered first.	taking hold of it before it arrives – 在它到来之前先拿到手	预料：事情还没来，心里先把它拿住|预期：把先拿住的那件事当成会来的来算|提前应对：既已先拿到手，就先动手安排	anti-（在前）+ cip（拿）→ 先一步把它拿到手	
W	capacity	noun	/kəˈpæsəti/	cep	cap（capere 容纳、拿）+ -acity（能…的性质）→ 装得下多少的那个量	拉丁语 capacitas ← capax（装得下的）← capere（拿住、容纳）	the amount something can hold, or the ability to do something	量杯上刻着一道线，水到那道线就不能再加了	容量/能力/生产力	The tank has a capacity of forty litres.|She has a great capacity for hard work.	how much it can hold – 它能装下多少	容量：容器装得下的那个量|能力：一个人装得下多少事，即办得成多少|生产力：一处厂房在一段时间里装得下多少产出	cap（容纳）+ -acity → 装得下多少的那个量	
W	audience	noun	/ˈɔːdiəns/	audire	audi（audire 听）+ -ence（名词）→ 在场听的那一群人	拉丁语 audientia（倾听）← audire（听）	the people who listen to or watch something	台下几百张脸都朝着一个方向，灯一暗就没人说话了	听众/观众/读者群	The audience clapped for a full minute.|This magazine has a young audience.	the gathered listeners – 聚在一处接收的那些人	听众：来听的那一群|观众：同一群人，改成看|读者群：不在场，但同样是接收的那一群	audi（听）+ -ence → 聚在一处接收的那一群人	
W	audit	noun / verb	/ˈɔːdɪt/	audire	audi（audire 听）+ -t（过去分词）→ 当众念账、一条条听过 → 核查账目	拉丁语 auditus（一场听审）← audire（听）；旧时核账要把账目当众念出来	an official examination of accounts; to carry out such an examination	账本摊开，一条条念出来，桌那头的人拿笔逐条对	审计/查账/旁听	The company failed its annual audit.|He audits the course without taking exams.	accounts read aloud and checked line by line – 账目一条条念出来听过	审计：把账目一条条过一遍这件事|查账：具体逐条核对的那个动作|旁听：只坐着听，不算成绩	audi（听）+ -t → 当众念出、一条条听过并核对	
W	auditorium	noun	/ˌɔːdɪˈtɔːriəm/	audire	audit（audire 听）+ -orium（场所）→ 专为听而造的那个场所	拉丁语 auditorium（听讲之所）← audire（听）	the part of a building where people sit to listen or watch	一排排座位顺着坡往上升，最后一排也听得清台上的话	礼堂/观众席	The auditorium seats eight hundred people.|We waited in the auditorium until seven.	the room built for listening – 专为听而造的那间屋子	礼堂：整座为听讲而造的屋子|观众席：屋里坐着听的那一片座位	audit（听）+ -orium（场所）→ 为听而造的那处地方	
W	case	noun	/keɪs/	cadere	cas（cadere 落）→ 落到眼前的那一桩事	古法语 cas ← 拉丁语 casus（落下来的事）← cadere（落下）；表箱盒的 case 出自 capsa，与此不同源	a particular situation or instance, also a matter dealt with by a court	门诊记录一页一页翻过，这一页写的是这一个人的经过	情况/事例/案件	In that case we should leave early.|The police closed the case last week.	what has fallen out in this instance – 落到眼前的这一桩	情况：事情落成的那个样子|事例：单独拿出来看的那一桩|案件：落到法庭上的那一桩	cas（落）→ 落到眼前、要单独处理的这一桩	in case sth happens —— 万一发生某事，用来作预防|in any case —— 无论如何，转折后收束|in the case of sth —— 就某事而言，限定范围
W	casual	adjective	/ˈkæʒuəl/	cadere	cas（cadere 落）+ -al → 碰巧落下来的 → 偶然的，进而不当正事对待的	中古英语 casuel ← 古法语 casuel ← 晚期拉丁语 casualis（碰巧的）← casus ← cadere（落下）	not planned or formal; relaxed in manner or dress	他穿着家里那件旧毛衣就来了，谁也没打领带	随意的/偶然的/临时的	He wore casual clothes to the office.|It was only a casual remark.	however it happens to fall – 碰巧落成什么样就什么样	偶然的：碰巧落下来、没安排过的|随意的：不当正事对待，怎么方便怎么来|临时的：只这一回落到手上，不算长期	cas（落）+ -al → 碰巧落成的样子，不刻意	
W	difficult	adjective	/ˈdɪfɪkəlt/	fac	dif-（dis- 不）+ ficult（facilis 易做的 ← facere 做）→ 不容易做成的	拉丁语 difficilis：dis-（不）+ facilis（易做的）← facere（做）；英语 difficult 由 difficulty 反推而成	not easy to do, understand, or deal with	螺丝拧到一半就不动了，换了三把扳手还是转不过去	困难的/难对付的	This question is difficult for beginners.|He can be difficult to please.	not easy to get done – 做不成、推不动	困难的：事情做不成、推不动|难对付的：人也一样推不动，不好伺候	dif-（不）+ ficult（易做）→ 不易做成	
W	difficulty	noun	/ˈdɪfɪkəlti/	fac	dif-（不）+ ficul（facilis 易做 ← facere 做）+ -ty（名词）→ 做不成这件事本身	拉丁语 difficultas ← difficilis：dis-（不）+ facilis（易做的）← facere（做）	the state of being hard to do, or a problem that makes something hard	路上横着一块石头，车过不去，人围着它想办法	困难/难题/困境	She solved the problem without difficulty.|They ran into serious financial difficulties.	the thing that makes it not easy to do – 使事情做不成的那一处	困难：做不成这件事的状态|难题：具体挡在那里的那一件|困境：一时出不来的处境	dif-（不）+ ficul（易做）+ -ty → 做不成的状态，或挡路的那一件	
W	course	noun	/kɔːs/	curr	cours（currere 跑）→ 一路跑过去画出的那条线	古法语 cors ← 拉丁语 cursus（跑动、路程）← currere（跑）	a route or direction; a series of lessons; the way something develops	河道在地图上拐了个大弯，水只能顺着这条线走	路线/过程/课程	The river changed its course after the flood.|She signed up for a summer course.	the line something runs along – 一路跑下来的那条线	路线：跑过去所走的那条线|过程：事情顺着时间跑过的那一段|课程：一门课按次序排下来的那一串	cours（跑）→ 一路跑下来画出的那条线	of course —— 当然，认作理所当然|in the course of sth —— 在某事进行的过程中|a course in sth —— 某科目的课
