crop	noun / verb	/krɒp/	古英语 cropp（穗子、鸟的嗉囊、隆起的团块）← 原始日耳曼语 *kruppaz	the plants grown in a field for food, or to cut something short	一片齐腰高的黄穗子被镰刀一路放倒，捆成把堆在田头	庄稼/收成/剪短	The farmers harvested the wheat crop early.|She cropped her hair very short.	the top growth taken off in one go – 顶上长出来的那截，一次齐齐取下	庄稼：地里长起来、等着一齐割走的那批东西|收成：一季割下来堆在场上的总量|剪短：像割穗那样贴着根去掉一截
crowd	noun / verb	/kraʊd/	古英语 crūdan（推、挤）← 原始日耳曼语 *krūdan	a large number of people gathered close together	站台上人贴着人，胳膊都抬不起来，脚只能跟着往前挪半步	人群/一群人/挤满	A huge crowd waited outside the stadium.|Shoppers crowded into the narrow street.	bodies pressed close with no room left – 身子挨着身子，中间没了空隙	人群/一群人：许多人凑到一块，彼此挨着|挤满：人多到把空处全填上，转身都难
crown	noun / verb	/kraʊn/	古法语 corone ← 拉丁语 corona（花环、环形头饰）	a circular gold ornament worn on the head by a monarch	一圈打好的金环嵌着彩石，扣在头顶，走路时不敢低头	王冠/王权/顶部/加冕	The queen wore a jewelled crown.|Snow covered the crown of the hill.	a ring set on the very top – 一个圈，套在最高处	王冠：套在头顶那个亮圈|王权：戴上它的人手里那份说话的分量|顶部：一件东西最上面那一圈|加冕：把那个圈正式扣到某人头上
crude	adjective	/kruːd/	拉丁语 crudus（生的、未熟的、带血的）	in a raw state, or rough and unskilful	从地里抽上来的黑稠液体，还带着沙和水，没进过任何管子	天然的/粗糙的/粗鲁的	The tanker carried crude oil.|He made a crude wooden bench.	still as it came, nothing done to it – 还是出来时的样子，没经过手	天然的：刚取出来，一道工序都没走|粗糙的：只粗粗弄成个形，边角没修|粗鲁的：说话像没打磨的东西，扎人
cruel	adjective	/ˈkruːəl/	古法语 cruel ← 拉丁语 crudelis ← crudus（生的、带血的）	willing to cause pain to others without pity	那人把猫按进水盆，听见叫声还笑了一下	残忍的/残酷的	It was cruel to leave the dog outside.|He made a cruel joke about her.	hurting on purpose and not stopping – 故意让人疼，还不松手	残忍的：下手时看着对方疼却继续|残酷的：事情本身就叫人受不住
crush	verb / noun	/krʌʃ/	古法语 croissir（碾碎、咬碎），可能出自日耳曼语拟声词，确切来源不明	to press something so hard that it breaks or loses shape	一只空罐头被鞋底踩下去，铁皮塌成一张薄饼，汁水从缝里挤出来	压碎/碾碎/压垮	He crushed the can with his foot.|The news crushed all her hopes.	force from above until the shape gives way – 从上头压下去，形状顶不住就塌	压碎/碾碎：外力把东西挤到散开|压垮：人心里那点支撑被压没了
crust	noun	/krʌst/	古法语 crouste ← 拉丁语 crusta（结硬的表层）	the hard outer layer of bread or of the earth	面包烤过头的那层焦褐面子，刀压下去咯咯响，掉一桌碎屑	外壳/硬皮/地壳	She cut the crust off the bread.|Earthquakes happen deep in the crust.	the hardened skin formed on the outside – 表面结硬的那一层	外壳/硬皮：外面烤硬或干硬的那一层|地壳：地球外面那层硬的岩石
cry	verb / noun	/kraɪ/	古法语 crier ← 拉丁语 quiritare（大声呼救）	to shed tears, or to shout out loudly	孩子仰着脸，眼睛红着，水一道道往下淌，嗓子里还带着抽气声	哭/喊叫/呼喊	The baby cried all night long.|He cried out for help.	sound forced out of the throat under strain – 憋不住时从嗓子里冲出来的声音	哭：眼里出水，嗓子跟着抽|喊叫/呼喊：把声音一下子送得很远
cube	noun	/kjuːb/	拉丁语 cubus ← 希腊语 kybos（骰子）	a solid shape with six equal square sides	从冰格里抠出一小块，六个面一样大，边是直的，捏在手里滑	立方体/立方/小方块	He dropped two ice cubes in his glass.|The volume of the cube is small.	six equal flat faces closing a solid – 六个一样的平面围出一个块	立方体/小方块：六面一般大的那种块|立方：一个数自乘三回，正好量这种块的体积
cucumber	noun	/ˈkjuːkʌmbə/	古法语 cocombre ← 拉丁语 cucumis（葫芦科的瓜）	a long green vegetable eaten raw in salads	一根深绿的长条，表面带小刺疙瘩，切开一圈浅色水汁，咬着脆凉	黄瓜/胡瓜	She sliced a cucumber into the salad.|These cucumbers taste cool and fresh.	a long watery green fruit eaten as a vegetable – 一根多水的绿长条，当菜吃	黄瓜：藤上结的那种带刺长条瓜|胡瓜：同一种瓜的旧称，说的是它从西边传来
