task	中古英语 taske（差事、赋税）← 诺曼法语 tasque ← 中世纪拉丁语 tasca，为 taxa 的变体 ← 拉丁语 taxō（估定、课征）；与 tax 同源	a piece of work that has to be done	任务/活儿/差事	Each child was given a simple task.|The task took longer than expected.	a piece of work assigned and expected to be finished – 派下来、须做完的一份活	任务：交下来要完成的那件事|活儿：具体动手做的那一份|差事：受派去办的事，多带受命的意味			
taste	中古英语 tasten ← 古法语 taster（尝、触）← 通俗拉丁语 *tastare ← 拉丁语 taxāre（触碰）← tangere（触）	the sensation a food or drink gives in the mouth	味道/品味/尝	The soup has a smoky taste.|She has good taste in music.	what the tongue reports about a thing – 舌头对一件东西给出的判断	味道：入口后舌头感到的那种性质|品味：把这种辨别力用到审美上|尝：把东西放进口中试其味这个动作			noun / verb
tax	中古英语 taxe ← 中古法语 taxe ← 中世纪拉丁语 taxa ← 拉丁语 taxō（估定、课征）；取代了古英语 gafol	money that people must pay to the government	税/税款/征税	Income tax rose by two percent.|They tax imported cars heavily.	a sum the state takes as a set share – 官府按定额抽走的那一份钱	税：这种强制征收的款项|税款：具体缴出的那笔钱|征税：官府抽取这笔钱这个动作			noun / verb
taxi	截自 taximeter cab（装计程表的出租马车）；taximeter ← 法语 taximètre ← 德语 Taxameter，由中世纪拉丁语 taxa（费额）造出	a car with a driver that you pay to take you somewhere	出租车/滑行	We took a taxi from the station.|The plane taxied to the far end of the runway.	a car hired by the trip, with the fare counted as you go – 按趟雇的车，路上边走边计费	出租车：可雇用载客的那种车|滑行：飞机在地面慢慢挪动，像出租车在场内绕，故借此词			
tea	1655 年前后始见于英语，借自荷兰语 thee ← 闽南语「茶」(tê)，荷兰东印度公司自厦门贩茶，故取此音	a hot drink made by pouring boiling water on dried leaves	茶/茶叶/茶水	She poured me a cup of tea.|Green tea is grown on these hills.	a drink made by steeping dried leaves in hot water – 干叶在热水里泡出来的饮品	茶：这种饮品的通称|茶叶：泡它所用的干叶|茶水：泡好后杯中的那份液体			
teach	中古英语 techen ← 古英语 tǣċan（指示、教导）← 原始日耳曼语 *taikijaną（指示）← 原始印欧语 *deyḱ-（指出）	to help someone learn something by explaining or showing it	教/教授/使懂得	She teaches history at the local school.|He taught me how to sharpen a knife.	showing someone how, until they can do it themselves – 把怎么做指给人看，直到他自己会	教：把知识或本事传给人|教授：在学校里成课地讲|使懂得：经历或事实让人明白了某个道理			
teacher	中古英语 techere，即 teach ＋ 施事后缀 -er；teach 一支 ← 古英语 tǣċan（指示、教导）	a person whose job is to help others learn	老师/教员	Our maths teacher explained it twice.|She trained as a primary teacher.	the one whose work is showing others how – 以指点他人为业的那个人	老师：日常称呼，泛指教人的人|教员：偏书面，指以教学为职务的人			
team	中古英语 tem ← 古英语 tēam（一组挽畜、子嗣）← 原始日耳曼语 *taumaz（牵引之物）← 原始印欧语 *dewk-（牵、拉）	a group of people who work or play together	队/团队/小组	Our team won the final by one goal.|She leads a team of six engineers.	several pulling together as one – 几个一起使力，算作一个	队：比赛或作业中的那一组人|团队：偏重共事协作的那批人|小组：人数少、任务专的那一组			
tear	中古英语 teren ← 古英语 teran（撕、裂）← 原始日耳曼语 *teraną（撕开）← 原始印欧语 *der-（撕裂）	to pull something apart so that it comes into pieces	扯破/撕裂/眼泪	He tore the letter into small pieces.|There is a tear in the sleeve.	pulling until the material gives way and parts – 一直拉，直到那层料让开、分成两边	扯破：用力拉使之破开|撕裂：拉开后分成两半这个结果|眼泪：另一支同形异源的词，读音也不同		/teə/	
tease	中古英语 tesen ← 古英语 tǣsan（梳理、撕开羊毛）← 原始西日耳曼语 *taisijan（分开、撕扯）	to make fun of someone in a playful or annoying way	逗弄/戏弄/取笑	His brothers teased him about his new haircut.|Stop teasing the cat with that string.	picking at someone lightly, again and again – 一下一下地撩，不重但不停	逗弄：轻撩对方取乐|戏弄：撩得对方难受些|取笑：拿对方的短处说笑			
