R	merx	merc/market/merch	拉丁语 merx（属格 mercis：货物）；mercari 是「做买卖」，merces 是「报酬、恩惠」——同一批货，看的是它换来什么	goods put out to be exchanged / 摆出来供交换的那批东西	布摊在地上，货一样样码开，等着有人过来问价	merchandise, goods	goods	待换之货	domain-transfer
W	market	noun	/ˈmɑːkɪt/	merx	merx（货）→ mercatus（交易、集市）→ 摆货交换的那个场	古北法语 market ← 拉丁语 mercatus（买卖、集市）← mercari ← merx（货）	a place where goods are bought and sold; demand for something	一早地上就摊满了，人挨着货走，边看边问	市场/集市/行情	She sells eggs at the market.|There is no market for that.	the ground where sellers lay out and buyers walk through – 卖的人摆开、买的人穿行的那片地	市场/集市：摆货交换的那片场地|行情：某样货在那片场上换得动多少	merx（货）→ mercatus（集市）→ 摆货交换的场
W	merchant	noun	/ˈmɜːtʃənt/	merx	merx（货）→ mercatans（做买卖的）→ 靠贩货为业的人	古法语 marchant ← 通俗拉丁语 mercatans ← mercari（买卖）← merx（货）	a person who buys and sells goods, especially in large amounts	他自己不做也不种，一船拉进来，一船运出去	商人/批发商	The merchant traded in silk.|Wool merchants grew rich here.	the one who owns neither field nor workshop, only the goods in transit – 既不种地也不开工坊，手里只有在途那批货的人	商人/批发商：靠买进卖出货物为业的人	merx（货）→ mercatans → 靠贩货为业的人
W	commerce	noun	/ˈkɒmɜːs/	merx	com-（一起）+ merce（货）→ 众人拿货互换 → 商业	法语 commerce ← 拉丁语 commercium（贸易）← com＋merx（货）	the buying and selling of goods on a large scale	船进港、车出城，货一批批换了主人又往前走	商业/贸易	Commerce between the two grew.|The port thrives on commerce.	goods moving between many hands, not just two – 货在许多手之间流转，不止两方对换	商业/贸易：众人拿货互换、货在多手间流转	com-（一起）+ merce（货）→ 众人拿货互换
W	mercy	noun	/ˈmɜːsi/	merx	merces（报酬、恩惠）← merx（货）→ 不索价而给的那份 → 宽恕	古法语 merci ← 拉丁语 merces（报酬、恩惠）← merx（货）；由「该收的价」转指「不收价而施的恩」	kindness shown in not punishing someone as much as one could	账本上写着数目，那人把本子合上，说不必了	仁慈/宽恕/怜悯	The judge showed mercy.|They begged for mercy.	the payment owed but not collected – 该收的那笔，收方却不要了	仁慈/宽恕/怜悯：该收的那笔不收了，即不索价而施的恩	merces（报酬）← merx（货）→ 该收却不收的那份
R	maritus	marit/marri/mari	拉丁语 maritus（有配偶的、丈夫），maritare 表「使成配偶」；经古法语 marier 入英语	two joined into one household by vow / 一纸约把两人并成一户	两个名字并排写在同一张纸上，底下按了两个手印	husband, wedded	wedded	结为一户	domain-hold
W	marry	verb	/ˈmæri/	maritus	maritare（使成配偶）→ 把两人并成一户	古法语 marier ← 拉丁语 maritare（嫁娶）← maritus（配偶）	to become the husband or wife of someone	他们在那张纸上依次签了名，回身时已是一户	结婚/娶/嫁	They married last autumn.|She married her old classmate.	the moment two names go onto one paper – 两个名字落到同一张纸上那一刻	结婚/娶/嫁：把两人并成一户这个动作	maritare（使成配偶）→ 把两人并成一户
W	marriage	noun	/ˈmærɪdʒ/	maritus	marry（结婚）+ -age → 结成一户这件事，及此后那个关系	古法语 mariage ← 通俗拉丁语 maritaticum ← maritus（配偶）	the legal union of two people; the state of being married	那张纸收进抽屉，往后几十年都按它上面的算	婚姻/结婚/结合	Their marriage lasted forty years.|The marriage took place in June.	the arrangement that holds after the paper is signed – 纸签完之后一直立着的那层关系	婚姻：纸签完后一直立着的那层关系|结婚：签那张纸的那一场|结合：两者并成一体，泛用	marry（结婚）+ -age → 结成一户这件事及其关系
W	married	adjective	/ˈmærid/	maritus	marry（结婚）+ -ed → 已经并成一户的	英语 married，来自 marry ← 拉丁语 maritare ← maritus	having a husband or wife	他左手无名指上有一圈没晒到的白痕	已婚的	They have been married ten years.|She is married to a doctor.	the state of already being on that one paper – 名字已经在那张纸上的状态	已婚的：名字已经在那张纸上的状态	marry（结婚）+ -ed → 已经并成一户的
W	marital	adjective	/ˈmærɪtl/	maritus	marit（配偶）+ -al（…的）→ 与婚姻有关的	拉丁语 maritalis（属于配偶的）← maritus（配偶）	relating to marriage or to being married	表格上有一栏专问这一项，只能填其中一个选项	婚姻的/夫妻的	They discussed marital problems.|Please state your marital status.	belonging to what that one paper set up – 属于那张纸所立起来的那层关系	婚姻的/夫妻的：属于那纸所立起的那层关系	marit（配偶）+ -al → 与婚姻有关的
R	medius	medi/mean/med	拉丁语 medius（居中的）；medianus 经古法语 moien 派出 mean 一支，medialia（挂在中间的饰片）派出 medal	the point standing between two ends / 站在两头之间的那一点	一根杆两头各压一物，手指在中间那点托住，杆不偏不倒	middle, midway	middle	两头之间	domain-shape
