puzzle	动词义最早见于 16 世纪，来源不明；与中古低地德语 pusseln（摆弄、瞎忙）一类词或属同源	a game or question that needs thought to solve, or to confuse someone	谜题/使困惑	The puzzle took her all evening.|His answer puzzled the whole class.	something that holds the mind up until solved – 想不通就卡在那儿的东西	谜题：需要动脑才解得开的题|使困惑：让人一时想不明白			noun / verb
pyramid	法语 pyramide ← 古法语 piramide ← 拉丁语 pyramis ← 希腊语 pyramis；更早或出埃及语 pr-m-ws（塔之高）	a solid shape with a square base and four triangular sides	金字塔/棱锥	They climbed the great pyramid at dawn.|Draw a pyramid with a square base.	a stack narrowing to a single point – 层层收窄到一个顶点的堆体	金字塔：埃及那类巨型石构|棱锥：底为多边形、侧面收于一点的几何体			
quantify	中世纪拉丁语 quantifico（定量），由逻辑学家 William Hamilton 引入英语	to measure or express something as an amount	量化	It is hard to quantify the damage.|Researchers quantified the loss in tonnes.	putting a how-much on something – 给某物定出一个多少				
quantitative	晚期拉丁语 quantitātīvus，由 quantity ＋ -ative 构成	relating to amounts that can be measured	数量的/定量的	The study used quantitative methods only.|They need quantitative data before deciding.	to do with how much rather than what kind – 关乎多少而非性质	数量的：与数目大小有关|定量的：靠测得的数值来判断			
quantity	中古英语 quantite ← 古法语 quantité ← 拉丁语 quantitās，源自 quantus（多少）	an amount of something that can be counted or measured	数量	We ordered a large quantity of paper.|Quality matters more than quantity here.	the how-much of something – 某物的多少				
quarrel	中古英语 querele ← 中古法语 querelle ← 拉丁语 querēla（抱怨、控告），源自 querī（抱怨）	an angry argument, or to argue angrily	争吵	The brothers quarrelled over the money.|Their quarrel lasted several weeks.	a complaint pushed into open dispute – 抱怨激成公开的争执				noun / verb
quartz	借自德语 Quarz ← 中古高地德语 quarz／twarc，出自西斯拉夫语（比较波兰语 twardy 硬）	a hard glassy mineral found in many rocks	石英	Quartz crystals lined the narrow cave.|The watch uses a quartz movement.	a hard clear mineral grain in rock – 岩石中坚硬透亮的矿粒				
queer	约 1510 年起见于苏格兰语；通常认为出中古低地德语 queer（斜的）或德语 quer（横斜）← 原始日耳曼语 *þwerhaz	strange or different from what is expected	奇怪的	A queer noise came from upstairs.|He had a queer look on his face.	set across the expected line – 与常规走向斜错开的				
quench	中古英语 quenchen ← 古英语 cwenċan ← 原始日耳曼语 *kwankijaną	to put out a fire, or to satisfy thirst	解渴/熄灭	Cold water quenched his thirst quickly.|Rain quenched the last of the flames.	bringing a burning or craving to an end – 让燃烧或渴求就此止住	解渴：把渴的感觉压下去|熄灭：让火停止燃烧			
queue	中古英语 queue ← 古法语 cöe（尾）← 俗拉丁语 cōda ← 拉丁语 cauda（尾）	a line of people waiting for something	队列/排队	A long queue formed outside the door.|We queued for nearly an hour.	people strung out in a tail – 像尾巴一样拖出的一列人	队列：依次排开的一条线|排队：加入这条线等候			
quiet	中古英语 quiete ← 古法语 quiet ← 拉丁语 quiētus，为 quiēscere（安歇）的过去分词	making little or no noise	安静的	The street stays quiet after nine.|She spoke in a quiet voice.	at rest with little sound – 处在少声的安歇状态				
quilt	中古英语 quilte ← 古法语 coilte ← 拉丁语 culcita（垫褥）	a warm bed cover made of layers stitched together	被子	She spread a quilt over the bed.|The old quilt kept them warm.	layers stitched into one padded cover – 缝合成一整片的夹层盖被				
quit	中古英语 quiten ← 古法语 quitter ← 拉丁语 quietus（安歇的、免除的）	to stop doing something, or to leave a job or place	放弃/离开	He quit smoking three years ago.|She quit the company last spring.	releasing oneself and coming to rest – 撂开手让自己歇下来	放弃：中途停下不再做|离开：从职位或处所退出			
quiver	中古英语 quiver ← 盎格鲁诺曼语 quivre ← 古荷兰语 cocar（箭筒）← 原始西日耳曼语 *kokar（容器）	to shake with small rapid movements, or a case for arrows	颤抖/箭袋	Her voice quivered as she spoke.|He pulled an arrow from the quiver.	a small rapid trembling, and the case that holds arrows – 细密的抖动，以及盛箭的筒	颤抖：细而快地不停抖动|箭袋：背在身上盛箭的筒			verb / noun
quiz	1780 年代起见于记载，来源不明；一说出自方言 whiz 的变体，一说原义为「怪人」	a short test of knowledge, or to question someone	测验/问答	The class took a short quiz today.|Reporters quizzed him about the delay.	a quick round of questions – 一轮快问快答	测验：小规模的知识检查|问答：连续提问并作答			
quota	拉丁语 quota pars（该占的那一份）中的 quota	a fixed share or limited number allowed	配额	Each region received a fishing quota.|They filled the quota by June.	the share reckoned as one part – 按份额算定的那一份				
quote	中古英语 quoten ← 古法语 coter ← 中世纪拉丁语 quotāre（标号），源自拉丁语 quotus（第几）	to repeat words said or written by someone else	引用/报价	She quoted two lines from the poem.|They quoted a price for the work.	marking out words by number to cite them – 标出号码以便援引	引用：照原样重述他人的话|报价：给出所要的价钱			
