wolf	中古英语 wolf ← 古英语 wulf ← 原始西日耳曼语 *wulf ← 原始日耳曼语 *wulfaz ← 原始印欧语 *wĺ̥kʷos（狼）	a wild animal of the dog family that hunts in packs	狼/野狼	A wolf howled somewhere up the valley.|Wolves hunt in packs through the winter.	a wild dog-like animal that hunts as one of a pack – 犬类的野兽，成群一起猎食	狼：那种野兽本身|野狼：强调它未经驯养这一点			
woman	中古英语 womman ← 更早的 wifman ← 古英语 wīfmann（女性之人），由 wīf（女子）＋ mann（人）复合而成	an adult female person	女人/妇女	A woman in a red coat asked the way.|The scheme helps women returning to work.	a grown female person – 成年的女性	女人：日常说法|妇女：偏正式，多用于统称			
wonder	中古英语 wonder ← 古英语 wundor（奇事、奇迹）← 原始西日耳曼语 *wundr ← 原始日耳曼语 *wundrą	a feeling of surprise mixed with admiration, or to want to know	惊奇/想知道/奇迹	She gazed up in wonder at the dome.|I wonder whether he ever knew.	struck by something one cannot account for – 遇上说不清的事，一时呆住	惊奇：见所未见而心生讶异|想知道：因不明其故而心里打转|奇迹：能引起这种感觉的那件事			noun / verb
wonderful	中古英语 wonderful ← 古英语 wundorful，即 wonder ＋ 形容词后缀 -ful	extremely good, causing delight	极好的/令人赞叹的	We had a wonderful time in Wales.|She has a wonderful voice.	good enough to leave one marvelling – 好到让人赞叹不已	极好的：程度上好得出众|令人赞叹的：好到旁人不由称奇			
wood	中古英语 wode ← 古英语 wudu（木、林）← 原始西日耳曼语 *widu ← 原始日耳曼语 *widuz ← 原始印欧语 *h₁weydʰh₁-（分开）	the hard material that trees are made of, or a small forest	木头/木材/树林	The table is made of solid wood.|They walked through the wood at dusk.	the hard stuff a tree is made of, and the place trees stand – 树的那种硬质材料，以及树成片长着的地方	木头：从树上取下的那种材料|木材：加工备用的那些木头|树林：树成片生长的那片地			
wooden	由 wood ＋ 后缀 -en（由…制成）构成，1530 年代始见；逐步取代了旧词 treen	made of wood, or stiff and without feeling	木制的/呆板的	A wooden gate closed off the lane.|His acting was stiff and wooden.	made of wood, or as unbending as wood – 用木头做的，或硬得像木头一样不会转	木制的：材质是木头|呆板的：举止或表情硬得不活络			
wool	中古英语 wolle ← 古英语 wull ← 原始西日耳曼语 *wullu ← 原始日耳曼语 *wullō ← 原始印欧语 *h₂wĺ̥h₁neh₂（羊毛）	the soft thick hair of sheep, or thread made from it	羊毛/毛线	The blanket is pure wool.|She knitted the scarf from grey wool.	the soft curly hair sheep grow, spun into thread – 羊身上那层软卷的毛，可纺成线	羊毛：剪下来的那种纤维|毛线：把它纺成的那种线			
word	中古英语 word ← 古英语 word ← 原始日耳曼语 *wurdą ← 原始印欧语 *werdʰom（言），出自 *werh₁-（说）；与 verb 同源	a single unit of language, or a short statement	词/话/诺言	Look the word up in the dictionary.|He gave me his word.	the smallest piece of speech that stands on its own – 语言里能独立站住的最小一块	词：语言的那个单位|话：说出来的一段内容|诺言：一句算数的话，故以「话」代指承诺			
work	中古英语 werk ← 古英语 weorc ← 原始西日耳曼语 *werk ← 原始日耳曼语 *werką ← 原始印欧语 *werǵ-（做）	effort spent to get something done, or something produced	工作/作品/运转	He goes to work by bus.|The clock no longer works.	effort put in so that something gets done – 使出力气，让事情做成	工作：为谋生或达成目标所做的事|作品：做出来的那件成果|运转：机器起作用、能动这一层			noun / verb
worker	中古英语 worchere，即 work ＋ 施事后缀 -er；取代了旧词 wright（← 古英语 wyrhta）	a person who does a job, especially manual work	工人/劳动者	The workers voted to accept the offer.|Two workers were repairing the roof.	one who does the work with their own hands – 亲手把活做出来的那个人	工人：以体力劳动为业的人|劳动者：泛指从事劳动的人			
workshop	由 work ＋ shop 复合而成；shop 一支 ← 古英语 sceoppa（棚、摊）	a room where things are made or repaired, or a short practical course	车间/工作间/研习班	He keeps his tools in the workshop.|She ran a two-day writing workshop.	a place fitted out for making and mending – 备好家伙、供人动手做与修的那个场所	车间：工厂里分区作业的那间|工作间：个人动手做活的小屋|研习班：一群人动手练习的短期课程			
world	中古英语 world ← 古英语 weorold ← 原始日耳曼语 *weraldiz（人的世代、人世），由 wer（人）＋ eld（年岁）合成；取代了外来词 mounde	the earth and all the people on it, or a particular sphere of life	世界/世上/界	News of it travelled round the world.|She is known in the world of dance.	the whole span of human life and where it goes on – 人世的全部范围及其所在	世界：地球及其上的一切|世上：人所处的这个范围|界：某一领域内的那个圈子			
worldwide	由 world ＋ -wide（遍及…的）构成；world 一支 ← 古英语 weorold（人世）	happening or existing everywhere in the world	全球的/世界范围的	The company has worldwide operations.|The song became a worldwide hit.	reaching every part of the earth – 触及地球上每一处	全球的：范围覆盖整个地球|世界范围的：说得更具体，指遍及各国		/ˌwɜːldˈwaɪd/	
