W	witness	noun	/ˈwitness/			英语词条 witness，现代词义按整体记	a thing or action related to witness	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	witness	The witness changed the situation.|Researchers discussed the witness carefully.	a clear scene connected with witness – 与该词相连的清晰场景	witness：从核心场景引出的常用义		
W	wolf	noun	/ˈwolf/			英语词条 wolf，现代词义按整体记	a thing or action related to wolf	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	wolf	The wolf changed the situation.|Researchers discussed the wolf carefully.	a clear scene connected with wolf – 与该词相连的清晰场景	wolf：从核心场景引出的常用义		
W	woman	noun	/ˈwoman/			英语词条 woman，现代词义按整体记	a thing or action related to woman	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	woman	The woman changed the situation.|Researchers discussed the woman carefully.	a clear scene connected with woman – 与该词相连的清晰场景	woman：从核心场景引出的常用义		
W	wonder	noun	/ˈwonder/			英语词条 wonder，现代词义按整体记	a thing or action related to wonder	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	wonder	The wonder changed the situation.|Researchers discussed the wonder carefully.	a clear scene connected with wonder – 与该词相连的清晰场景	wonder：从核心场景引出的常用义		
W	wonderful	noun	/ˈwonderful/			英语词条 wonderful，现代词义按整体记	a thing or action related to wonderful	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	wonderful	The wonderful changed the situation.|Researchers discussed the wonderful carefully.	a clear scene connected with wonderful – 与该词相连的清晰场景	wonderful：从核心场景引出的常用义		
W	wood	noun	/ˈwood/			英语词条 wood，现代词义按整体记	a thing or action related to wood	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	wood	The wood changed the situation.|Researchers discussed the wood carefully.	a clear scene connected with wood – 与该词相连的清晰场景	wood：从核心场景引出的常用义		
W	wooden	noun	/ˈwooden/			英语词条 wooden，现代词义按整体记	a thing or action related to wooden	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	wooden	The wooden changed the situation.|Researchers discussed the wooden carefully.	a clear scene connected with wooden – 与该词相连的清晰场景	wooden：从核心场景引出的常用义		
W	wool	noun	/ˈwool/			英语词条 wool，现代词义按整体记	a thing or action related to wool	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	wool	The wool changed the situation.|Researchers discussed the wool carefully.	a clear scene connected with wool – 与该词相连的清晰场景	wool：从核心场景引出的常用义		
W	word	noun	/ˈword/			英语词条 word，现代词义按整体记	a thing or action related to word	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	word	The word changed the situation.|Researchers discussed the word carefully.	a clear scene connected with word – 与该词相连的清晰场景	word：从核心场景引出的常用义		
W	work	noun	/ˈwork/			英语词条 work，现代词义按整体记	a thing or action related to work	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	work	The work changed the situation.|Researchers discussed the work carefully.	a clear scene connected with work – 与该词相连的清晰场景	work：从核心场景引出的常用义		
