together	中古英语 togedere ← 古英语 tōgædere（聚到一处），由 tō（到）＋ gædere（相聚）构成 ← 原始印欧语 *gʰedʰ-（合、聚）	with each other, in one group or at one time	一起/共同/一并	They walked home together after class.|Mix the flour and butter together.	in one place or one action rather than apart – 合在一处或一个动作里，不各行其是	一起：同处一地或同做一事|共同：几方一齐参与|一并：把几件事合到一处办			
toilet	借自中古法语 toilette，是 toile（布）的指小形；本指理发修面时护衣的布，后引申指梳洗之所，19 世纪末在美国转指便所	a bowl for waste, or the room containing it	厕所/马桶	The toilet is at the end of the corridor.|He fixed the leaking toilet.	the fixture and the small room built for relieving oneself – 供人如厕的那件器具与那间小屋	厕所：那间屋子|马桶：屋里那件承接之物			
token	中古英语 token ← 古英语 tācn（记号、标志）← 原始日耳曼语 *taikną（指示物）← 原始印欧语 *deyḱ-（指出、示明）	a small object used as a sign or in place of money	凭证/象征/代币	Hand in the token to collect your coat.|She gave him a ring as a token of trust.	a small thing that stands for a larger claim – 一件小东西，代表一份更大的凭据	凭证：凭它主张某项权利|象征：拿实物代表抽象之义|代币：在特定场所代替钱用的那种小圆片			
toll	中古英语 toll ← 古英语 toll（通行税）← 原始日耳曼语 *tullaz（所数之数、账目）← 原始印欧语 *del-（数、算）；与 tell、tale 同支	a charge for using a road or bridge, or the number lost in a disaster	通行费/伤亡人数/鸣响	You pay a toll to cross the bridge.|The death toll rose to forty.	a count that must be reckoned before passing – 通过之前须先算清的那笔数	通行费：过路过桥要交的钱|伤亡人数：灾祸中清点出的那个数目|鸣响：钟一下一下敲，也是在计数			noun / verb
tomato	英语 tomate 的变体，借自西班牙语 tomate ← 纳瓦特尔语 tomatl ← 原始乌托-阿兹特克语 *toma-	a soft round red fruit eaten in salads and sauces	番茄/西红柿	She sliced a tomato for the salad.|These tomatoes ripen late in the season.	a soft round red fruit full of juice and seeds – 又红又软、多汁多籽的圆果	番茄：书面与市场上的通名|西红柿：北方口语的叫法			
tomb	中古英语 tombe ← 古法语 tombe ← 拉丁语 tumba ← 希腊语 tymbos（坟丘）← 原始印欧语 *tewh₂-（隆起）；取代了古英语 þrūh	a place built to hold a dead body	坟墓/陵墓	They found the tomb sealed with stone.|Flowers lay at the foot of the tomb.	a built chamber made to hold the dead – 造出来安放遗体的那个室	坟墓：安葬之处的通称|陵墓：规模大、多为贵者所建的那种			
tomorrow	中古英语 tomorwe ← 古英语 tō morgne（在早晨），由 tō（在）＋ morgen（早晨）的与格构成	on the day after today	明天/明日	We leave for Rome tomorrow.|Tomorrow will be warmer than today.	the day that comes next after this one – 紧接着这一天的下一天	明天：口语说法|明日：书面说法，义同			
ton	英语 ton 是 tun（大桶）的变体，受古法语 tonne（吨）影响；本以一桶酒的重量为准	a unit of weight equal to about a thousand kilograms	吨/大量	The lorry carries ten tons of gravel.|She has tons of work this week.	a large fixed unit of weight, once a caskful – 一个大的定量重量单位，原以一桶为准	吨：计量重量的那个单位|大量：口语里借这个大单位说「很多」		/tʌn/	
tone	中古英语 ton ← 拉丁语 tonus（音、调），或经古法语 ton 传入 ← 希腊语 tonos（张力、音高）← teino（拉伸）	the quality of a sound, or the way something is said	音调/语气/色调	She answered in a sharp tone.|The walls are painted in warm tones.	the particular quality that marks one sound or shade from another – 使一个声音或色泽区别于另一个的那种性质	音调：声音的高低与性质|语气：说话时透出的那种态度|色调：颜色的深浅倾向			
tongue	中古英语 tonge ← 古英语 tunge ← 原始日耳曼语 *tungǭ（舌）← 原始印欧语 *dn̥ǵʰwéh₂s（舌）；与拉丁语 lingua 同源	the soft movable part inside the mouth used for tasting and speaking	舌/语言	He burned his tongue on the soup.|She speaks three tongues fluently.	the soft movable organ in the mouth that shapes speech and taste – 口中那块能动的软肉，管说话也管辨味	舌：口中那个器官|语言：因说话靠它，故以它代指所说的话			
tonight	中古英语 tonyght ← 古英语 tō niht（在这一夜），即 to ＋ night	during the evening or night of today	今夜/今天晚上	We are eating out tonight.|Tonight there will be frost.	the night of the day one is now in – 眼下这一天的那个夜里	今夜：书面些的说法|今天晚上：口语说法，义同			
too	中古英语 to（也、此外）← 古英语 tō（此外、也），是介词 tō 的副词用法	also, or more than is wanted	也/太/过于	She wants to come too.|The soup is too salty.	added on beyond what was there, sometimes beyond what suits – 在原有之外再添，添过了就成了过头	也：在已有的之外再加一个|太：超过合适的程度|过于：程度上越过了界			
tooth	中古英语 toth ← 古英语 tōþ ← 原始日耳曼语 *tanþs ← 原始印欧语 *h₃dónts（牙）；与拉丁语 dens 同源	one of the hard white parts in the mouth used for biting	牙齿/牙	The dentist pulled out a back tooth.|Brush your teeth before bed.	one of the hard white parts set in the jaw for biting – 长在颌上、用来咬的那种硬白小块	牙齿：日常通称|牙：单字说法，多用于复合词			
top	中古英语 top ← 古英语 topp（顶、尖、簇）← 原始日耳曼语 *tuppaz（辫、末端），更早词源不明	the highest part or surface of something	顶部/顶端/首位	Write your name at the top of the page.|She finished top of her class.	the part with nothing above it – 上面再没有别的那一部分	顶部：整体最上那一片|顶端：最上那一个点|首位：排序里最前那一名			
topic	源自拉丁语 topica ← 希腊语 topikos（与处所有关的、与论题有关的）← topos（处所）	the subject being talked or written about	话题/题目	They changed the topic quickly.|Each essay covers one topic.	the one matter that the talking keeps to – 说话所围绕的那一件事	话题：谈话所谈的那件事|题目：文章或讨论所立的那个题			
torch	中古英语 torche（大烛、点着的棍）← 古法语 torche（火把、扭成的草束），或出自通俗拉丁语 *torca（扭成之物）← 拉丁语 torqueō（扭、拧）	a small electric lamp carried in the hand, or a burning stick	电筒/火把	Take a torch; the path is unlit.|Runners carried the torch through the city.	a light one carries in the hand to see by – 手里提着照路的那个光源	电筒：装电池的那种手提灯|火把：点着的那种，本义在此			
torrent	借自法语 torrent ← 意大利语 torrente ← 拉丁语 torrentem（奔涌的），是 torrēre（烤、灼）的现在分词	a violent fast-moving stream, or a rush of something	洪流/湍流/连串	A torrent swept the bridge away.|He faced a torrent of questions.	water moving so fast and full that nothing holds it – 水又急又满，什么也拦不住	洪流：来势极猛的大股水|湍流：流得急、翻卷不平的水|连串：把这股势头用到话或事上，一波接一波			
toss	中古英语 tossen（颠动、簸扬），更早词源不明；或出自古诺尔斯语，或为 tosen（撕扯）的变体	to throw something lightly, or to move about restlessly	抛/掷/翻来覆去	She tossed the keys onto the table.|He tossed all night in the heat.	sending something up with a light careless movement – 随手往上一送，不使大力	抛：轻轻往上或往前送出|掷：使些力气投出去|翻来覆去：身体不安地来回动，如同被颠着			noun / verb
total	中古英语 total ← 古法语 total ← 中世纪拉丁语 totalis ← 拉丁语 totus（全部的），totus 更早词源不明	the whole amount, or complete and without exception	合计/总额/完全的	The total came to ninety pounds.|It was a total failure.	the whole taken together, with nothing left out – 全部合起来算，一样不漏	合计：各项加起来得出的数|总额：那个数所代表的金额|完全的：形容一件事到了彻底的程度			noun / adjective
touch	中古英语 touchen ← 古法语 tochier（触）← 通俗拉丁语 *tuccō（敲、碰）← 法兰克语 *tukkōn（碰、拉）← 原始印欧语 *dewk-（牵、拉）	to put a hand or finger on something	触摸/碰到/触动	Do not touch the wet paint.|Her story touched everyone present.	bringing one surface into contact with another – 让一个表面与另一个挨上	触摸：手放上去感觉|碰到：与某物发生接触|触动：把这一碰用到人心上，指使人动情			
tough	中古英语 tough ← 古英语 tōh（坚韧的、黏的）← 原始日耳曼语 *tanhuz（黏牢的、韧的）← 原始印欧语 *denḱ-（咬）	hard to break or cut, or hard to bear	坚韧的/艰难的/强硬的	The meat was tough and dry.|They went through a tough winter.	holding together under strain instead of giving way – 受力时抱住不散，不肯让开	坚韧的：材料受折不断|艰难的：处境使人难熬|强硬的：态度硬，不肯松口			
tour	源自古法语 tour／tourn（一圈），出自动词 torner（转）← 拉丁语 tornare（车削、旋转）	a journey visiting several places and returning	旅行/巡演/游览	They went on a tour of the lakes.|The band starts its tour in May.	a round trip that takes in several places and comes back – 绕一圈，走过几处再回来	旅行：为游览而走的那一趟|巡演：演出团体逐地演出的那一圈|游览：到一处逐点看过			noun / verb
