trace	中古英语 trace ← 古法语 trace（轮廓、踪迹）← 动词 tracer ← 通俗拉丁语 *tractiare ← 拉丁语 trahere（拉、拖）	a mark or sign left behind by something	痕迹/微量/描摹	The car left traces of oil on the drive.|Traces of poison were found in the cup.	the faint mark left where something passed – 某物经过后留下的那点淡痕	痕迹：留下的那点印子|微量：少到只剩痕迹的分量|描摹：照着底下的线条画一遍，把痕迹复制出来			noun / verb
track	中古英语 trak ← 古法语 trac（马蹄印、踪迹），或出自日耳曼来源（古诺尔斯语 traðk 踩出的路，或中古荷兰语 trec 线、列）	a mark or path made by repeated passing, or a rail line	轨道/足迹/追踪	Deer tracks crossed the muddy path.|The train left the track near the bend.	the line left or laid down for something to travel along – 供东西沿着走的那条线，踩出来的或铺出来的	轨道：铺好供车行的那两条钢线|足迹：反复走出来的印子或小路|追踪：顺着这些印子跟下去			noun / verb
trade	中古英语 trade（路径、行迹），由汉萨商人带入英语 ← 中古低地德语 trade（辙、路）← 原始日耳曼语 *tradō（路）← 原始印欧语 *dreh₂-（踏、走）	the buying and selling of goods, or a skilled occupation	贸易/交易/行业	Trade between the two ports grew fast.|He learned the trade from his father.	goods and skills passing along a beaten path between people – 沿着走熟的路在人与人之间过手的货物与手艺	贸易：地区或国家之间的买卖|交易：单笔的买卖行为|行业：靠一门手艺谋生的那一行			noun / verb
trademark	由 trade（行业）＋ mark（标记）复合而成；trade 一支 ← 中古低地德语 trade（辙、路）	a name or symbol legally registered to identify a product	商标/标志性特征	The logo is a registered trademark.|That laugh is his trademark.	the mark that says whose goods these are – 说明这批货出自谁家的那个标记	商标：注册在案、专属某家的标记|标志性特征：某人独有、一见即知的那一点			
traffic	借自中古法语 trafique ← 意大利语 traffico ← trafficare（经商、贩运），更早词源不明	the vehicles moving along a road, or the movement of goods	交通/车流/运输量	Traffic crawled along the ring road.|Air traffic doubled in ten years.	things and people in motion along a route – 沿一条路线动着的车与人	交通：路上通行这件事及其状况|车流：路面上成股移动的车辆|运输量：一段时间里运送的总量			
tragic	源自希腊语 tragikos（与悲剧有关的）← tragos（公山羊），因多利亚戏剧中的羊人角色而得名	very sad, involving loss that cannot be undone	悲惨的/悲剧的	The accident had a tragic outcome.|She wrote a tragic love story.	ending in loss that nothing can put right – 结局是无法挽回的损失	悲惨的：遭遇之惨令人不忍|悲剧的：属于戏剧那一类，结局注定不好			
trail	中古英语 trailen ← 古法语 trailler（拖曳、循迹追踪）← 通俗拉丁语 *tragulare（拖）← 拉丁语 tragula（拖网）	to drag along behind, or a path worn by passing	拖曳/尾随/小径	Her scarf trailed in the mud.|We followed a narrow trail uphill.	something dragging behind, and the line it leaves – 拖在后面的东西，以及它留下的那条线	拖曳：让东西在身后拖着走|尾随：跟在后面不远处|小径：走出来的那条窄路			noun / verb
train	中古英语 trayne ← 古法语 train（拖出的一长串）← traïner（拖、拉）← 通俗拉丁语 *traginare ← 拉丁语 trahō（拉）	a line of railway carriages pulled along, or to teach by practice	火车/一列/训练	We caught the last train home.|She trains horses for a living.	a long line drawn along behind, or the drilling that draws out a skill – 被拖着走的一长串，或把本事一点点拉出来的操练	火车：车厢连成一串在轨上被拉着走|一列：泛指连成长串的那一队|训练：把人的本事反复拉练出来			noun / verb
training	由 train ＋ -ing 构成；train 一支 ← 古法语 traïner（拖、拉）← 拉丁语 trahō（拉）	the process of learning a skill by practice	训练/培训	He is in training for the marathon.|The job includes six weeks of training.	repeated practice that draws a skill into shape – 反复操练，把本事一点点带成形	训练：靠反复练习养成本事|培训：有组织地教授某项技能			
trait	借自中古法语 trait（线条、特征）← 拉丁语 tractus（拉出的一道）← trahō（拉）；与 tract 同源	a particular quality in someone's character	特点/特质	Patience is his best trait.|The two brothers share several traits.	one line of character that marks a person out – 把一个人划出来的那一道性格线条	特点：与旁人不同的那一处|特质：性格里稳定不变的那种性质			
tram	16 世纪初借自苏格兰语，或 ← 低地德语 traam（车辕、横木）← 原始日耳曼语 *drum（木片）← 原始印欧语 *térmn̥（桩、界）	a passenger vehicle that runs on rails along city streets	电车/有轨车	She takes the tram to work.|The tram stops outside the museum.	a street vehicle that runs on rails instead of steering – 走在街面钢轨上、不靠打方向的载客车	电车：城里那种沿轨行驶的车|有轨车：强调它靠轨道定向这一点			
tramp	中古英语 trampen（重步走）← 中古低地德语 trampen（跺、踩）← 原始西日耳曼语 *trampan（踏）；与 trap 或相关	to walk with heavy steps, or a person who wanders without a home	重步走/长途跋涉/流浪者	They tramped through the snow for hours.|A tramp slept under the bridge.	walking with the whole weight coming down each step – 每一步都把整个体重压下去地走	重步走：脚落得重，声响明显|长途跋涉：这样走很长的路|流浪者：靠两条腿到处走、无定居的人			noun / verb
transaction	借自中古法语 transaction ← 古法语 transaccion ← 晚期拉丁语 transactio ← trans-（越过）＋ agō（做、办）	a single piece of business in which something is exchanged	交易/事务处理	Each transaction is logged automatically.|The transaction took only a minute.	one complete passing of something between two sides – 东西在两方之间过手的完整一回	交易：一次买卖或交换|事务处理：系统里完成的一笔操作			
transient	借自晚期拉丁语 transient-，是 transeo（走过、经过）的现在分词词干 ← trans-（越过）＋ eo（走）	lasting only a short time	短暂的/瞬时的	The effect proved transient and soon wore off.|Transient guests filled the hotel each summer.	passing through without staying – 只是过一下，不停留	短暂的：持续的时间很短|瞬时的：只在一瞬存在			
transistor	由 transfer（转移）与 resistor（电阻器）混合而成，1947 年由工程师 John Robinson Pierce 所造	a small device that controls the flow of current in a circuit	晶体管	The radio uses only six transistors.|A faulty transistor caused the fault.	a small part that lets a weak current govern a strong one – 一个小元件，让弱电流管住强电流			/trænˈzɪstə/	
translation	中古英语 translacioun ← 盎格鲁诺曼语 translacioun ← 拉丁语 translatio ← transferō（搬过去）的完成词干；取代了古英语 wending	the act of putting words from one language into another	翻译/译文	Her translation reads better than the original.|The book awaits translation into Chinese.	carrying a meaning across from one language into another – 把意思从一种语言搬到另一种	翻译：转换语言这件事|译文：转换出来的那份文字			
transparent	借自中世纪拉丁语 transparens（透光的），是 transpareō 的现在分词，由 trans-（穿过）＋ pareō（显现）构成	letting light through so that things behind can be seen	透明的/显而易见的	The bottle is made of transparent plastic.|His motives were transparent to everyone.	letting what is behind it show right through – 后面的东西能一眼看穿过来	透明的：光与景物都能穿过|显而易见的：用意藏不住，一看就明白		/trænsˈpærənt/	
trap	中古英语 trappe ← 古英语 træppe（罗网）← 原始西日耳曼语 *trappjā ← *trappjan（踏）← 原始印欧语 *drebʰ-（踏、绊）	a device for catching animals, or a plan to catch someone out	陷阱/圈套/困住	He set a trap for the rats.|The question was a trap.	something set so that whoever steps on it is caught – 布下的机关，谁踏上谁被扣住	陷阱：捕兽的那种机关|圈套：为使人上当而设的局|困住：使对方脱不了身			noun / verb
trash	中古英语 trasch，或为方言词 ← 古诺尔斯语 tros（碎屑、落叶枯枝），更早词源不明；或与原始日耳曼语 *þrakjaz（污物）相关	things thrown away as worthless	垃圾/废物	Put the trash out before eight.|That film is complete trash.	what is left over and thrown away – 剩下来、被扔掉的那些东西	垃圾：丢弃之物的通称|废物：一无用处的东西，也用来骂人			
travel	中古英语 travelen（艰苦跋涉）← 中古苏格兰语 travailen（劳作、行旅）← 古法语 travailler（受苦、劳累）；与 travail 同源	to go from one place to another, especially a distant one	旅行/行进/传播	They travel to Spain every summer.|Sound travels faster in water.	moving oneself across a distance – 让自己越过一段距离	旅行：为游历或办事而远行|行进：单指从一处移到另一处|传播：把这种移动用到声、光、消息上			
treasure	中古英语 tresour ← 古法语 tresor（库藏）← 拉丁语 thesaurus ← 希腊语 thesauros（藏宝之屋）；取代了古英语 goldhord	valuable things collected and kept, or to value highly	财宝/珍宝/珍视	Divers found treasure in the wreck.|She treasures her grandmother's ring.	things worth keeping safe, and the keeping of them – 值得收好的东西，以及收着它这件事	财宝：金银珠玉那类值钱之物|珍宝：其中格外珍贵的|珍视：把某物当宝贝一样看重			noun / verb
tree	中古英语 tre ← 古英语 trēow（树、木）← 原始日耳曼语 *trewą（树）← 原始印欧语 *dóru（树）；与 tar、true 同支	a tall plant with a woody trunk and branches	树/树木	An oak tree shaded the whole yard.|They planted trees along the road.	a tall plant whose woody trunk holds up spreading branches – 高大植物，木质干托着铺开的枝	树：单株的那种植物|树木：成片或泛指时的说法			
tremble	中古英语 tremblen ← 古法语 trembler ← 晚期拉丁语 tremulare ← 拉丁语 tremō（发抖）← 原始印欧语 *trem-（抖）	to shake slightly and without control	颤抖/发抖/微微震动	His hands trembled as he signed.|The floor trembled when the lorry passed.	shaking in small quick movements one cannot stop – 一下一下小而快地抖，止不住	颤抖：因怕或冷而抖|发抖：同义，更口语|微微震动：物体受扰而轻抖			
tremendous	由拉丁语 tremendus（可怕的，tremō「发抖」的动形词）＋ -ous 构成；本义是「令人发抖的」	extremely large, or extremely good	极大的/惊人的/极好的	The explosion made a tremendous noise.|She did a tremendous job.	so great that it once meant fearsome – 大到本义就是「让人发抖」	极大的：规模或程度远超寻常|惊人的：大到令人吃惊，本义正是「让人发抖」|极好的：口语里转为褒义，指好得出奇			
trench	中古英语借自古法语 trenche（切口、壕沟）← trenchier（切）；与 tranche 同源	a long narrow hole dug in the ground	沟/战壕	Workers dug a trench for the pipe.|Soldiers sheltered in the trench.	a long narrow cut made down into the ground – 向地下切出的一道又长又窄的口	沟：挖出来的那道长窄凹槽|战壕：战时供人藏身的那种沟			
trend	中古英语 trenden（转动、滚转）← 古英语 trendan（转、绕）← 原始西日耳曼语 *trandijan（转）；与 trundle 同支	the general direction in which something is changing	趋势/走向/潮流	The trend in prices is upward.|Short hair is the current trend.	the way things keep turning over time – 一段时间里事情持续转向的那个方向	趋势：变化所朝的大方向|走向：具体的走法与去向|潮流：一时流行的那个方向			
trial	中古英语 trial ← 盎格鲁诺曼语 trial ← 古法语 trier（挑选、甄别）＋ -al；与 try 同支	a formal examination in court, or a test of something	审判/试验/尝试	The trial lasted three weeks.|We ran a trial before the launch.	putting something to the test to sort out its worth – 把事物拿来试，以定其是非好坏	审判：法庭上审断是非|试验：先小规模试一次看结果|尝试：试着做一回			
triangle	中古英语 triangle ← 古法语 triangle ← 拉丁语 triangulum，由 trēs（三）＋ angulus（角）构成	a flat shape with three straight sides and three angles	三角形	Draw a triangle with equal sides.|The sign is shaped like a triangle.	a closed shape made by three straight sides – 三条直边围成的封闭形状				
trick	中古英语 trikke ← 诺曼法语 trique，与古法语 trichier（欺骗）同支；或出自中古高地德语 trechen（施诈），更早词源不明	a clever act meant to deceive or to entertain	戏法/花招/欺骗	He showed the children a card trick.|She saw through his tricks at once.	a clever move that works because it is not seen through – 靠对方没看穿才成立的那一手	戏法：为逗人看的那种巧技|花招：为占便宜使的那种手段|欺骗：使人上当这个行为			noun / verb
