W	lottery	noun	/ˈlɒtəri/	ter-comparative	lot（lot 一份）+ -tery → 从许多份中抽一份	英语 lottery ← 中古法语 loterie（抽签）	a game in which numbered tickets are drawn for prizes	透明盒里滚着许多编号球，一只球被机器随机吹到出口	彩票/抽签	The lottery changed the situation.|Researchers discussed the lottery carefully.	a lot selected from a group – 从一堆里抽出的一份	彩票：购买号码等待抽取的票|抽签：随机选出一项		
W	main	adjective	/meɪn/			古英语 mægn（力量、主要的）← 原始日耳曼语 *maginą	most important or largest	一张地图上最粗的一条道路穿过中央，其他小路都接向它	主要的/最重要的	The main changed the situation.|Researchers discussed the main carefully.	the largest path at the centre – 位于中心的最大通道	主要的：最重要的部分		
W	man	noun	/mæn/			古英语 mann ← 原始日耳曼语 *mann-（人）	an adult human male	一个人站在门口，肩膀和手的轮廓清楚可见	男人/人类	The man changed the situation.|Researchers discussed the man carefully.	a human figure in the world – 世界中的一个人	男人：成年男性|人类：泛指人		
W	manifest	adjective/verb	/ˈmænɪfest/			拉丁语 manifestus（显然、摸得着）；与 manus（手）不并入	clear or show clearly	雾散开后山脊完整显露，先前藏着的轮廓全看见了	明显的/表明	The manifest changed the situation.|Researchers discussed the manifest carefully.	made plain before the eyes – 在眼前变得清楚	明显的：容易看出的|表明：把内在内容显示出来		
W	manipulate	verb	/məˈnɪpjuleɪt/	manus	manipul（manus 手）+ -ate → 用手把小部件摆布到想要的位置	拉丁语 manipulare ← manipulus（一把、手中的一束）← manus（手）	control or influence skilfully	手指拨动一排细小旋钮，机器的指针随之改变	操纵/巧妙处理	The engineer manipulated the controls carefully.|She learned to manipulate the material.	control by handling small parts – 用手处理小部件来控制	操纵：暗中影响人或事|处理：熟练操作材料		
W	material	noun/adjective	/məˈtɪəriəl/			拉丁语 materia（木料、材料）；与 mater（母亲）不并入	the substance from which something is made	木板、布料和金属片整齐放在工作台上等待加工	材料/物质的	The material changed the situation.|Researchers discussed the material carefully.	substance ready to be shaped – 等待加工的物质	材料：制造物品的原料|物质的：属于实体材料的		
W	matter	noun/verb	/ˈmætə/			中古英语 matere ← 古法语 matiere ← 拉丁语 materia（材料、事情）	physical substance or a subject of concern	桌上散着几张文件，旁边放着一块可称量的固体	事情/物质/要紧	The matter changed the situation.|Researchers discussed the matter carefully.	a substance or subject set before attention – 摆到眼前的物质或问题	事情：需要处理的主题|物质：占据空间的东西|要紧：值得关注		
W	mercury	noun	/ˈmɜːkjəri/			古法语 mercure ← 拉丁语 Mercurius（神名及行星名）；与 merx（货物）不同源	a chemical element that is liquid at room temperature	银色液滴在玻璃管中上下滑动，随着温度改变位置	汞/水银	The mercury changed the situation.|Researchers discussed the mercury carefully.	a bright liquid that moves in a tube – 在管中移动的亮液体	汞：化学元素|水银：温度计中的汞		
W	message	noun	/ˈmesɪdʒ/	mit-miss	mess（mittere 派出）+ -age → 被送出去的话	古法语 message ← 拉丁语 missus（送出的东西）← mittere（送、派出）	a piece of information sent to someone	手机屏幕亮起一行新文字，发送箭头指向远处的人	消息/信息	The message changed the situation.|Researchers discussed the message carefully.	words sent from one person to another – 从一人送到另一人的话	消息：传递给人的内容|信息：需要理解的资料		
W	miserable	adjective	/ˈmɪzərəbl/	peior	miser（miser 可怜）+ -able → 落到更坏的处境	拉丁语 miserabilis ← miser（可怜的）；与 mit-miss 不同源	very unhappy or uncomfortable	雨水从破屋顶滴下，角落里的人缩着肩膀没有干处	悲惨的/痛苦的	The miserable changed the situation.|Researchers discussed the miserable carefully.	left in a state that invites pity – 落到令人同情的状态	悲惨的：处境很糟|痛苦的：感到极不舒服		
W	misery	noun	/ˈmɪzəri/	peior	miser（miser 可怜）+ -y → 更坏的处境	拉丁语 miseria ← miser（可怜的）；与 mit-miss 不同源	great suffering or unhappiness	寒冷房间里一盏灯快要熄灭，身影抱膝坐在地上	痛苦/悲惨	The misery changed the situation.|Researchers discussed the misery carefully.	a condition made worse than ordinary hardship – 比普通困苦更坏的状态	痛苦：身心承受的苦难		
W	monster	noun	/ˈmɒnstə/			古法语 monstre ← 拉丁语 monstrum（异常征兆、怪物）；与 musa 不同源	an imaginary frightening creature or cruel person	阴影里伸出两只巨大爪子，墙上的轮廓远超人的大小	怪物/恶人	The monster changed the situation.|Researchers discussed the monster carefully.	a form so abnormal that it frightens – 形状异常到令人害怕	怪物：想象中的可怕生物|恶人：残酷的人		
W	mosaic	noun	/məʊˈzeɪɪk/	musa	mosa（musa 缪斯）+ -ic → 缪斯艺术做成的拼图	法语 mosaïque ← 拉丁语 musaicum（缪斯的）；与 musa 词根有关	a picture made from many small pieces	许多不同颜色的小石片嵌进墙面，拼成一幅完整图案	马赛克/镶嵌画	The mosaic changed the situation.|Researchers discussed the mosaic carefully.	a whole image assembled from small pieces – 小片拼成的整体图像	马赛克：小片材料拼出的图案		
W	lubricate	verb	/ˈluːbrɪkeɪt/			拉丁语 lubricare（使滑）；lubricus（滑的）	apply oil to reduce friction	齿轮咬合处滴入一滴油，金属声立刻变得顺滑	润滑	The lubricate changed the situation.|Researchers discussed the lubricate carefully.	make a surface slide more easily – 让表面更容易滑动	润滑：加油减少摩擦		
W	magistrate	noun	/ˈmædʒɪstreɪt/			拉丁语 magistratus（官职）← magister（主管）；本族暂按整体记	a civil officer who administers the law	法庭高台后的人翻开卷宗，宣读地方条例	地方行政官/治安官	The magistrate changed the situation.|Researchers discussed the magistrate carefully.	an official entrusted with public authority – 被托付公共权力的官员	治安官：处理地方司法事务的官员		
W	masculine	adjective/noun	/ˈmæskjəlɪn/			法语 masculin ← 拉丁语 masculinus（男性的）← masculus	having qualities traditionally associated with men	词典页上一个符号标在名词旁，表示阳性类别	男性的/阳性的	The masculine changed the situation.|Researchers discussed the masculine carefully.	belonging to the male category – 属于男性类别	男性的：与男性相关|阳性的：语法类别		
W	mathematical	adjective	/ˌmæθəˈmætɪkl/			拉丁语 mathematicus ← 希腊语 mathēmatikos（学习、数学的）	relating to mathematics	黑板上排列着数字、括号和几何线条，每一步都可计算	数学的	The mathematical changed the situation.|Researchers discussed the mathematical carefully.	made precise by numbers and formal rules – 由数字和规则确定	数学的：关于数学方法或计算		
