R	novus	nov/novel	拉丁语 novus（新的、初次出现的）；指小形 novellus 指新出的小东西，经古法语与意大利语 novella（新故事）入英语；renovare 即 re-＋novus（再变新）	just come into being, not seen before / 刚出现、此前没见过的	树枝顶端那截嫩芽颜色比别处浅，昨天这里还什么都没有	new, newly appeared	new	初次出现	domain-make
R	calx	calc/calcul/chalk	拉丁语 calx（属格 calcis：石灰石、石灰）；指小形 calculus 指小石子，罗马人在板上摆石子记数，算术一义由此而来；古英语 cealc 是早期从拉丁语借入的同一词	a small white stone from burnt lime / 一粒烧石灰得来的白色小石	手心里一把白色小石粒，捏碎搓成粉，指缝间簌簌往下落	limestone, lime, small pebble	pebble	白石小粒	domain-shape
R	fabrica	fabric/forge	拉丁语 fabrica（工坊、手艺活）← faber（匠人）；通俗拉丁语缩作 *faurga，经古法语 forge 入英语，故 forge 与 fabric 同出一词	a workshop where parts are worked into a whole / 把零件做成整件的那间工坊	棚子底下摆着砧和料，匠人一件件敲打拼接，出来的是原先没有的东西	workshop, craft, to construct	workshop	工坊造作	domain-make
R	lacere	lic/lect/light	拉丁语 lacere（诱引、勾住），只存于复合词：delicere（引开、逗引）派出 deliciae（乐事）与 delectare（使愉悦）；与 placere（使中意）本是两个不相干的拉丁词，勿混	to draw someone in by pleasing them / 用好处把人勾过来	厨房飘出一股味道，本来要走的人停下脚，往那边看	to entice, allure, draw in	entice	引诱勾住	domain-force
W	assist	verb	/əˈsɪst/	sta	ad-（靠近）+ sist（站立）→ 站到旁边去搭手	拉丁语 assistere：ad-（靠近）+ sistere（站立）；sistere 与 stare 同源	to help someone do something	他一个人搬不动，另一个人走到旁边搭上一只手，一起抬起来	协助/帮助	A nurse assisted the surgeon.|He assisted me with the forms.	standing beside someone to lend a hand – 站到人旁边搭上一只手	协助/帮助：站到旁边去搭手，出力的是次要那一方	
W	consist	verb	/kənˈsɪst/	sta	con-（一起）+ sist（站立）→ 若干成分一起立住成为整体	拉丁语 consistere：com-（一起）+ sistere（站立）；sistere 与 stare 同源	to be made up of certain parts	拆开看是三样东西，合起来立在那儿才是一件完整的	由...组成/在于	Water consists of hydrogen and oxygen.|Her charm consists in her honesty.	several parts standing together as one thing – 几个成分一起立住成为一件	由...组成：若干成分一起立着构成整体|在于：要害就立在那一处，不在别处	
W	distance	noun	/ˈdɪstəns/	sta	dis-（分开）+ sta（立）→ 两者分开各立一处 → 中间隔出的那一段	古法语 destance ← 拉丁语 distantia ← distare：dis-（分开）+ stare（站立）	the amount of space between two points	两根桩子各钉一头，中间那段拿绳量出来有多长	距离/远处/疏远	The distance between the towns is short.|She kept her distance from him.	the space left between two things standing apart – 两物各立一处，中间空出的那段	距离：两点之间空出的那段长度|远处：那段长到看不清那头|疏远：人和人之间也空出这么一段	
W	exist	verb	/ɪɡˈzɪst/	sta	ex-（出来）+ sist（站立）→ 立出来能被看见 → 是有这么一个	拉丁语 existere：ex-（出来）+ sistere（站立）；sistere 与 stare 同源	to be real or present in the world	传说里的那种鸟，有人真在林子里拍到了一张	存在/生存	Dragons do not exist.|Some families exist on very little.	standing out where it can be found – 立出来、找得到	存在：立在世上能被找到|生存：勉力立着不倒下	
W	existence	noun	/ɪɡˈzɪstəns/	sta	exist（立出来）+ -ence → 立在世上这个状态	古法语 existence ← 晚期拉丁语 existentia ← existere：ex-（出来）+ sistere（站立）	the state of being real or of staying alive	名册上有这一栏，写着他从哪年起在这世上	存在/生存	They doubted the existence of life there.|He led a lonely existence.	the state of standing out in the world – 立在世上这个状态	存在：立在世上这件事本身|生存：立着不倒的那种日子	
W	insist	verb	/ɪnˈsɪst/	sta	in-（在上）+ sist（站立）→ 死死站在那一点上不挪	拉丁语 insistere：in-（在上）+ sistere（站立）；sistere 与 stare 同源	to say or demand something firmly and repeatedly	别人都改口了，他还站在原处把那句话又说了一遍	坚持/坚决要求	She insisted that he was wrong.|He insisted on paying the bill.	planting oneself on one point and not moving off it – 站定在一点上不肯挪	坚持：站在那一点上不挪|坚决要求：站着不挪并要对方照办	
W	persist	verb	/pəˈsɪst/	sta	per-（贯穿到底）+ sist（站立）→ 一路站到底不倒	拉丁语 persistere：per-（贯穿）+ sistere（站立）；sistere 与 stare 同源	to keep on doing something, or to continue to exist	雨下了三天没停，那面旗还在杆上没被打下来	坚持/持续存在	He persisted despite every setback.|The smell persisted for weeks.	standing through to the end without going down – 一路站到底没倒	坚持：人一路站到底不放手|持续存在：现象也一样立着不散	
W	substance	noun	/ˈsʌbstəns/	sta	sub-（在下）+ sta（立）→ 立在底下托着表象的那个东西	古法语 substance ← 拉丁语 substantia ← substare：sub-（在下）+ stare（站立）	a material with particular qualities; the most important part of something	刮掉外面那层漆，底下托着整件东西的那块料露出来	物质/实质/要点	A sticky substance covered the floor.|The substance of his talk was simple.	what stands underneath and holds the thing up – 立在底下把整件托住的那个	物质：立在底下的那块料|实质：撑着表象的那个内核|要点：一段话里真正托着它的那句	
W	absent	adjective	/ˈæbsənt/	praeesse	ab-（离开）+ sent（esse 在）→ 不在这儿；与 praesens（在眼前）正好一对	拉丁语 absentem ← absens，abesse（不在）的现在分词，由 ab-（离开）＋ esse（是、在）构成	not in the place where one is expected to be	点名一路点下去，第三排那个位子空着，本子还摊在桌上	缺席的/不在的/心不在焉的	Two students were absent today.|He had an absent look on his face.	the seat where someone should be found is empty – 该找到人的那个位子空着	缺席的：该来的人没到|不在的：那个位子上没有他|心不在焉的：人在座上，心不在这儿	
W	entity	noun	/ˈentəti/	praeesse	ent（esse 的现在分词 ens：在着的）+ -ity → 在着的那一个，自成一个的东西	中世纪拉丁语 entitas ← ens（属格 entis：存在物），是 esse（是、在）的现在分词	something that exists separately from other things	表格上把这家公司单独列一行，账目和别处不混，出事也只找它	实体/独立存在物	The company is a separate legal entity.|They treat each branch as one entity.	a thing that stands on its own as one – 自己成一个、不并进别处的那一个	实体：能单独算一个、独立在着的那样东西|独立存在物：与别的分得开、自成一份的那个	
