W	striking	noun	/ˈstriking/			英语词条 striking，现代词义按整体记	a thing or action related to striking	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	striking	The striking changed the situation.|Researchers discussed the striking carefully.	a clear scene connected with striking – 与该词相连的清晰场景	striking：从核心场景引出的常用义		
W	string	noun	/ˈstring/			英语词条 string，现代词义按整体记；与库中 stringere 词族另有分立	a thing or action related to string	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	string	The string changed the situation.|Researchers discussed the string carefully.	a clear scene connected with string – 与该词相连的清晰场景	string：从核心场景引出的常用义		
W	strip	noun	/ˈstrip/			英语词条 strip，现代词义按整体记	a thing or action related to strip	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	strip	The strip changed the situation.|Researchers discussed the strip carefully.	a clear scene connected with strip – 与该词相连的清晰场景	strip：从核心场景引出的常用义		
W	stripe	noun	/ˈstripe/			英语词条 stripe，现代词义按整体记	a thing or action related to stripe	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	stripe	The stripe changed the situation.|Researchers discussed the stripe carefully.	a clear scene connected with stripe – 与该词相连的清晰场景	stripe：从核心场景引出的常用义		
W	strive	noun	/ˈstrive/			英语词条 strive，现代词义按整体记	a thing or action related to strive	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	strive	The strive changed the situation.|Researchers discussed the strive carefully.	a clear scene connected with strive – 与该词相连的清晰场景	strive：从核心场景引出的常用义		
W	stroke	noun	/ˈstroke/			英语词条 stroke，现代词义按整体记	a thing or action related to stroke	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	stroke	The stroke changed the situation.|Researchers discussed the stroke carefully.	a clear scene connected with stroke – 与该词相连的清晰场景	stroke：从核心场景引出的常用义		
W	stroll	noun	/ˈstroll/			英语词条 stroll，现代词义按整体记	a thing or action related to stroll	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	stroll	The stroll changed the situation.|Researchers discussed the stroll carefully.	a clear scene connected with stroll – 与该词相连的清晰场景	stroll：从核心场景引出的常用义		
W	strong	noun	/ˈstrong/			英语词条 strong，现代词义按整体记	a thing or action related to strong	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	strong	The strong changed the situation.|Researchers discussed the strong carefully.	a clear scene connected with strong – 与该词相连的清晰场景	strong：从核心场景引出的常用义		
W	struggle	noun	/ˈstruggle/			英语词条 struggle，现代词义按整体记	a thing or action related to struggle	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	struggle	The struggle changed the situation.|Researchers discussed the struggle carefully.	a clear scene connected with struggle – 与该词相连的清晰场景	struggle：从核心场景引出的常用义		
W	stubborn	noun	/ˈstubborn/			英语词条 stubborn，现代词义按整体记	a thing or action related to stubborn	一张卡片放在桌面中央，旁边摆着几件相关物品，窗光从左侧照来	stubborn	The stubborn changed the situation.|Researchers discussed the stubborn carefully.	a clear scene connected with stubborn – 与该词相连的清晰场景	stubborn：从核心场景引出的常用义		
