W	pride	noun	/praɪd/			古英语 prȳde（傲气）← prūd（高傲的），该形容词借自古法语 prud（英勇的、体面的）← 晚期拉丁语 prode（有用的）；日耳曼语内部无更早词形	a feeling of deep satisfaction in what one has done or owns	他把儿子的奖状贴在客厅正中，来客一进门他就先往那面墙上瞟一眼	自豪/骄傲/自尊	He takes pride in his son's work.|Her pride would not let her ask for help.	the lift one feels over what is one's own – 因属于自己的东西而抬起来的那股劲	自豪：因自己做成的事而心里发亮|骄傲：同一股劲露到外头，容易过头|自尊：不肯让人看轻自己的那条底线	
W	prone	adjective	/prəʊn/			拉丁语 pronus（向前俯着的）← pro（向前）；英语直接借入，该族在英语里只此一词	likely to do or suffer something, or lying face down	木架子往前歪着，手一碰就顺着那个方向倒下去，从不往后	易于…的/有…倾向的/俯卧的	Young children are prone to colds in winter.|He lay prone on the mat after the fall.	already tilted the one way – 早就朝一边歪着了	易于…的：早已朝那个方向歪着，稍一推就去了|有…倾向的：同一副歪势，说的是人的脾性|俯卧的：整个身子朝前伏下去的那个姿势	
W	proud	adjective	/praʊd/			古英语 prūd / prūt（高傲的），借自古法语 prud（英勇的、体面的）← 晚期拉丁语 prode（有用的），与 pride 同支	feeling pleased about something one has done, or thinking too well of oneself	他把修好的柜子摆在门口，谁进来都要停一下让人看两眼	自豪的/得意的/高傲的	She was proud of her daughter's progress.|He is too proud to admit a mistake.	carrying oneself higher for what one has – 因手里有的东西把自己端得高一点	自豪的：为做成的事心里舒展|得意的：那股舒展露在脸上|高傲的：端得过高，看别人就低了	
W	puff	noun / verb	/pʌf/			古英语 pyffan（吹气、鼓气），拟声词，模仿吹气那一下的声音	to send out a short burst of air or smoke, or such a burst	蜡烛前嘴一撮，气短短送出去，火苗歪了一下，烟丝往上飘	一股/喷出/喘气	He blew out a puff of smoke.|She was puffing after climbing the stairs.	a short burst of air pushed out – 短短推出去的一下气	一股：短短出来的那一下气或烟|喷出：把气短促地送出去|喘气：一下接一下地送气，气不够用时	
W	pull	verb / noun	/pʊl/			古英语 pullian（拔、拽、揪），更早词源不明，日耳曼语其他分支少见同形	to move something towards oneself by taking hold of it	绳子绕在手上，脚往后蹬，身子往后倒，箱子一寸一寸挪过来	拉/拽/拖/拉力	She pulled the door open with both hands.|He gave the rope a hard pull.	taking hold and bringing it towards oneself – 抓住了往自己这边带	拉：抓住东西往自己这边带|拽：带得更用力些|拖：带着走，东西贴着地面|拉力：这个动作的力气本身	
W	pump	noun / verb	/pʌmp/			中古荷兰语 pompe / 中古低地德语 pumpe（抽水管），多认为是拟声词；更早词源不明	a device that moves liquid or gas from one place to another	井台上一压一提，头几下只出气，第十几下水才涌上来	泵/抽水机/抽/打气	The pump broke and the field went dry.|He pumped up the bicycle tyre.	driving liquid along by working a handle up and down – 一压一提把液体赶着走	泵：靠一压一提把液体赶走的那个器件|抽水机：专抽水的那种|抽：用它把液体吸上来|打气：同一个动作往里送气而不是抽水	
W	pupil	noun	/ˈpjuːpl/			古法语 pupille ← 拉丁语 pupillus / pupilla（受监护的孩子，也指眼中那个小人像）← pupa（小女孩、玩偶）	a child at school, or the dark opening at the centre of the eye	凑得很近看对方眼睛，正中那个小黑洞里有个极小的自己在动	学生/小学生/瞳孔	The teacher called each pupil by name.|His pupils widened in the dark room.	the little figure held inside – 里头装着的那个小人	学生：受人管教的孩子，拉丁语本指受监护者|小学生：年纪更小的那一档|瞳孔：眼睛正中那个洞，里面照出对面人的小像	
W	pure	adjective	/pjʊə/			古法语 pur ← 拉丁语 purus（干净的、不掺杂的）	not mixed with anything else, or free of dirt	玻璃杯举到窗前，从上看到底一色，杯底连一粒沙都没有	纯的/纯净的/纯粹的	This shirt is made of pure cotton.|The village drinks pure spring water.	nothing else in it – 里头没有别的东西	纯的：只有一样东西，没掺别的|纯净的：连脏东西也没有|纯粹的：抽象的事情上也这么说，不夹杂别的成分	
W	purse	noun	/pɜːs/			古英语 purs ← 晚期拉丁语 bursa（皮袋、兽皮）← 希腊语 byrsa（生皮）	a small bag for carrying money	巴掌大的一个软皮袋，口上一根绳抽紧，捏起来里面硬币轻轻响	钱包/小钱袋/财力	She found two coins at the bottom of her purse.|He left his purse on the counter.	a small hide bag drawn tight at the mouth – 口上抽紧的小皮袋	钱包：装钱用的小袋|小钱袋：同一样东西，强调它小|财力：手头能拿出来的钱，从装钱的那个袋子引申	
W	queen	noun	/kwiːn/			古英语 cwēn（女子、妻子、王之妻）← 原始日耳曼语 *kwēniz（女人）	a woman who rules a country, or the wife of a king	台阶最上头坐着一个女子，底下一排人低着头等她开口	女王/王后/皇后	The queen opened the new hospital.|She was crowned queen at twenty-five.	the woman seated at the top – 坐在最上头的那个女子	女王：自己当国的那个女子|王后：国王的妻子，位在王侧|皇后：帝制下同一位置的称法	
