search	中古英语 serchen ← 古法语 cerchier ← 晚期拉丁语 circāre（绕行寻找），源自 circus（圈）	to look carefully in order to find something	搜寻/搜查	They searched the whole house twice.|The search lasted until midnight.	going round and round a place to find something – 绕着一处反复找	搜寻：为找到某物而仔细查看|搜查：为查获而正式检查			noun / verb
seaside	中古英语 see-syde，由 sea ＋ side 复合而成	the land beside the sea, especially as a holiday place	海边/海滨	They spent August at the seaside.|A small seaside town lies north.	the land lying along the sea – 沿着海的那一侧陆地	海边：紧靠海的一带|海滨：可供游憩的滨海地区			
season	中古英语 sesoun ← 古法语 seson（播种时节）← 拉丁语 satiō（播种），源自 serere（播）	one of the four divisions of the year, or a suitable time	季节/时节	Spring is my favourite season here.|Mangoes are cheap in season.	the stretch of the year fit for a task – 一年中适合某事的那一段	季节：一年四分之一的时段|时节：适合某事的时候		/ˈsiːzn/	
seat	古英语 sǣte ← 原始日耳曼语 *sētiją ← 原始印欧语 *sed-（坐）	a place made for sitting, or a place in an assembly	座位/席位	She took the seat by the window.|The party lost twelve seats.	a place set aside for sitting – 留出来供人坐的位置	座位：供人坐下的地方|席位：议会或团体中的名额			
secret	中古英语 secret ← 古法语 secret ← 拉丁语 sēcrētus（分开的、隐藏的），为 sēcernere（分出）的过去分词	something kept from others, or kept from others	秘密/秘密的	She kept the secret for years.|They held a secret meeting upstairs.	set apart from common knowledge – 从众人所知里分出去藏起来	秘密：不让别人知道的事|秘密的：不公开进行的			noun / adjective
secretary	中世纪拉丁语 secrētārius（受托掌管秘密者）← 拉丁语 secrētus（隐秘的），源自 secernere（分出）	a person who handles letters and records for an office	秘书/书记	The secretary typed the whole report.|He works as a company secretary.	one trusted with private papers – 被托付机要文书的人	秘书：办理文书事务的职员|书记：担任记录与文书的职务			
see	古英语 sēon ← 原始西日耳曼语 *sehwan ← 原始日耳曼语 *sehwaną	to notice with the eyes, or to understand	见到/明白	I saw her cross the street.|Now I see what you mean.	taking something in through the eyes – 用眼把东西接进来	见到：用眼睛觉察到|明白：在心里看清道理			
seek	古英语 sēċan ← 原始西日耳曼语 *sōkijan ← 原始日耳曼语 *sōkijaną	to try to find or obtain something	寻求/追求	They sought shelter from the rain.|She seeks advice before deciding.	following a trace towards what one wants – 循着线索去取所要的	寻求：设法找到或得到|追求：持续努力以求达到			
seem	中古英语 semen ← 古诺尔斯语 sœma（合宜、相称）← 原始日耳曼语 *sōmijaną（合一、相配）	to give the impression of being something	似乎/显得	He seems tired this morning.|The plan seemed simple at first.	fitting an impression without being confirmed – 与印象相合但未经确认	似乎：从表面看像是|显得：呈现出某种样子			
segregate	借自拉丁语 sēgregātus，为 sēgregāre（分离）的过去分词，由 sē-（分开）＋ grex（群）构成	to keep one group apart from another	隔离/分开	The school no longer segregates pupils.|Waste is segregated before collection.	setting one part away from the flock – 把一部分从群里分出去	隔离：使两方彼此不接触|分开：把混在一起的分成几份			verb
seize	中古英语 seisen ← 古法语 seisir（占有）← 早期中世纪拉丁语 sacīre（提出主张）← 法兰克语 *sakjan（提起诉讼）	to take hold of something suddenly and firmly	抓取/夺取	He seized the rope with both hands.|Troops seized the bridge at dawn.	laying claim to something by taking it – 一把拿下以主张所有	抓取：突然用力握住|夺取：以强力取得			
