shy	古英语 sċēoh（怯）← 原始西日耳曼语 *skeuh ← 原始日耳曼语 *skeuhaz	nervous about meeting or talking to others	羞怯的/畏缩的	She was too shy to speak up.|The shy child hid behind her mother.	drawing back from being noticed – 怕被注意而往后缩	羞怯的：见人就拘束不敢开口|畏缩的：遇事往后退不敢上前			
sick	古英语 sēoc（病）← 原始西日耳曼语 *seuk ← 原始日耳曼语 *seukaz ← 原始印欧语 *sewg-（受苦）	not well in body, or wanting to vomit	生病的/恶心的	He stayed home sick for three days.|The smell made her feel sick.	out of sound health – 身体不在健全状态	生病的：身体患病不适|恶心的：想要呕吐的			
side	古英语 sīde（侧、胁）← 原始日耳曼语 *sīdǭ，或出原始印欧语 *seh₁-（长）	one of the surfaces or edges of something, or one of two opposing groups	侧面/一方	Write your name on the other side.|Both sides agreed to talk.	one face or party as against another – 相对而言的这一面或这一方	侧面：物体的一个面或边|一方：对立双方中的一边			
sideways	由 side ＋ -ways 构成	towards or from one side	向侧面/侧向	The crab moved sideways across the sand.|He glanced sideways at her.	along the side rather than straight ahead – 沿侧面而非朝正前	向侧面：朝旁边的方向|侧向：从侧面来或去的			
siege	中古英语 sege ← 古法语 siege ← 俗拉丁语 *sēdicum ← 拉丁语 sēdēs（座）	the surrounding of a place to force it to surrender	围攻/包围	The siege lasted almost two years.|Troops laid siege to the fort.	sitting down around a place until it yields – 在一处四周坐守到它屈服	围攻：围住并进攻|包围：四面合拢困住			
sigh	中古英语 sighen，由 siken 的过去式 sighte 反构而成 ← 古英语 sīcan	to let out a long breath showing tiredness or relief	叹气/叹息	She sighed and closed the book.|A long sigh escaped him.	letting the breath out long and audibly – 长长把气放出来	叹气：出声地长长呼气|叹息：因感慨而叹			verb / noun
sight	古英语 sihþ（所见）← 原始西日耳曼语 *sihti，由 see ＋ -th 构成	the ability to see, or something seen	视力/景象	His sight weakened with age.|The valley was a wonderful sight.	the faculty of seeing and what it takes in – 看的能力以及所看到的东西	视力：眼睛看的能力|景象：眼前呈现的画面			
sightseeing	由 sight ＋ seeing 复合而成	visiting places of interest as a tourist	观光	They spent the day sightseeing in Rome.|Sightseeing buses leave every hour.	going about to look at what is worth seeing – 四处去看值得看的东西			/ˈsaɪtsiːɪŋ/	
silence	中古英语 silence ← 古法语 silence ← 拉丁语 silentium，源自 silēre（沉默）	complete absence of sound, or refusal to speak	寂静/沉默	A long silence followed the question.|She kept silence about the matter.	the state of no sound being made – 没有声音发出的状态	寂静：周围没有声响|沉默：不说话不表态			
silent	借自拉丁语 silēns，为 silēre（沉默）的现在分词 ← 原始印欧语 *seyl-（静）	making no sound, or choosing not to speak	无声的/沉默的	The room went completely silent.|He remained silent throughout the meeting.	giving out no sound – 不发出声音的	无声的：不产生声响|沉默的：有意不出声			
silicon	由 silicium ＋ -on 构成；silicium ← 拉丁语 silex（燧石、硅石），-on 取自 carbon	a chemical element used in glass and computer chips	硅	Silicon is used in most computer chips.|The plant refines silicon for panels.	the element drawn from flint-like rock – 从燧石类岩石里提取的元素				
silk	古英语 seoloc，直接来源未定，或经波罗的海商路传入 ← 晚期拉丁语 sēricus ← 希腊语 sērikos，更早出东方语言	a fine soft cloth made from threads spun by silkworms	丝/丝绸	She wore a scarf of pure silk.|Silk feels cool against the skin.	the fine thread spun by a worm – 由蚕吐出的细纤维	丝：蚕吐出的细纤维|丝绸：用它织成的织物			
silly	古英语 sǣliġ（幸运的）← 原始西日耳曼语 *sālīg；词义由「幸运」→「无辜」→「天真」→「愚蠢」	showing a lack of good sense in a harmless way	傻的/愚蠢的	That was a silly mistake to make.|He asked a silly question.	lacking sense without meaning harm – 没脑筋但无恶意	傻的：反应或做法不聪明|愚蠢的：明显缺乏见识的			
silver	古英语 seolfor ← 原始西日耳曼语 *silubr ← 原始日耳曼语 *silubrą，更早词源不明	a shiny white metal used for coins and jewellery	银/白银	The spoons are made of silver.|Silver tarnishes if left in air.	the bright white metal prized since antiquity – 自古珍视的亮白金属	银：一种贵金属元素|白银：作为货币或材料的银			
simplicity	中古英语 simplicite ← 古法语 simplicite ← 拉丁语 simplicitās，源自 simplex（单一）	the quality of being easy to understand or free of extras	简单/朴素	The design wins through sheer simplicity.|She admired the simplicity of the room.	being of one fold with nothing added – 一层到底、不加附饰	简单：不复杂容易把握|朴素：不加修饰而自然			
simplify	法语 simplifier，相当于 simple ＋ -ify	to make something easier to do or understand	简化	They simplified the whole application process.|Try to simplify the second paragraph.	reducing something to fewer folds – 把层次减到更少				
simply	中古英语 symply，由 simple ＋ -ly 构成	in a plain way, or merely	简单地/仅仅	She explained it simply and clearly.|I simply forgot to call.	in a plain manner with nothing added – 不加旁枝地	简单地：以不复杂的方式|仅仅：只不过如此			
