W	abdomen	noun	/ˈæbdəmən/			拉丁语 abdomen（腹部、下腹），更早词源不明，一说与 abdere（藏起来）有关，未有定论	the part of the body between the chest and the hips, holding the stomach and bowels	医生手掌压在胸口下面那片软处，一按就问疼不疼	腹部/下腹	The doctor pressed gently on his abdomen.|A sharp pain spread across her abdomen.	the soft body cavity below the chest – 胸腔下面那段软的体腔	腹部：胸与髋之间那一段，装着胃和肠|下腹：同一段的偏下部位，说得更具体	
W	acknowledge	verb	/əkˈnɒlɪdʒ/			中古英语 aknowen（认得、承认，← 古英语 cnāwan 知道）后加 -ledge（仿 knowledge 的尾巴）而成	to accept or admit that something is true, or to say that you have received something	他抬了下手，示意那句话说的是他，屋里的人都看见了	承认/致谢/确认收到	She acknowledged that the plan had failed.|He acknowledged her help in the preface.	to let it be seen that you know – 让人看见你已经知道了	承认：把知道的事摆到明面上，不再回避|致谢：明说某人帮过忙，把功劳点出来|确认收到：告诉对方东西已经到手	
W	afterward	adverb	/ˈɑːftəwəd/			古英语 æfterweard（æfter 在后 + -weard 朝向）← 原始日耳曼语	at a later time, following the thing just mentioned	电影散场，灯亮起来，观众才三三两两站起来说话	后来/之后/随后	We had dinner and talked afterward.|She apologized afterward, but the damage was done.	at a point past the thing just told – 在刚说的那件事往后	后来：时间上落在前一件事后头|之后：同一层意思，紧接着前文|随后：紧跟着发生，间隔很短	
W	ample	adjective	/ˈæmpl/			古法语 ample ← 拉丁语 amplus（宽大的、宏大的）	enough or more than enough in size, amount or degree	行李箱合上还剩一层空档，再塞两件毛衣也压得住	充足的/宽敞的/大量的	There is ample time to finish the report.|The old house has ample room for guests.	more space or amount than the need takes up – 比用得着的还多出一截	充足的：数量够用还有余|宽敞的：地方大，摆开还空着|大量的：着眼于数目多	
W	amuse	verb	/əˈmjuːz/			古法语 amuser（a- ＋ muser 发呆、出神地盯着），muser 更早词源不明；与缪斯女神那一支无关	to make someone smile or laugh, or to keep someone pleasantly occupied	孩子看着杯口冒起的泡泡笑出声，一下午没喊过闷	逗笑/娱乐/消遣	His silly voices amused the whole class.|She amused herself with old photo albums.	to hold attention so pleasantly that time slips by – 把注意力愉快地占住	逗笑：直接把人惹得笑起来|娱乐：让人过得愉快，不限于笑|消遣：拿点事把闲下来的时间填上	
W	anger	noun / verb	/ˈæŋɡə/			中古英语 anger（苦恼、痛楚）← 古诺斯语 angr（悲伤）← 原始日耳曼语 *angaz（狭窄、憋闷）	a strong feeling of displeasure at something wrong or unfair	他把杯子往桌上一放，声音比说话还响，脖子那片红上来	愤怒/生气/激怒	His voice shook with anger.|The decision angered thousands of workers.	heat rising in the chest at something unfair – 遇到不公时胸口顶上来的那股热	愤怒：那股强烈的情绪本身|生气：日常说法，程度轻一些|激怒：动词用法，把这股情绪引到别人身上	
W	apple	noun	/ˈæpl/			古英语 æppel（果子，尤指苹果）← 原始日耳曼语 *aplaz	a round fruit with firm white flesh and a red, green or yellow skin	咬下去一声脆响，切面很快泛黄，中间几粒黑籽	苹果	She packed an apple in his lunch box.|The tree behind the shed still bears fruit.	a firm round tree fruit that snaps when bitten – 咬得出脆响的圆形树上果子		
W	aside	adverb / noun	/əˈsaɪd/			中古英语 on side（在旁边），由 a-（在，← 古英语 on）与 side（边，← 古英语 sīde）合成	to one side and out of the way, or a remark made quietly to one person	他把碗碟往桌边推了推，腾出当中一块地方摊开图纸	在旁边/到一边/旁白	He stepped aside to let her pass.|The actor delivered the line as an aside.	moved off the middle, over to the edge – 从当中挪到边上	在旁边：位置落在边上，不在中间|到一边：动作上挪开，让出地方|旁白：戏里压低声音说给一个人或观众听的话	
W	awkward	adjective	/ˈɔːkwəd/			中古英语 awk（反的、拧着的，← 古诺斯语 afugr 转过去的）＋ -ward（朝向）	causing difficulty or embarrassment, or moving in a clumsy way	两人在窄楼道里让来让去，谁都没走过去，话也接不上	尴尬的/笨拙的/难处理的	There was an awkward silence at the table.|The box is an awkward shape to carry.	turned the wrong way, so nothing goes smoothly – 拧着的，怎么弄都不顺	尴尬的：场面不自在，人不知怎么办才好|笨拙的：动作不协调，做不利索|难处理的：东西或事情别扭，不好对付	
W	background	noun	/ˈbækɡraʊnd/			由 back（后面，← 古英语 bæc）与 ground（地面、底子，← 古英语 grund）合成，本指画面靠后的那一层	the part behind the main subject, or a person's past experience and training	照片里人站得清楚，后头那排屋顶和树影虚成一片	背景/出身经历/幕后	The mountains form a dramatic background.|Her background is in civil engineering.	the layer sitting behind the thing you look at – 你正看的东西后面那一层	背景：画面或场景里靠后的那部分|出身经历：一个人身后带着的来路与训练|幕后：事情后面不摆到明面上的那一层	
W	backward	adjective / adverb	/ˈbækwəd/			古英语 bæcweard（bæc 背、后 + -weard 朝向）← 原始日耳曼语	directed towards the rear, or slow to develop	她没转身，脚跟先探出去一步，手在身后摸着栏杆	向后的/落后的/倒退的	He took a step backward in surprise.|The village remained backward for decades.	facing or moving the way your back points – 朝着背对的那一头去	向后的：方向朝着身后那一侧|落后的：发展跟不上，停在后头|倒退的：本来往前，现在反着走	
W	beautiful	adjective	/ˈbjuːtɪfl/			古法语 beauté（← 通俗拉丁语 bellitas ← 拉丁语 bellus 好看的）入英语作 beauty，再加日耳曼后缀 -ful	pleasing to look at, listen to, or think about	她一进门，几桌人的话头都停了半拍，眼睛跟着走	美丽的/优美的/极好的	The sunset over the lake was beautiful.|She has a beautiful singing voice.	so pleasing to the senses that attention stops on it – 好到让人的注意力停住	美丽的：看着就叫人移不开眼，多说人和景|优美的：形态或声音舒展好听|极好的：夸做得漂亮，不关外貌	
W	blackboard	noun	/ˈblækbɔːd/			由 black（黑，← 古英语 blæc）与 board（板，← 古英语 bord）合成	a dark smooth surface on a wall that you write on with chalk	老师抬手一擦，白粉末在光柱里飘起来，底下只剩半行字	黑板	The teacher wrote the date on the blackboard.|Someone had drawn a cat in the corner.	a dark wall panel written on in white dust – 墙上那块用白粉末写字的暗色板面		
W	blackmail	noun / verb	/ˈblækmeɪl/			十六世纪苏格兰边地语：black（黑）＋ mail（← 古诺斯语 mál 约定、贡赋），本指向劫掠者交的保命钱	the crime of demanding money by threatening to reveal something damaging	桌上摊着一张照片，来人不提钱，只说下周还来一趟	敲诈/胁迫	He was arrested for blackmail last year.|She refused to be blackmailed into silence.	money squeezed out by holding a secret over someone – 拿着别人的短处逼他掏钱	敲诈：以揭发相威胁，索要钱财|胁迫：不一定为钱，逼人照自己的意思办	
W	block	noun / verb	/blɒk/			中古英语 blok ← 古法语 bloc（木墩）← 中古荷兰语 blok（树干截段）← 原始日耳曼语	a solid piece of hard material, or to stop something from passing	一截木梁横在门口，推不动，人只能绕另一头走	街区/大块/阻塞	They live three blocks from here.|A fallen tree blocked the road.	a solid lump set in the way – 一整块实心的东西堵在那儿	街区：街道切出来的一整片地面|大块：木头石头之类整整一坨的料|阻塞：动词用法，横在通路上让东西过不去	
W	childhood	noun	/ˈtʃaɪldhʊd/			古英语 cildhād（cild 孩子 + -hād 身份、状态，后作 -hood）← 原始日耳曼语	the period of a person's life when they are a child	抽屉底下压着一张小学作业本，铅笔字歪歪扭扭，扉页贴着糖纸	童年/幼年	He spent his childhood by the sea.|Childhood memories came back all at once.	the early stretch of a life, before growing up – 一个人长大之前那段日子	童年：从记事到少年那一段光景|幼年：更靠前的一截，年纪更小	
W	clock	noun	/klɒk/			中古英语 clok ← 中古荷兰语 clocke（钟）← 中世纪拉丁语 clocca（铃、钟），更早或出自凯尔特语	a device that shows the time, not carried on the person	夜里静下来，走针的声音一格一格，隔着墙也听得见	时钟/挂钟	The clock in the hall struck twelve.|She set the clock ten minutes fast.	a standing device that ticks the hours off – 摆着不动、一格一格数着时辰的器具	时钟：摆着或挂着显示时间的器具|挂钟：挂在墙上的那一种，说得更具体	
W	copyright	noun	/ˈkɒpiraɪt/			由 copy（← 古法语 copie ← 拉丁语 copia 抄本、丰富）与 right（权利，← 古英语 riht）合成，十八世纪成词	the legal right to be the only one who may reproduce a work	书末尾那行小字写着年份和公司名，别人翻印就得先来问	版权/著作权	The publisher owns the copyright to both books.|Copying the images breaks copyright.	the sole legal claim to reproduce a work – 独家复制某作品的法定资格	版权：印制发行方面的独家权利|著作权：作者对自己作品所持的那份权利	
W	core	noun	/kɔː/			中古英语 core（果实中心），更早词源不明；或与古法语 cor（心）有关，未有定论	the central or most important part of something	啃到中间就剩一根硬芯，捏在手里，籽还硌手	核心/果核/要点	Safety is at the core of the design.|He tossed the apple core into the bin.	the hard middle left when the outside is gone – 外头吃光后剩下的那个硬中心	核心：事物最当中、最要紧的那部分|果核：水果中间那截硬的|要点：一段话或一件事剥到最后剩下的那点	
W	daughter	noun	/ˈdɔːtə/			古英语 dohtor ← 原始日耳曼语 *dohter	someone's female child	那姑娘考完试推门进来，先喊了一声，然后把书包扔沙发上	女儿	Their daughter is studying medicine.|She looks just like her mother did.	the girl a person has brought into the world – 一个人生下来的那个女孩		
W	daylight	noun	/ˈdeɪlaɪt/			由 day（← 古英语 dæġ）与 light（← 古英语 lēoht）合成，中古英语已见	the natural light of day, or the time when it is light	窗帘一拉开，屋里的灯就显得多余了，桌面亮得能看见浮尘	日光/白昼	The room looks better in daylight.|We set off before daylight.	the light the sky gives while the sun is up – 太阳在天上时天空给的那份亮	日光：那种自然的亮本身|白昼：天亮着的那段时间	
W	delay	noun / verb	/dɪˈleɪ/			古法语 delaier（搁着不办），第二成分说法不一，更早词源不明	to make something happen later than planned, or the time lost by this	站牌上的时刻改了三回，行李堆在脚边，等的人越来越多	延误/推迟/延期	Heavy snow delayed the morning flights.|There was a two-hour delay at the border.	a planned moment pushed further off – 本该到的时候被往后推开	延误：该到没到，白耗掉的那段时间|推迟：主动把事情挪到更晚|延期：把定好的日子整个往后改	
W	despatch	noun / verb	/dɪˈspætʃ/			dispatch 的异体拼法，十六世纪经西班牙语 despachar 或意大利语 dispacciare 入英语，更早词源有争议	to send someone or something off to a place, or to deal with a task quickly	单子一签就装箱上车，当天出门，第二天回条就送回来了	派送/发送/迅速处理	The company despatched two engineers at once.|Goods are despatched within three working days.	to get a thing moving out without hanging about – 不拖着，把东西或人打发出去	派送：把人或货打发到某地去|发送：着眼于东西离手运出|迅速处理：把事情三下两下办完	
W	devil	noun	/ˈdevl/			古英语 dēofol ← 晚期拉丁语 diabolus ← 希腊语 diabolos（进谗言的人）	the most powerful evil spirit, or a wicked or mischievous person	画上那位长着角和尾巴，蹲在人耳边低声说话，笑得很好看	魔鬼/恶人/淘气鬼	He looked as if he had seen the devil.|That little devil hid my glasses again.	the whisperer who talks you into the wrong thing – 在耳边劝你走歪路的那位	魔鬼：最厉害的那个恶灵|恶人：坏得出名的人|淘气鬼：说小孩顽皮，带点疼爱	
W	downward	adjective / adverb	/ˈdaʊnwəd/			中古英语 dounward，由 down（← 古英语 dūne 从山上下来）与 -ward（朝向）合成	moving or pointing towards a lower place or level	水顺着玻璃一道道往下淌，到窗框底下积成一小滩	向下的/下降的	The path leads downward to the river.|Prices have moved downward all month.	going the way things fall – 顺着东西自己会掉的那个方向	向下的：方向朝着低处那一头|下降的：数值或位置一路走低	
W	drum	noun / verb	/drʌm/			中古英语 drom ← 中古荷兰语 tromme / 低地德语 trumme，拟声，学那声闷响	a musical instrument with skin stretched over a hollow round frame	巴掌落在绷紧的皮面上，里头的空气跟着一震，声音闷而沉	鼓/圆桶/敲击	He plays drums in a local band.|Rain drummed on the tin roof all night.	a tight skin over hollow air, struck to sound – 绷紧的皮面下裹着一腔空气，一敲就响	鼓：那件乐器本身|圆桶：形状像它的桶，装油装水|敲击：动词用法，一下下有节奏地打	
W	earth	noun	/ɜːθ/			古英语 eorþe（土地、地面）← 原始日耳曼语 *erþō	the planet we live on, or the soil and ground on it	弯腰抓起一把，指缝里漏下的是湿的，带点草根和虫	地球/土壤/地面	The earth goes round the sun.|He dug a hole in the soft earth.	the ground under us, and the whole ball of it – 脚下那层土，以及整个这颗球	地球：我们住的这颗行星|土壤：能种东西的那层松散物质|地面：脚踩着的那一层表面	
