bean	noun	/biːn/	古英语 bēan（豆）← 原始日耳曼语 *bauno（豆类作物）	a seed eaten as a vegetable, growing inside a long pod	剥开长长的绿壳，里面躺着一排圆滚滚的小颗，滚到桌上还会弹	豆	She soaked the beans overnight in water.|He picked beans from the garden fence.	a plump seed sitting in a row inside a pod – 长壳里排成一列的饱满籽粒	
bear	verb	/beə/	古英语 beran（搬运、承受）← 原始日耳曼语 *beranan（扛起来带走）	to carry or hold up a weight, or to put up with something hard	扁担压在肩上，绳子勒进肉里，他一步一步往前挪，半路不敢放下	承受/忍受/携带/生育	The ice will not bear your weight.|She bore the pain without a sound.	holding a load up and moving on with it – 把重量担在身上继续往前	承受/忍受：压着也不撒手，一直担着|携带：把东西担在身上带走|生育：把新的一条命在体内担着，直到落地
beard	noun	/bɪəd/	古英语 beard（须）← 原始日耳曼语 *bardaz（下巴上的毛）	the hair that grows on a man's chin and cheeks	他下巴上一片灰白的毛，刮了三天又扎手，喝汤会沾上油	胡须	He trimmed his beard before the wedding.|A long white beard hid his mouth.	the hair a man lets grow on his chin – 男人下巴上蓄起来的那片毛	
bearing	noun	/ˈbeərɪŋ/	中古英语 bearing ← 古英语 beran（承载）+ -ing（动作及其结果）	the way someone holds themselves, or the direction of one point from another	他进门时背挺得笔直，手不乱动；船长低头看罗盘，读出岸的角度	举止/方位/关联/轴承	Her calm bearing impressed the whole room.|Take a bearing on that lighthouse now.	how a thing carries itself or points – 一件东西自己撑住的姿态，或它指出的方向	举止：人把自己撑成的那副样子|方位：从定点量出来的指向|关联：一件事对另一件事的着力处|轴承：托着轴、让它转得动的那圈零件
beast	noun	/biːst/	古法语 beste（走兽）← 拉丁语 bestia（野兽）	a large four-legged animal, or a person who acts cruelly	笼子里有东西在暗处踱步，喉咙深处滚出低吼，铁栏被撞得响	野兽/牲畜/残暴的人	Wild beasts roamed the forest at night.|He fought like a wounded animal.	a big animal driven by force, not reason – 靠蛮力行事的大型走兽	野兽：林中靠爪牙活着的大型动物|牲畜：人圈养的四足大动物|残暴的人：行事像走兽一样不讲理的人
beat	verb / noun	/biːt/	古英语 bēatan（打）← 原始日耳曼语 *bautan（击打）	to hit again and again, or to win against someone	鼓面被一下一下敲着，屋里的杯子跟着颤，手腕落点始终不乱	打/击败/跳动/节拍	Rain beat against the window all night.|Our team beat them by two goals.	landing blow after blow in a steady run – 一下接一下，有规律地落下去	打：一下下落在东西上|击败：把对手一下下压下去|跳动：心口一下下地顶|节拍：落点之间那个固定的间隔
beauty	noun	/ˈbjuːti/	古法语 beaute（好看）← 拉丁语 bellus（俏、悦目）	the quality of being very pleasing to look at	照片洗出来那一刻满桌人都静了，谁也说不出哪一处特别好	美/美貌/美人/优点	The beauty of the lake stopped her.|She was a great beauty in youth.	what makes people go quiet and look – 让人停下来只想多看一眼的那种好	美：看着就让人舒服的那份好|美貌：长相上的这份好|美人：身上带着这份好的那个人|优点：一件事里最耐看的那处长处
because	conjunction	/bɪˈkɒz/	中古英语 bi cause（由于此因）← 古英语 be（凭）+ 古法语 cause（缘由）	for the reason that	地上一路水迹通到打翻的水桶，不用问也知道是谁弄湿了地板	因为	We stayed home because the road flooded.|He left early because his train was late.	pointing back to the thing that made it happen – 指回让这件事发生的那个由头	
become	verb	/bɪˈkʌm/	古英语 becuman（到来、变成）← be-（加强）+ cuman（来）	to change into something, or to start being something	水洼里那团黑点长出腿，尾巴一天短一截，后来蹲在石头上鼓着腮	成为/变得	He became a teacher after the war.|The sky became dark within minutes.	crossing over into being something else – 一路走到另一种样子里去	成为：从一种身份跨进另一种|变得：整个状态挪到另一头去
bed	noun	/bed/	古英语 bedd（卧处、苗床）← 原始日耳曼语 *badja（挖出来的睡处）	a piece of furniture for sleeping on, or the flat bottom of something	铺平压实的一处，躺下去就凹出人形；水退之后沟底也是这样平平一层	床/床位/河床/花坛	He lay on the bed and slept.|The river bed was dry that summer.	a flat laid-out surface something rests on – 铺平了给东西卧着的那层底面	床：铺平了供人躺的家具|床位：这样一处睡位算作一个名额|河床：水常年卧着的那层底|花坛：整平了让花卧在里头的一块地
