weekday	中古英语 wykeday ← 古英语 wicdæġ ← 原始日耳曼语 *wikadagaz，即 week ＋ day	any day of the week other than Saturday and Sunday	平日/上班日	The museum is quieter on a weekday.|Buses run more often on weekdays.	one of the days when ordinary business goes on – 照常办事的那几天里的一天	平日：与周末相对的那几天|上班日：其中要去上班的那几天			
weekend	由 week ＋ end 复合而成；原为英格兰北部方言，19 世纪末进入通用语	Saturday and Sunday, when most people do not work	周末	We drove to the coast for the weekend.|She works most weekends at the shop.	the pair of days at the end of the week when work stops – 一周末尾停工的那两天			/ˌwiːkˈend/	
weekly	中古英语 wykely，即 week ＋ 副词或形容词后缀 -ly	happening once every week	每周/每周一次	The magazine appears weekly on Thursdays.|They hold a weekly meeting every Monday.	coming round once in each seven-day turn – 每七天一轮里出现一次	每周：以周为间隔|每周一次：明说频率是一周一回			
weep	中古英语 wepen ← 古英语 wēpan（哭、哀叹）← 原始日耳曼语 *wōpijaną（哭）← 原始印欧语 *weh₂b-（呼、诉）	to cry, letting tears fall	哭泣/落泪	She wept when she heard the news.|He wept openly at the graveside.	crying with tears coming down – 出声或不出声地哭，泪水往下落	哭泣：出于悲痛而哭|落泪：眼泪流下来这件事			
weigh	中古英语 weyen ← 古英语 wegan（搬动、称）← 原始日耳曼语 *weganą（移动、承载、称）← 原始印欧语 *weǵʰ-（运送）；与 wagon、way 同源	to find out how heavy something is, or to consider carefully	称重/权衡	He weighed the parcel at the post office.|She weighed the risks before agreeing.	putting something on the scale to see how much it comes to – 放到秤上，看它有多少	称重：量出物体有多重|权衡：把利弊放到心里的秤上比一比			
weight	中古英语 weight ← 古英语 ġewiht ← 原始日耳曼语 *wihtiz ← 原始印欧语 *weǵʰ-（运送、拉）；即 weigh ＋ 抽象名词后缀 -t	how heavy something is, or a piece of metal used on scales	分量/砝码/负担	What is the weight of this case?|He lifted weights every morning.	how much a thing presses down – 一件东西向下压的程度	分量：物体轻重的程度|砝码：秤上用来比对的那块金属|负担：把这份下压用到心事或责任上			
weird	中古英语 werde ← 古英语 wyrd（命运）← 原始日耳曼语 *wurdiz ← 原始印欧语 *wert-（转）；16 世纪已废，由莎士比亚以 Weird Sisters（命运三女神）之名重新带回	strange in a way that feels uncanny or unsettling	古怪的/离奇的	A weird noise came from the loft.|That was a weird thing to say.	strange enough to leave one uneasy – 怪得让人心里发毛	古怪的：与常态不合，让人费解|离奇的：奇到近乎不可思议			
welcome	中古英语 welcome ← 古英语 wilcuma（受欢迎的客人）← 原始日耳曼语 *wiljakwemô（如愿而来的人），即 will（愿）＋ come（来者）；后因第二成分的「客」义失落，wil- 受副词 well 影响改作 wel-	gladly received, or to greet someone gladly	受欢迎的/欢迎	You are always welcome here.|They welcomed us at the door.	received as someone whose coming was wished for – 被当作正盼着他来的人接待	受欢迎的：来了让人高兴的|欢迎：把这份高兴表示出来这个动作			adjective / verb
weld	英语 weld 是 well（沸、涌）的变体，或受其过去分词 welled 影响；与丹麦语 vælde、瑞典语 välla（沸腾、锻接）同族	to join pieces of metal by heating them until they fuse	焊接/焊缝	They welded the frame in place.|A crack appeared along the weld.	joining metal by melting the edges into one – 把金属边缘熔到一起，合成一体	焊接：把金属熔合到一起这个工艺|焊缝：熔合处留下的那道痕			noun / verb
welfare	中古英语 welefare，或出自古英语短语 wel faran（过得好）；即 well ＋ fare。「社会救助」义 1904 年始见	the health and comfort of people, or help given by the state	福利/安康	The scheme looks after the welfare of staff.|She lived on welfare for two years.	how well people are doing, and the help that keeps them so – 人过得好不好，以及维持这份好的援助	福利：为保障生活而提供的待遇或救助|安康：身心状况良好这件事			
well	副词 ← 中古英语 wel ← 古英语 wel（好、充分）← 原始日耳曼语 *wela（如愿地）← 原始印欧语 *welh₁-（愿、要）；名词「井」是另一支，← 古英语 wielle（泉）	in a good or satisfactory way, or a hole dug for water	好/充分地/井	She sings well for her age.|They drew water from the well.	as one would wish it to be – 事情如人所愿的那个样子	好：合乎期望地，做得到位|充分地：程度够足，如「充分知情」|井：打到地下取水的那个洞，是同形异源的另一支			
west	中古英语 west ← 古英语 west ← 原始日耳曼语 *westrą ← 原始印欧语 *wek⁽ʷ⁾speros（傍晚），因日落方向而得名	the direction in which the sun goes down	西/西方	The road runs west from here.|Storms come in from the west.	the side of the sky where the sun goes down – 太阳落下去的那一边	西：四方之一|西方：那一侧的地带或阵营			
western	中古英语 westerne ← 古英语 westerne ← 原始日耳曼语 *westrōnijaz，即 west ＋ -ern	situated in or coming from the west	西面的/西部的	The western slope gets less sun.|A western wind brought rain.	belonging to the side where the sun sets – 属于日落那一侧的	西面的：位置在西|西部的：属于某地西边那一片			
wet	中古英语 wet，是 weten（弄湿）的过去分词 ← 古英语 wǣtan（弄湿）← 原始日耳曼语 *wētijaną ← 原始印欧语 *wed-（水、湿）；与 water 同源	covered or soaked with liquid	湿的/潮的/淋湿	His shoes were wet through.|Rain wet the whole field.	having taken up liquid so it is no longer dry – 吸了液体，不再是干的	湿的：表面或内里带着水|潮的：湿的程度轻，带着水气|淋湿：使某物变湿这个动作			adjective / verb
whale	中古英语 whal ← 古英语 hwæl ← 原始日耳曼语 *hwalaz（鲸）← 原始印欧语 *(s)kʷálos（一种大鱼）	a very large sea animal that breathes air	鲸	A whale surfaced beside the boat.|Whales migrate along this coast.	a huge sea animal that must surface to breathe – 极大的海中动物，得浮上来呼吸				
