moon	noun	/muːn/	古英语 mōna（月）← 原始日耳曼语 *mēnōn（用来量时间的那个天体）	the natural satellite that orbits the earth and shines at night	夜里抬头，一只发白的圆盘挂在树梢上，地上多了一层薄薄的影子	月亮/卫星	The moon rose slowly over the hills.|A thin moon hung above the roof.	the pale round light of the night sky – 夜空里那只发白的圆盘	月亮：夜里那只会缺会圆的白盘子|卫星：绕着一颗行星转的那类天体，照月亮的样子归的一类
moral	adjective / noun	/ˈmɒrəl/	拉丁语 mos（属格 moris：风俗、习性）→ moralis（关乎品行的），经古法语 moral 入英语	concerned with the principles of right and wrong behaviour	路上捡到钱包，四周没人，他站了半分钟，还是转身去找警察	道德的/品行的/寓意	He faced a hard moral choice.|The story has a clear moral at the end.	about right and wrong in conduct – 关乎行为对错的那把尺	道德的：拿对错去衡量人的行为|品行的：说一个人做人做事的路数正不正|寓意：一个故事讲完后要人记住的那条做人道理
morality	noun	/məˈrælɪti/	中世纪拉丁语 moralitas ← 拉丁语 moralis（关乎品行的）← mos（属格 moris：风俗）	the set of standards by which conduct is judged right or wrong	全楼都在偷接电线，只有一户按表交钱，邻居们背后议论他傻	道德/道义/品行	They argued about the morality of the war.|Public morality changes from age to age.	the standard that judges conduct – 判断行为对错的那套准绳	道德：一群人共同认下的行为准绳|道义：该不该做这件事上压在人身上的那份分量|品行：某个人身上体现出来的那套准绳
moreover	adverb	/mɔːrˈəʊvə/	中古英语 more（更多）+ over（在此之上）拼合而成，字面「在这之上还有」	in addition to what has already been said	他列完三条理由，停了一下，抬起手又添了第四条	而且/此外/再者	The house is small. Moreover, it is damp.|The plan costs too much. Moreover, it is slow.	on top of what was just said – 在刚说完的话上头再加一条	而且：顺着上文再加一层同向的话|此外：前面说的之外还有别的一项|再者：把新的一条接在已说过的后面
morning	noun	/ˈmɔːnɪŋ/	中古英语 morwening ← 古英语 morgen（天亮时分）← 原始日耳曼语 *murgana	the part of the day from sunrise until noon	窗帘缝里透进一条白光，楼下有人在洗车，空气还带着凉	早晨/上午	She runs by the river every morning.|The letter arrived on Monday morning.	the first stretch of daylight – 天亮后的头一段时间	早晨：天刚亮那一小段，人多半刚起|上午：从天亮到正午之间的整段时间
mortal	adjective / noun	/ˈmɔːtl/	古法语 mortel ← 拉丁语 mortalis（会死的）← mors（属格 mortis：死）	subject to death, or causing death	墓园里一排排石碑，最新那块上的名字他昨天还一起吃过饭	终有一死的/致命的/凡人	Every living thing on earth is mortal.|He received a mortal wound in the fight.	bound to die, or able to kill – 逃不过死，或者能致人死	终有一死的：活物都躲不开尽头这一条|致命的：这一下足以把命取走|凡人：区别于神仙、会老会死的那种人
mortgage	noun / verb	/ˈmɔːɡɪdʒ/	古法语 morgage：mort（死的，← 拉丁语 mortuus）+ gage（质押物，源自法兰克语的日耳曼词），字面「到期即作废的质押」	a loan taken to buy property, with the property held as security	银行给了他买房的钱，房产证锁进银行的柜子，他往后二十年每月还一笔	抵押贷款/按揭/抵押	They took out a mortgage on the house.|He mortgaged his flat to start the shop.	property pledged to secure a loan – 拿房子做保才借到的那笔钱	抵押贷款：房子押在银行才拿到的那笔钱|按揭：按月分期把这笔钱还回去的方式|抵押：把值钱的东西交出去做还债的保
mosquito	noun	/məˈskiːtəʊ/	西班牙语 mosquito 是 mosca 的指小形式 ← 拉丁语 musca（苍蝇），字面「小苍蝇」	a small flying insect whose bite leaves an itchy swelling	关灯后耳边一声细响，第二天手背上鼓起一个红点，越挠越痒	蚊子	A mosquito bit me on the ankle.|Mosquitoes breed in still water.	a tiny biting insect that whines in the dark – 黑暗里带着细响的吸血小虫	
moss	noun	/mɒs/	古英语 mos（沼泽、湿地）← 原始日耳曼语 *musa-（湿处贴地长的那类绒状植物）	a small soft green plant that grows in low mats on damp surfaces	老井的北墙上贴着一层绿绒，手按下去凉且回弹，指腹带起一点湿	苔/苔藓	Moss covered the north side of the wall.|The stones by the stream were slippery with moss.	a soft green mat on damp stone – 湿石头上那层绿绒	苔：贴在湿处长成一片的绿绒|苔藓：不开花、靠潮气活的那类低矮植物的统称
mostly	adverb	/ˈməʊstli/	中古英语 most（最多、大部分）+ -ly（副词后缀），字面「就大头而言」	mainly, or on most occasions	他一周七天有五天在家做饭，剩下两天才叫外卖	主要地/大多/通常	The guests were mostly students.|I mostly work from home these days.	true of the greater part – 大头上都是这样	主要地：占分量最重的那部分是这样|大多：数一数，多数都归这一边|通常：多数时候都如此，偶尔才有例外
mourn	verb	/mɔːn/	古英语 murnan（悲叹、挂念）← 原始日耳曼语 *murnan	to feel or show deep sorrow after someone has died	一屋子人都穿着深色衣服，桌上那副碗筷摆着没人动	哀悼/哀伤	The whole town mourned her death.|He still mourns for his brother.	to carry sorrow for what is lost – 为失去的人把悲痛担着	哀悼：用仪式和沉默把对死者的悲痛表出来|哀伤：心里那股拖着不散的沉重
mouse	noun	/maʊs/	古英语 mūs ← 原始日耳曼语 *mūs-（贴着墙根跑的小灰兽）	a small rodent with a pointed nose and a long thin tail	米袋角上啃出一个洞，地上撒了几粒米，还有一串细小的黑点	老鼠/鼠标	A mouse ran behind the cupboard.|Click the right button on the mouse.	a small grey scurrier with a thin tail – 拖着细尾巴乱窜的小灰东西	老鼠：灰毛尖嘴、沿着墙根跑的小兽|鼠标：手底下推着走的那个小块，因形状像它得名
mouth	noun	/maʊθ/	古英语 mūþ ← 原始日耳曼语 *munthaz	the opening in the face used for eating and speaking	医生让他张开，压下舌头往里照，喉咙深处一片红	嘴/口/河口	He opened his mouth to speak.|The river widens at its mouth.	the opening where things go in and words come out – 东西进得去、话出得来的那个开口	嘴：脸上能张能合的那个开口|口：泛指器物上让东西进出的开口|河口：河流入海处张开的那个宽开口
mud	noun	/mʌd/	中古英语 mudde，来自中古低地德语 mudde（淤泥），与荷兰语 modder 同源	soft wet earth that clings to whatever touches it	雨后小路踩下去发出咕唧一声，鞋底拔起来时带走一大块，越走越沉	泥/泥浆	His boots were thick with mud.|The car got stuck in deep mud.	wet earth that sticks and sucks – 又粘又吸脚的湿土	泥：土掺了水变软、能粘住东西的那种|泥浆：稀到能流动、搅得起来的那种
mug	noun / verb	/mʌɡ/	中古英语 mugge（有柄的粗陶杯），大概来自北欧语（瑞典语 mugg、挪威语 mugge），更早词源不明；「街头行凶」那义出自十八世纪拳赛俚语，指打脸	a thick cup with a handle, or to attack someone in the street to rob them	桌上一只厚壁陶器，把手粗得能塞进三根手指，端起来时手心还是烫	大杯子/马克杯/行凶抢劫	She poured tea into a large mug.|He was mugged near the station last night.	a heavy handled drinking vessel – 一只厚实带把的饮器	大杯子：壁厚、容量大、带把手的喝水器|马克杯：这种圆筒带把、能装一大口的通名|行凶抢劫：街上动手打人夺财，旧俚语里由「打脸」来
