abandon	verb	/əˈbændən/	古法语 abandoner（放弃）← à bandon（任凭处置）	to leave someone or something behind for good	车停在路肩上，门大开着，钥匙还插在孔里，人早没影了	放弃/抛弃/离弃	They abandoned the car by the roadside.|He refused to abandon his plan.	walking away and leaving it to whatever happens – 走开，把它丢给接下来的一切	放弃：手一松，从此不再管它的下文|抛弃/离弃：把本该归自己管的人或物留在原地走掉
abide	verb	/əˈbaɪd/	古英语 ābīdan（等候、忍受）← ā-（加强）+ bīdan（等待）	to stay somewhere, or to put up with something without leaving	檐下站着不动，雨下了两个钟头，鞋全湿了也没挪窝	忍受/遵守/居留	I cannot abide such rudeness.|Everyone must abide by the rules.	staying put under whatever comes down on you – 待在原处，任上头落下来的东西落着	忍受：压在身上也不挪开的那份待着|遵守：把自己留在划好的线里不出去|居留：长久待在一处不走
aboard	adverb / preposition	/əˈbɔːd/	中古英语 a-（在其上）+ 古英语 bord（船舷、船板）	on or onto a ship, plane, train, or bus	踏板一收，脚下开始晃，岸就那么退开了	在船上/上船/在车上	All passengers are now aboard.|He climbed aboard the fishing boat.	with your feet on the thing that is carrying you – 脚踩在那件正载着你走的东西上	在船上/在车上：人已在载具里头，随它一起动|上船：从岸上跨进去那一步
abolish	verb	/əˈbɒlɪʃ/	古法语 abolir ← 拉丁语 abolere（消灭、废止）	to put an end to a law, system, or practice	墙上挂了几十年的规条被摘下来，钉子孔还在，字不再算数	废除/取消	The country abolished the old tax.|They voted to abolish the practice.	striking a standing rule out of existence – 把立着的那条规矩一笔划掉	废除：让立着的制度从此不再算数|取消：把已定下的事整个抹掉
abound	verb	/əˈbaʊnd/	古法语 abunder ← 拉丁语 abundare（涌流而出）← ab-（自）+ unda（波浪）	to exist in very large numbers	翻开哪块石头底下都爬着虫，多得数不过来	大量存在/充满/富于	Fish abound in these cold waters.|The town abounds with small cafes.	coming in more than the place can hold – 多到那地方装不下，还往外冒	大量存在：到处都有，随手一翻就是|充满/富于：某样东西多到把整处填满
abroad	adverb	/əˈbrɔːd/	中古英语 a-（在）+ 古英语 brād（宽阔）	in or to a foreign country	护照盖了新章，插座插不进去，超市标签一个字不认得	在国外/到国外/广泛地	She has lived abroad for ten years.|The news soon spread abroad.	out past your own border where nothing is the usual – 越过自家边界，处处都不是原来那套	在国外/到国外：人越出本国界线之外|广泛地：铺得开、散到远处
absence	noun	/ˈæbsəns/	古法语 absence ← 拉丁语 absentia（不在场）← abesse（离开）	the state of not being there, or of not existing	点名点到那个名字，后排椅子空着，桌面积了一层灰	缺席/缺乏/不在	His absence was noticed at once.|In the absence of proof, we waited.	the shape left where someone or something should be – 该有的地方留下的那个空位	缺席/不在：人该到的场合里没有他|缺乏：某样东西该有却一点没有
absorb	verb	/əbˈzɔːb/	拉丁语 absorbere（吸进去）← ab-（自）+ sorbere（吸吮）	to take something in so that it becomes part of the whole	一张纸巾按在水洼上，水没了，纸鼓起来变沉	吸收/吸引/并入	Dry soil absorbs water quickly.|The book absorbed her all evening.	taking a thing right into itself until it is gone – 把外头的东西吃进去，直到看不见	吸收：把水或热之类吃进体内|吸引：把人的注意整个吃进去|并入：把小的一块整个纳进自身
absurd	adjective	/əbˈsɜːd/	拉丁语 absurdus（刺耳、不合调）← ab-（离）+ surdus（聋、闷响）	so unreasonable that it becomes laughable	大热天有人裹着棉袄在沙滩上跑，还跑得一本正经	荒谬的/可笑的	That is an absurd excuse.|The whole plan sounds absurd to me.	so out of tune with sense that it turns funny – 跟道理完全不搭调，听着就发笑	荒谬的：跟常理对不上，怎么说都说不通|可笑的：不合调到让人忍不住笑
abundant	adjective	/əˈbʌndənt/	拉丁语 abundans（满溢的）← abundare（涌流）← ab-（自）+ unda（波浪）	present in more than enough quantity	果树压得枝条弯到地上，落一地没人捡，烂在草里	丰富的/充足的/大量的	The region has abundant rainfall.|Fresh fruit was abundant that summer.	more of it than gets used up – 多到用不完，剩下的也不心疼	丰富的/大量的：数量多到有余|充足的：够用之外还有剩
abuse	verb / noun	/əˈbjuːz/	古法语 abuser ← 拉丁语 abusus（用坏）← ab-（偏离）+ uti（使用）	to use something wrongly, or to treat someone cruelly	借来的扳手被他当锤子砸，还回去时豁了口；狗见他抬手就往桌下缩	滥用/虐待/辱骂	He was accused of abusing his power.|Do not abuse the animals.	using something in a way that damages it – 用得不对，把那东西用坏、用伤	滥用：把权或物用到不该用的地方|虐待：把人或动物当东西一样使坏|辱骂：拿话往人身上砸
accent	noun	/ˈæksənt/	古法语 accent ← 拉丁语 accentus（加在音上的调）← ad-（向）+ canere（唱）	the way words are pronounced, showing where someone is from	他一开腔，同一句普通话里冒出别处的调子，满桌人都回头	口音/重音/强调	She speaks English with a French accent.|Put the accent on the first syllable.	the extra push laid on one sound – 压在某个音上的那一下额外劲	口音：整口话里带出的地方调子|重音：一个词里被压重的那一下|强调：把劲头特意加在某处
account	noun / verb	/əˈkaʊnt/	古法语 acont（计算）← conter（数）← 拉丁语 computare（合算）	a record of money kept by a bank, or an explanation of events	存折翻开，一行行数字连着日期，柜台后有人逐笔念给他听	账户/账目/说明	She opened a bank account.|He gave a full account of the night.	the running record of what went in and out, item by item – 一笔一笔记下来的进出底账	账户：存着钱、按笔记进出的那个位置|账目：一笔笔记下的数目|说明：把一件事逐条数给别人听
