south	古英语 sūþ ← 原始西日耳曼语 *sunþr ← 原始日耳曼语 *sunþrą ← 原始印欧语 *sóh₂wl̥（日）	the direction opposite north	南/南方	They drove south for two hours.|The window faces south all day.	the direction where the sun stands highest – 日头最高的那一侧	南：四个基本方位之一|南方：位于南边的那一片地区			
southeast	古英语 sūþēast，由 south ＋ east 复合而成	the direction midway between south and east	东南	The storm moved off to the southeast.|Their farm lies southeast of town.	the point midway between two named directions – 两个方位之间的正中一点				
southern	古英语 sūþerne ← 原始日耳曼语 *sunþrōnijaz，由 south ＋ -ern 构成	belonging to or coming from the south	南方的/南部的	Southern winters are much milder.|She grew up in a southern port.	belonging to the sunward side – 属于向日那一侧的	南方的：位于或来自南边的|南部的：属于某地南半部的			
southwest	古英语 sūþwest，由 south ＋ west 复合而成	the direction midway between south and west	西南	Rain came in from the southwest.|The road bends southwest after the bridge.	the point midway between the other two – 另两个方位之间的正中一点				
sovereign	中古英语 sovereyn ← 古法语 soverain ← 俗拉丁语 *superānus ← 拉丁语 super（在上）；拼法受 reign 的俗解影响	having supreme authority, or a ruler with such authority	至高的/君主	Parliament remains the sovereign body here.|The sovereign opened the session.	standing above all others in authority – 权柄在众人之上	至高的：没有更高权力在其上|君主：掌握最高权力的统治者			adjective / noun
sow	「播种」一支 ← 古英语 sāwan ← 原始日耳曼语 *sēaną ← 原始印欧语 *seh₁-（播）；同形的「母猪」另出古英语 sugu	to put seed into the ground so that it grows	播种/撒播	They sow wheat here every spring.|Doubt was sown among the members.	putting seed into the ground – 把种子放进地里	播种：把种子种到地里|撒播：把种子或说法散开		/səʊ/	verb
spade	古英语 spadu（铲）← 原始日耳曼语 *spadô	a tool with a flat blade for digging	铲子/黑桃	He leaned on his spade and rested.|She played the ace of spades.	a flat blade pushed into the ground – 压进地里的平刃	铲子：挖土用的平刃工具|黑桃：扑克牌四种花色之一			
span	古英语 spann ← 原始日耳曼语 *spannō（一掌之宽）← 原始印欧语 *(s)pend-（张开）	the full extent from one end to the other	跨度/延续期	The bridge has a span of thirty metres.|His career spanned four decades.	the reach stretched from end to end – 从一端张到另一端的那段距离	跨度：两端之间的距离|延续期：从头到尾的一段时间		/spæn/	noun / verb
spare	古英语 spær（节省的、稀少的）← 原始日耳曼语 *sparaz ← 原始印欧语 *sph₁rós	kept in reserve for later use, or to give from what one has	多余的/腾出	Keep a spare key in the drawer.|Can you spare a few minutes.	held back rather than used up – 留着没有用掉的	多余的：额外留存未派用途的|腾出：从自己所有中让出一部分			adjective / verb
spark	古英语 spearca ← 原始西日耳曼语 *sparkō，或出原始日耳曼语 *sparkaz（活跃的）← 原始印欧语 *sperg-（撒、洒）	a tiny piece of burning material thrown out	火花/火星	A spark set the dry grass alight.|Sparks flew from the grinding wheel.	a tiny burning bit thrown off – 迸出来的一小点燃着的东西	火花：迸射的细小亮点|火星：燃着的极小颗粒			
sparkle	中古英语 sparkel，由 spark ＋ -le（指小与反复后缀）构成	to give off quick bright flashes, as light on water does	闪耀/闪光	Dew sparkled on the morning grass.|Her eyes sparkled with amusement.	giving off many tiny flashes – 不断发出许多细小的闪亮	闪耀：连续放出耀眼的光|闪光：短暂而反复的亮点			verb / noun
speak	古英语 specan ← 更早的 sprecan ← 原始西日耳曼语 *sprekan ← 原始日耳曼语 *sprekaną ← 原始印欧语 *spreg-（发声）	to use the voice to express thoughts	说话/演讲	She spoke to him after the meeting.|He speaks three languages fluently.	putting thought into voiced words – 把想法化成出声的话	说话：用言语表达|演讲：面向众人作正式发言			
speaker	中古英语 speker，为古英语 spreca（说话者）换后缀而成，相当于 speak ＋ -er	a device that produces sound, or a person giving a talk	扬声器/演讲者	One speaker crackled during the concert.|The main speaker arrived late.	what or who sends the voice out – 把声音送出去的那个人或物	扬声器：把电信号变成声音的器件|演讲者：向众人发言的人			
spear	古英语 spere ← 原始西日耳曼语 *speru ← 原始日耳曼语 *speru ← 原始印欧语 *sperH-	a weapon with a long shaft and a pointed head	矛/长枪	He threw the spear at the target.|Fishermen once used spears here.	a long shaft ending in a point – 一端收成尖的长杆	矛：带尖头的长柄兵器|长枪：同类的长杆刺击兵器			
speech	古英语 spǣċ／sprǣċ ← 原始西日耳曼语 *sprāku ← 原始印欧语 *spreg-（发声）	a formal talk given to an audience, or the power of speaking	演说/言语	His speech lasted twenty minutes.|The illness affected her speech.	the act and faculty of putting words out – 说出话来这件事以及这项能力	演说：对众人所作的正式讲话|言语：说话这项能力或所说的话			
speed	古英语 spēd（顺遂、成功）← 原始西日耳曼语 *spōdi ← 原始日耳曼语 *spōaną（顺利）← 原始印欧语 *speh₁-（顺遂）	the rate at which something moves	速度/快速	The car picked up speed on the hill.|They worked at great speed.	how fast ground is covered – 单位时间里走过多少路	速度：移动的快慢程度|快速：速度高这个性质			
spell	「拼写」一支 ← 中古英语 spellen ← 盎格鲁诺曼语 espeler ← 法兰克语 *spelōn，与本族古英语 spellian（讲述）合流；同形的「咒语」出古英语 spell（消息、故事）	to name or write the letters of a word in order	拼写/拼出	She spelled her surname for him.|How do you spell that word.	naming the letters one after another – 把字母按次序一个个说出或写下	拼写：按字母顺序写出词|拼出：把词的字母逐个说出			verb
spelling	15 世纪起见于记载，由 spell ＋ -ing 构成	the way letters are arranged to form a word	拼法/拼写法	The spelling of that word varies.|Check the spelling before printing.	the settled order of a word letters – 一个词字母排定的次序	拼法：某个词的字母写法|拼写法：一套拼写规则			
spicy	16 世纪起见于记载，由 spice ＋ -y 构成	strongly flavoured with hot spices	辛辣的/加了香料的	The soup was too spicy for me.|They serve spicy noodles here.	carrying the sharp bite of spice – 带着香料那股辣劲	辛辣的：味道刺激发辣|加了香料的：调入香料而味浓			
spider	中古英语 spiþre ← 古英语 spīþra ← 原始西日耳曼语 *spinþrijō，源自原始日耳曼语 *spinnaną（纺）	a small eight-legged creature that spins webs	蛛/蛛形动物	A spider had spun a web overnight.|Most spiders are harmless to people.	the eight-legged creature that spins – 会纺丝结网的八足小动物	蛛：会结网的八足小动物|蛛形动物：包含蜘蛛蝎子的一类节肢动物			
spill	古英语 spillan（毁、糟蹋）← 原始西日耳曼语 *spilþijan ← 原始日耳曼语 *spilþijaną ← 原始印欧语 *(s)pel-（裂开）	to let liquid run out of a container by accident	溢出/洒出	He spilled coffee on the report.|Oil spilled into the harbour.	letting liquid escape over the edge – 让液体越过边沿跑出去	溢出：液体从容器里流出|洒出：不小心把液体泼出			
spin	古英语 spinnan ← 原始日耳曼语 *spinnaną ← 原始印欧语 *(s)penh₁-	to turn round quickly, or to make thread from fibre	旋转/纺线	The wheel spun for several seconds.|She spins wool into yarn.	turning quickly about a centre – 绕中心快速打转	旋转：绕轴快速转动|纺线：把纤维捻成线			
spine	中古英语 spyne ← 古法语 espine ← 拉丁语 spīna（刺、脊骨）	the line of bones down the back, or a sharp point on a plant	脊柱/书脊	She injured her spine in the fall.|The title runs down the spine.	the row of bones running down the back – 沿背部排成一列的骨头	脊柱：背部由脊椎骨连成的支柱|书脊：书籍装订的那一侧			
spit	「吐」一支 ← 古英语 spittan（吐），拟声起源；同形的「烤肉铁签」另出古英语 spitu	to force liquid out of the mouth	吐出/唾液	He spat the bitter seed onto the ground.|A drop of spit hit the page.	forcing something out through the lips – 从唇间用力送出去	吐出：把口中之物送出口外|唾液：口中分泌的液体			verb / noun
spite	中古英语 spit，为 despit 的截头形 ← 古法语 despit ← 拉丁语 dēspectum（俯视、轻蔑），源自 dēspicere（鄙视）	a wish to hurt or annoy someone deliberately	恶意/怨恨	She said it out of pure spite.|Old spite kept the two apart.	the ill will felt from looking down on another – 出于轻蔑而生的害人之心	恶意：故意想害人的心思|怨恨：积存下来的不满与敌意			
splash	或为 plash 的变体，加了词首 s-	to make liquid fly about in drops	飞溅/泼洒	Rain splashed against the dark window.|Children splashed in the shallow pool.	sending liquid flying in drops – 使液体成滴四散飞开	飞溅：液体四散射出|泼洒：把液体大片洒出			noun / verb
splendid	拉丁语 splendidus，由 splendēre（发光）＋ -idus 构成	very impressive in appearance, or extremely good	壮丽的/极好的	The hall looked splendid in candlelight.|That is a splendid idea.	shining bright enough to impress – 亮到令人赞叹	壮丽的：宏伟华美令人赞叹|极好的：程度上非常好			
split	借自荷兰语与低地德语 splitten（劈开），1567 年前后起见于英语	to break or divide along a line	劈开/分裂	He split the log with one blow.|The party split over the issue.	breaking apart along a line – 沿一条线分成两边	劈开：用力沿纹路分开|分裂：整体分成对立的几部分			
spoil	中古英语 spoilen ← 古法语 espoillier ← 拉丁语 spoliāre（掠夺、毁坏）	to become unfit to use, or to ruin something	变质/损坏	Milk spoils quickly in this heat.|Rain spoiled the whole afternoon.	being stripped of what made it good – 好处被剥去而不再可用	变质：食物等因久放而不能用|损坏：使某物失去应有的好处			
spokesman	由 spoke（speak 的过去分词）＋ -s- ＋ man 构成	a man who speaks officially for a group	代言人	A spokesman denied the whole report.|The spokesman read a short statement.	the man who speaks on behalf of others – 代众人出面说话的人			/ˈspəʊksmən/	
