niece	noun	/niːs/	古法语 niece ← 通俗拉丁语 neptia ← 拉丁语 neptis（侄女、孙女），与 nepos（侄、外甥）同支	the daughter of one's brother or sister	哥哥家的小姑娘一进门就扑过来，比我矮一个头	侄女/外甥女	My niece starts primary school this year.|He took his niece to the zoo.	brother's or sister's daughter – 兄弟姐妹家的女儿	侄女：哥哥或弟弟家的女儿|外甥女：姐姐或妹妹家的女儿
night	noun	/naɪt/	古英语 niht ← 原始日耳曼语 *nahtiz（夜）	the period of darkness between sunset and sunrise	路灯一盏盏亮起来，窗外只剩下树的轮廓和几点星	夜晚/夜间/黑夜	The city goes quiet at night.|She read late into the night.	the dark half of the day – 一天里黑下来的那一半	夜晚：太阳落下到天亮之间那一段|夜间：同一段时间，强调事情落在里头|黑夜：着眼于那段时间里没有光
nineteen	noun / adjective	/ˌnaɪnˈtiːn/	古英语 nigontīene（nigon 九 + tīene 十）← 原始日耳曼语	the number between eighteen and twenty	棋子摆成两排，头一排满了十个，第二排只放到第九个	十九	Nineteen people signed the letter.|She left home at nineteen.	ten with nine added – 十上头再添九	十九：十再加九得到的那个数
ninety	noun / adjective	/ˈnaɪnti/	古英语 nigontig（nigon 九 + -tig 十的倍数）← 原始日耳曼语	the number that is ten times nine	老太太的寿宴上蜡烛插不下，改成九支大的代表九个十	九十	Her grandmother lived to ninety.|Ninety boxes filled the small truck.	ten taken nine times over – 十个一组，取九组	九十：九个十合起来的那个数
nobody	pronoun	/ˈnəʊbədi/	中古英语 no body，由 no（一个也不，← 古英语 nān）与 body（身体，← 古英语 bodiġ）合成	not a single person, or a person of no importance	敲了三下门，屋里一点动静都没有，桌上的茶早凉了	没有人/无人/无名小卒	Nobody answered the phone all morning.|He was a nobody before that film.	not one single person – 连一个人也找不出	没有人：找遍了也挑不出一个|无人：同一个意思，语气正式些|无名小卒：没人认得、说不上话的那种人
nod	verb / noun	/nɒd/	中古英语 nodden（把头一低），更早词源不明，或与古高地德语 hnotōn（摇动）有关	to bend the head forward quickly, especially to show agreement	下巴往下一沉又抬起来，没出声，对面的人就明白了	点头/颔首/打盹	She nodded to show she agreed.|He gave a quick nod and left.	a small dip of the head – 头往下轻轻一落	点头：头一低一起，表示同意或招呼|颔首：同一个动作，说得文一些|打盹：坐着犯困时头一下下往前栽
noise	noun	/nɔɪz/	古法语 noise（喧闹、争吵），更早词源不明；旧说出自拉丁语 nausea（船上那种难受），今存疑	a sound, especially a loud or unpleasant one	楼上电钻响了一上午，说话得凑到耳边喊	噪音/喧闹声/杂音	The noise from the street kept me awake.|Machines made too much noise to talk.	unwanted sound pressing on the ear – 挤到耳朵里的多余声响	噪音：不想听又躲不开的响声|喧闹声：一群人或一片场面发出的乱响|杂音：混在有用信号里的那部分乱响
noisy	adjective	/ˈnɔɪzi/	由 noise（喧闹）加 -y 构成，16 世纪起见于英语	making or full of loud sound	教室里几十张嘴同时讲，讲台上的话传不到后排	吵闹的/喧闹的	The children were noisy all afternoon.|We ate in a noisy little restaurant.	filled with loud sound – 里头装满了响声	吵闹的：人或东西一直发出让人受不了的响|喧闹的：整个场面热闹到嗡嗡一片
none	pronoun	/nʌn/	古英语 nān（ne 不 + ān 一）← 原始日耳曼语	not any of the people or things mentioned	盘子在六个人手里转了一圈，每人都摆手，回来时还是满的	一个也没有/毫无	None of the shops were open.|She asked for help but got none.	not any at all, zero of them – 一样也不剩	一个也没有：数得出的东西里挑不出一个|毫无：整体上一点都不占，不论多少
noodle	noun	/ˈnuːdl/	借自德语 Nudel（面团条），德语内部更早词源不明	a long thin strip of dough, usually boiled	筷子从热汤里挑起一根白的，冒着气，另一头还垂在碗里	面条/面	He ordered a bowl of beef noodles.|The noodles were still too hot.	dough drawn out into a long strip – 团子抻成的一条	面条：团子擀开切细、下水煮软的那种条|面：口语里就用这一个字，常连汤带碗一起说
