W	overall	adjective	/ˈoverall/			英语词条 overall，现代词义按整体记	a thing or action related to overall	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	总的	The overall changed the situation.|Researchers discussed the overall carefully.	a clear scene connected with overall – 与该词相连的清晰场景	总的：从核心场景引出的常用义		overall effect —— 总体效果
W	overcoat	noun	/ˈovercoat/			英语词条 overcoat，现代词义按整体记	a thing or action related to overcoat	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	大衣	The overcoat changed the situation.|Researchers discussed the overcoat carefully.	a clear scene connected with overcoat – 与该词相连的清晰场景	大衣：从核心场景引出的常用义		
W	overcome	verb	/ˈovercome/			英语词条 overcome，现代词义按整体记	a thing or action related to overcome	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	克服	The overcome changed the situation.|Researchers discussed the overcome carefully.	a clear scene connected with overcome – 与该词相连的清晰场景	克服：从核心场景引出的常用义		overcome difficulties —— 克服困难
W	overflow	verb	/ˈoverflow/			英语词条 overflow，现代词义按整体记	a thing or action related to overflow	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	溢出	The overflow changed the situation.|Researchers discussed the overflow carefully.	a clear scene connected with overflow – 与该词相连的清晰场景	溢出：从核心场景引出的常用义		
W	overhead	adjective	/ˈoverhead/			英语词条 overhead，现代词义按整体记	a thing or action related to overhead	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	头顶的	The overhead changed the situation.|Researchers discussed the overhead carefully.	a clear scene connected with overhead – 与该词相连的清晰场景	头顶的：从核心场景引出的常用义		
W	overhear	verb	/ˈoverhear/			英语词条 overhear，现代词义按整体记	a thing or action related to overhear	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	无意听到	The overhear changed the situation.|Researchers discussed the overhear carefully.	a clear scene connected with overhear – 与该词相连的清晰场景	无意听到：从核心场景引出的常用义		
W	overlap	noun	/ˈoverlap/			英语词条 overlap，现代词义按整体记	a thing or action related to overlap	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	重叠	The overlap changed the situation.|Researchers discussed the overlap carefully.	a clear scene connected with overlap – 与该词相连的清晰场景	重叠：从核心场景引出的常用义		overlap with sth —— 与某物重叠
W	overlook	verb	/ˈoverlook/			英语词条 overlook，现代词义按整体记	a thing or action related to overlook	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	忽视	The overlook changed the situation.|Researchers discussed the overlook carefully.	a clear scene connected with overlook – 与该词相连的清晰场景	忽视：从核心场景引出的常用义		
W	overpass	noun	/ˈoverpass/			英语词条 overpass，现代词义按整体记	a thing or action related to overpass	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	立交桥	The overpass changed the situation.|Researchers discussed the overpass carefully.	a clear scene connected with overpass – 与该词相连的清晰场景	立交桥：从核心场景引出的常用义		
W	overseas	adjective	/ˈoverseas/			英语词条 overseas，现代词义按整体记	a thing or action related to overseas	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	海外的	The overseas changed the situation.|Researchers discussed the overseas carefully.	a clear scene connected with overseas – 与该词相连的清晰场景	海外的：从核心场景引出的常用义		go overseas —— 去海外
W	overtake	verb	/ˈovertake/			英语词条 overtake，现代词义按整体记	a thing or action related to overtake	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	超过	The overtake changed the situation.|Researchers discussed the overtake carefully.	a clear scene connected with overtake – 与该词相连的清晰场景	超过：从核心场景引出的常用义		
W	overthrow	verb	/ˈoverthrow/			英语词条 overthrow，现代词义按整体记	a thing or action related to overthrow	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	推翻	The overthrow changed the situation.|Researchers discussed the overthrow carefully.	a clear scene connected with overthrow – 与该词相连的清晰场景	推翻：从核心场景引出的常用义		
W	overtime	adjective	/ˈovertime/			英语词条 overtime，现代词义按整体记	a thing or action related to overtime	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	加班	The overtime changed the situation.|Researchers discussed the overtime carefully.	a clear scene connected with overtime – 与该词相连的清晰场景	加班：从核心场景引出的常用义		
W	overturn	verb	/ˈoverturn/			英语词条 overturn，现代词义按整体记	a thing or action related to overturn	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	翻转	The overturn changed the situation.|Researchers discussed the overturn carefully.	a clear scene connected with overturn – 与该词相连的清晰场景	翻转：从核心场景引出的常用义		
W	overwhelm	verb	/ˈoverwhelm/			英语词条 overwhelm，现代词义按整体记	a thing or action related to overwhelm	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	压倒	The overwhelm changed the situation.|Researchers discussed the overwhelm carefully.	a clear scene connected with overwhelm – 与该词相连的清晰场景	压倒：从核心场景引出的常用义		
W	overwhelming	adjective	/ˈoverwhelming/			英语词条 overwhelming，现代词义按整体记	a thing or action related to overwhelming	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	压倒性的	The overwhelming changed the situation.|Researchers discussed the overwhelming carefully.	a clear scene connected with overwhelming – 与该词相连的清晰场景	压倒性的：从核心场景引出的常用义		
W	own	verb	/ˈown/			英语词条 own，现代词义按整体记	a thing or action related to own	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	拥有	The own changed the situation.|Researchers discussed the own carefully.	a clear scene connected with own – 与该词相连的清晰场景	拥有：从核心场景引出的常用义		
W	paddle	verb	/ˈpaddle/			英语词条 paddle，现代词义按整体记	a thing or action related to paddle	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	桨	The paddle changed the situation.|Researchers discussed the paddle carefully.	a clear scene connected with paddle – 与该词相连的清晰场景	桨：从核心场景引出的常用义		
W	page	noun	/ˈpage/			英语词条 page，现代词义按整体记	a thing or action related to page	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	页	The page changed the situation.|Researchers discussed the page carefully.	a clear scene connected with page – 与该词相连的清晰场景	页：从核心场景引出的常用义		
W	palace	noun	/ˈpalace/			英语词条 palace，现代词义按整体记	a thing or action related to palace	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	宫殿	The palace changed the situation.|Researchers discussed the palace carefully.	a clear scene connected with palace – 与该词相连的清晰场景	宫殿：从核心场景引出的常用义		
W	pamphlet	noun	/ˈpamphlet/			英语词条 pamphlet，现代词义按整体记	a thing or action related to pamphlet	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	小册子	The pamphlet changed the situation.|Researchers discussed the pamphlet carefully.	a clear scene connected with pamphlet – 与该词相连的清晰场景	小册子：从核心场景引出的常用义		
W	panorama	noun	/ˈpanorama/			英语词条 panorama，现代词义按整体记	a thing or action related to panorama	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	全景	The panorama changed the situation.|Researchers discussed the panorama carefully.	a clear scene connected with panorama – 与该词相连的清晰场景	全景：从核心场景引出的常用义		
W	parachute	noun	/ˈparachute/			英语词条 parachute，现代词义按整体记	a thing or action related to parachute	木桌上摆着一件物品，旁边留着一条空白路径，窗光从左侧照来	降落伞	The parachute changed the situation.|Researchers discussed the parachute carefully.	a clear scene connected with parachute – 与该词相连的清晰场景	降落伞：从核心场景引出的常用义		
