stamp	中古英语 stampen（捣、砸）← 古英语 stempan（捣碎）← 原始日耳曼语 *stampōną（踩踏、击打）← 原始印欧语 *stemb-（踏下去）	a small piece of paper stuck on mail to show that postage has been paid	邮票/图章/踩踏	He stuck a stamp on the envelope.|She stamped her foot in anger.	a hard press downward that leaves a mark – 重重压下去、留下印记	邮票：盖过戳才算付过邮资，那一小片纸因此得名|图章：压下去留印的那件工具|踩踏：脚重重压向地面，还是同一个动作			
standard	英语 standard ← 古法语 estandart（集合地、军旗）← 法兰克语 *standahard（站得稳）	agreed as the usual level or quality that others are measured against	标准的/标准/规格	This is standard practice in most hospitals.|The room comes with standard equipment.	taken as the fixed measure everyone is held to – 拿来当尺度、人人照它比的那一档	标准的：符合公认那一档的|标准：那把公认的尺度本身|规格：把尺度落到具体数值与形制上			adjective / noun
standpoint	由 stand ＋ point 复合而成，仿译德语 Standpunkt（站立点）	the position from which someone looks at a matter	立场/观点	From a legal standpoint, the contract is void.|Consider it from the buyer's standpoint.	the spot you stand on that decides what you see – 你所站的那一处，决定你看见什么	立场：人所站的位置，引申为所持的态度|观点：从那个位置看出去所得的看法			
staple	中古英语 stapel ← 古英语 stapol（柱、桩）← 原始日耳曼语 *stapulaz（柱）；「大宗商品」义另出一支，经古法语 estaple（集市）与晚期拉丁语 stapula 传入，与此同源	a small u-shaped metal fastener pushed through paper and bent flat behind	订书钉/主要产品/主食	The report was held together by two staples.|Rice is a staple in much of Asia.	the piece that pins things together, or the one good a place lives on – 把东西钉住的那件，或一地赖以为生的那一宗	订书钉：穿过纸再弯折，把纸扣在一起|主要产品：一地贸易所倚的大宗，如同支住局面的那根柱|主食：饮食里当主的那一宗，同一层意思落到吃上			
star	中古英语 sterre ← 古英语 steorra ← 原始日耳曼语 *sternô ← 原始印欧语 *h₂stḗr（星）	a huge ball of burning gas that appears as a point of light in the night sky	恒星/明星/星形	Thousands of stars appeared once the clouds cleared.|She became a film star at nineteen.	a self-shining point that stands out in the dark – 自身发光、在暗处格外显眼的一点	恒星：天上自身发光的那类天体|明星：人群里最显眼的那个，借光亮作比|星形：照那一点的画法画成的五角形			
stare	中古英语 staren ← 古英语 starian（凝视）← 原始日耳曼语 *starjaną（僵住、发直）← 原始印欧语 *ster-（硬、僵）	to look at something for a long time without moving the eyes	凝视/瞪视/注视不动	He stared at the screen without blinking.|Passers-by stared at her bright hat.	to hold the gaze pinned on one thing – 把目光钉在一处不移开	凝视：目光定住，久看一处|瞪视：同样定住，但带着不满或敌意|注视不动：强调眼珠几乎不转这一点			
start	中古英语 sterten（猛然跃起、冲出）← 古英语 styrtan（跳起）← 原始西日耳曼语 *sturtijan（使惊动）← 原始印欧语 *(s)ter-（僵、硬）	the point or moment at which something begins	开始/出发点/惊跳	The race had a false start.|He woke with a start at midnight.	the sudden move out of standing still – 从静止里猛然动起来的那一下	开始：事情由不动转为动的那一刻|出发点：动起来的那个位置|惊跳：受惊时身子猛一动，本义正在这一跳上			
startle	中古英语 startlen（急奔、绊跌）← 古英语 steartlian（踢腾、挣动），即 start ＋ 反复体后缀 -le	to make someone move or jump suddenly from surprise	惊动/使吓一跳	A loud bang startled the sleeping dog.|Sorry, I did not mean to startle you.	to give someone a jolt that makes the body move – 惊得对方身子猛动一下	惊动：使人受惊而有所动作|使吓一跳：强调那一下突然且短促			
starve	中古英语 sterven（死去）← 古英语 steorfan（死）← 原始日耳曼语 *sterbaną（僵住而死）← 原始印欧语 *(s)terp-（失力、发麻）；后专指因断粮而死	to suffer or die from having no food	饿死/挨饿/极度缺乏	Thousands starved during the long drought.|The plants were starved of light.	to be worn down toward death by having nothing to eat – 因无可吃而一步步耗下去	饿死：耗到尽头那一步|挨饿：还在耗着、尚未到尽头|极度缺乏：把断粮推广到断任何必需之物			
steady	中古英语 stedy，或续古英语 stæþþiġ（稳固的），即 stead（位置）＋ 形容词后缀 -y	firmly fixed, or moving at an even rate without sudden change	稳的/稳步的/持续不变的	Hold the ladder steady while I climb.|Sales showed steady growth all year.	keeping the same position or pace throughout – 位置或速度全程不变	稳的：不摇不晃，位置守得住|稳步的：动是动，但速度不忽快忽慢|持续不变的：把这份不变拉长到整段时间			
