really	really + adj/adv —— 很、非常，口语里最常用的加强说法，与 very 同档，强于 quite ≈ rather|really + like/want/need sth —— 确实、真的，放在实义动词前加强肯定|don't really + do sth —— 不太、不怎么，否定被削弱；换成 really don't 就成了强否定，语序定轻重|not really —— 其实不、不算是，单独作答时比 no 留余地
certainly	will/would certainly + do sth —— 一定会，插在助动词与实义动词之间，是它最常见的位置|Certainly. / Certainly not. —— 应答用法，当然可以与当然不行成对，比 yes 与 no 正式而有礼|almost certainly —— 几乎可以肯定，把断言收回一点余地，书面里比单用 certainly 更稳|Certainly, + 主句, but ... —— 句首先认下一层再用 but 转开，议论里常见的让步壳
practically	practically + adj —— 几乎、差不多，如 practically empty；不落在 somewhat < fairly < quite ≈ rather < very 这把尺上，而是越过 very 逼近满值，只差一步到 completely|practically all/every/everyone —— 几乎全部，修饰整体量词时与 almost 可换|Practically speaking, + 主句 —— 句首插入语，实际说来，此处回到实用这一义，不表程度|practically impossible —— 兼两层：实际上做不到，以及差一点就不可能，靠上下文分
largely	largely ignored/unchanged/responsible —— 大体上、主要是，接过去分词或形容词是它最常见的位置|largely due to / largely because of sth —— 主要由于，用来指出占大头的那个原因|largely a matter of sth —— 主要是某一方面的事，把整件事归到一头上；与 mostly 的分工是它论比重、mostly 论件数与次数
mostly	be mostly + n/adj —— 大多是，数得出的成员里多数归这一边，此处不换 largely|mostly + do sth —— 通常、多半这么做，说的是次数上的多数，largely 没有这个用法|mostly cloudy/sunny —— 天气预报的固定说法，以多云或晴为主
nearly	nearly two hours / nearly 300 people —— 将近，接数量时表快够到那个刻度|nearly + adj —— 几乎、差不多，如 nearly empty；不占 somewhat < fairly < quite ≈ rather < very 这把尺上的格，而是越过 very 逼近满值，只差一步没到 completely|not nearly enough / not nearly as adj as sth —— 远远不够、远不如，此时不表几乎而是把差距拉大|nearly all / almost none —— 全量一侧两词都换得，否定量词一侧只能用 almost，nearly none 与 nearly no one 都不地道
barely	barely enough / barely visible —— 勉强够、勉强看得见，barely 独有的侧重是刚够到线，再差一点就不成立|barely escape / barely manage to do sth —— 勉强逃过、勉强办成，事情成了但只差一点就没成|barely any / barely ever —— 几乎没有、几乎从不，本身即否定，句中不再加 not；与 hardly 同档，scarcely 是同档里更书面的那个|can barely hear/see sth —— 简直听不见，程度落在 somewhat 之下且已越过否定线，不占 somewhat < fairly < quite ≈ rather < very 这把尺上任何一格
badly	do badly / be badly made —— 很糟地，说做得不好或表现差，此义还能加 very 成 very badly|need/want/miss sth badly —— 非常想要，此义只落在动词或宾语之后，挪到动词前就不通|badly injured / badly damaged / badly needed —— 严重地，接过去分词时程度顶到 very 之上，不在 somewhat < fairly < quite ≈ rather < very 的中段|badly off —— 境况差、手头紧，与 well off 成对，此处不表程度
highly	highly likely/unlikely/probable —— 很可能，程度与 very 同档，但 highly 只搭得上有限的一批词，不像 very 那样通配|highly recommended / highly respected / highly trained —— 接过去分词是它最常见的位置，书面里比 very 稳|speak/think highly of sb —— 高度评价某人，固定搭配，此处不能换成 high|fly high / aim high —— 空间上的高只能用 high，highly 只管程度，两词不通用
possibly	cannot possibly + do sth —— 绝不可能，与否定连用是加强语气，不是对可能的否定|as soon as sb possibly can —— 尽快，把办得到的范围用到边上，此处 possibly 修饰 can|may/might possibly + do sth —— 或许会，与情态动词叠用把断言再放软一层|How could sb possibly do sth —— 疑问句里加强，表怎么可能
finally	Finally, + 主句 —— 句首加逗号，引出列举的最后一项，与 first 和 second 呼应|finally arrived/agreed/decided —— 终于，插在主语与实义动词之间，带熬过一段漫长过程的情绪|at last / in the end —— 三者分工：finally 兼列举与终于，at last 只带如释重负，in the end 只说最后结果
presently	be presently + doing sth —— 目前正在，与进行时连用是美式常用的那一义|will + do sth + presently —— 不久就会，与将来时连用是英式旧义，位置多在句末|Presently, + 主句 —— 句首时是英式叙述里的过了一会儿，与 soon 同义
hitherto	sth has hitherto been + adj —— 到目前为止一直是，多配现在完成时，语域是正式书面|hitherto unknown / hitherto unpublished —— 此前不为人知的，接过去分词作定语，学术与新闻常见|Hitherto, + 主句 —— 句首加逗号交代到此为止的情形，后文多接转折说此后不同|so far / until now —— 日常里用这两说，hitherto 只出现在正式书面语
