however	However, + 主句 —— 句首加逗号，独立引出转折，书面正式|...; however, + 主句 —— 它是副词不是连词，与前句之间只能用句号或分号；It rained, however we went 是错的，要写成 It rained. However, we went|however + adj/adv + 从句 —— 无论多么，此处表让步，与转折义无关，如 however hard he tried|however much/many —— 不管多少，后接完整主谓，是量上的让步
indeed	Indeed, + 主句 —— 句首加逗号，进一步确认或补强上文|very + adj/adv + indeed —— 置于句末加强 very 的程度，如 thank you very much indeed|be + indeed + adj —— 插在 be 动词之后确认事实，语气比单说 be 重|if indeed + 从句 —— 如果真是那样，对前提本身留一分怀疑
instead	主句 + instead —— 副词，最常置句末，也可置句首加逗号，后面不能再接宾语|instead of + n/doing —— 介词短语，后接名词或动名词，不能接从句|A instead of B —— 用 A 不用 B，被舍弃的那个放在 of 后面|instead of me/him —— of 后面用宾格代词，不用主格
moreover	Moreover, + 主句 —— 句首加逗号，正式书面语中最常见的位置|...; moreover, + 主句 —— 它是副词不是连词，前面只能用句号或分号，只用逗号连起两个句子是错的|..., moreover, ... —— 插在句中用双逗号隔开，语气比句首缓
hence	Hence, + 主句 —— 句首加逗号引出结论，比 so 正式|...; hence, + 主句 —— 它是副词不是连词，两个句子之间要用句号或分号，It broke, hence we left 不合规范|hence + n/doing —— 因此就有了，后面可只接名词或分词而不带主谓，如 hence the delay|two weeks hence —— 从现在起两周之后，此处表时间，语域偏古雅
namely	..., namely + n —— 即、也就是，前面用逗号或破折号，后接上文所指的具体项|n, namely A and B —— 先总说数目或范畴，再用 namely 把成员一一点明|that is + n/从句 —— 与 namely 近义但更宽，后面还能接一个句子，namely 一般只跟名词性成分
likewise	Likewise, + 主句 —— 句首加逗号，表上文所说同样适用于此|...; likewise, + 主句 —— 它是副词不是连词，两个句子只能用句号或分号隔开，不能只用逗号|do likewise —— 照样做、跟着这么做，此时作方式状语|Likewise. —— 口语里单说一句，表我也一样
also	主语 + also + verb —— 位置在实义动词之前、be 动词和助动词之后|be/have + also + done —— 有助动词时插在助动词后面，如 has also been asked|..., too / ... as well —— 与 also 同义但位置不同，这两个放句末，also 一般不放句末|not only... but also... —— 不但而且，but also 后的成分要与 not only 后对等
although	Although + 从句, 主句 —— 虽然，句首让步；主句前不能再加 but 或 yet，中文虽然…但是…直译即错|主句, although + 从句 —— 让步从句后置，语气上像补充说明|although + adj/doing —— 主语与主句一致时可省主语和 be，如 although tired|..., though —— 同义的 though 可置句末表不过，although 不能这样用
because	主句 + because + 从句 —— 因为，后接完整主谓，直接回答 why|because of + n/doing —— 后接名词或动名词，不能接从句，这是 because 最常错的一处|Because + 从句, 主句 —— 原因前置时用逗号隔开，主句前不能再加 so|Just because + 从句 + doesn't mean + 从句 —— 不能因为…就…，用来否掉一个推论
once	Once + 从句, 主句 —— 一旦、一…就…，作连词，从句用现在时表将来，不用 will|once a week / twice a month —— 一次、两次，表频率，此处是副词|once + adj/n —— 曾经、一度，作定语放在名词前，如 the once famous hotel|at once —— 立刻，也可表同时；for once 则是就这一次
else	something/anything/nothing + else —— 别的东西，else 必须后置，不能说 else something|who/what/where + else —— 还有谁、还有什么，疑问词后紧跟 else|or else —— 否则、不然，引出不照做的后果，等于 otherwise|someone else's —— 所有格加在 else 后面，不说 someone's else
anyway	..., anyway —— 反正、不管怎样，多置句末，口语常用|Anyway, + 主句 —— 句首加逗号，用来转回正题或结束话题|in any way —— 分写的 any way 是名词短语，意思是以任何方式，与副词 anyway 不同|anyways —— 口语变体，正式书面语里不用
anyhow	Anyhow, + 主句 —— 无论如何，句首加逗号，与 anyway 同义而更偏口语|..., anyhow —— 置于句末表反正，语气比 anyway 随意|do sth anyhow —— 随随便便地做，只有 anyhow 有这个义，anyway 没有
regardless	regardless of + n/doing —— 不管、无论，后接名词或动名词，不能直接接从句|主句 + regardless —— 副词单用置于句末，表照样进行，后面不接宾语|regardless of whether + 从句 —— 要接从句时得加 whether 或 what 这层壳|irregardless —— 非标准形式，正式写作里一律用 regardless
afterward	主句 + afterward —— 后来、之后，副词置于句末最常见，后面不接宾语|afterwards —— 英式多加 -s，美式多用 afterward，两者意思相同|soon/shortly afterward —— 不久之后，前面加程度词指明间隔长短|after + n/从句 —— after 是介词或连词，必须带成分；afterward 是副词单用，不能说 afterward the meeting
