R	parare	parare/parat/parad/prepar	拉丁语 parare（备置、张罗、使就绪），过去分词 paratus；apparare（ad-＋parare）出 apparatus，reparare（re-＋parare 重新备好）是 repair 的来源。与库中 par-equal 所据的 par（相等）同 PIE *per-，但在拉丁已分化为两词，不同源	getting things set out ready before the moment comes / 趁事情还没到，先把东西一样样摆停当	开场之前，一样样东西摆到该在的位置，各归各位，只等人来	to make ready, set out in order	ready	置备停当	domain-make
W	prepare	verb	/prɪˈpeə(r)/	parare	pre-（prae- 预先）+ pare（parare 备置）→ 事情还没到就先把东西摆停当	拉丁语 praeparare：prae-（预先）+ parare（备置、张罗）	to get something or someone ready before it is needed	客人还没进门，碗筷已摆好，锅里的水正冒着气	准备/预备/配制	She stayed up late to prepare tomorrow's lesson.|The cook prepared a simple soup for us.	getting things ready in advance – 事先把该有的都摆到位	准备/预备：趁事情还没到，先把要用的一样样摆到位|配制：按方子把料一样样备齐调好，如药剂或饭菜		prepare for sth —— 为某事做准备，for 后是即将到来的那件事|be prepared to do sth —— 有心理准备去做，愿意去做
W	separate	verb / adjective	/ˈsepəreɪt/	parare	se-（分开、各自）+ par（parare 备置）→ 各样东西各自摆开，不摆在一堆	拉丁语 separare：se-（分开）+ parare（备置、摆放）	to set things apart from one another, or standing apart	洗好的衣服按深浅摊在两只筐里，中间空出一条缝	分开/分离/单独的	Please separate the red socks from the white ones.|They sleep in separate rooms now.	set apart, each in its own place – 各自摆开，不混在一处	分开/分离：把原本堆在一处的各自摆开，中间留出界|单独的：各自占一处、互不相连的那种状态		separate A from B —— 把甲从乙里分出来，from 后是留下的那一方|separate into sth —— 分成几份或几类，into 后是分出的结果
W	parade	noun / verb	/pəˈreɪd/	parare	parad（parare 备齐摆出）+ -e → 把人马备齐了排出来走一趟给人看	法语 parade ← 西班牙语 parada／意大利语 parata ← 通俗拉丁语 parare（备置、摆出）	a public procession of people marching in order, or to show something off	长街两边挤满人，队伍排着整齐的行列从眼前走过	游行/阅兵/炫耀	Thousands lined the street to watch the parade.|He paraded his new watch around the office.	marching out in ordered display – 备齐了排出来走给人看	游行/阅兵：把队伍备齐排整，走出去让人看|炫耀：把自己得意的东西也这样摆出来走一趟		
W	preparation	noun	/ˌprepəˈreɪʃn/	parare	pre-（预先）+ par（parare 备置）+ -ation（名词）→ 事先把东西摆停当这件事	拉丁语 praeparatio ← praeparare：prae-（预先）+ parare（备置）	the act of getting ready, or something made ready by mixing	演出前一晚的后台，箱子里的道具一件件对着单子清点	准备/筹备/制剂	Months of preparation went into the concert.|The pharmacist mixed a preparation for her cough.	the getting-ready done beforehand – 事先摆停当这件事	准备/筹备：事先把该备的一样样备齐的那段过程|制剂：按方子备齐调好的那样东西，多指药品		in preparation for sth —— 为某事做着准备，多用于正式安排
R	scandere	scandere/scend/scal	拉丁语 scandere（攀、登，脚踩着一级级上），名词 scala（梯子）由它派生，故 scale 一支表梯级与刻度；ascendere／descendere／transcendere 分别是往上爬、往下爬、爬过去	to climb a ladder rung by rung, up or back down / 顺着梯子一级级挪，往上或原路往下	一道梯子搭在墙上，脚一级一级往上挪，也能顺着原路一级级退下	to climb, mount step by step	climb	逐级攀爬	domain-transfer
W	descend	verb	/dɪˈsend/	scandere	de-（往下）+ scend（scandere 攀）→ 顺着梯子一级级往下挪	拉丁语 descendere：de-（往下）+ scandere（攀、登）	to move down from a higher place, or to come from a certain ancestor	脚探到下一级横木，一级一级从梯顶挪到地面	下降/下来/传自	The plane began to descend through thick cloud.|She descends from a family of shipbuilders.	going down the same ladder one came up – 顺着原路一级级往下	下降/下来：从高处顺着一级级挪到低处|传自：把这道梯子看成一代代人，人是顺着它往下排的那一支		descend from sb —— 是某人的后裔，血脉顺着往下传|descend into sth —— 逐渐落入某种糟糕的境况
W	transcend	verb	/trænˈsend/	scandere	trans-（越过）+ scend（scandere 攀）→ 爬过那道界，落到界的另一边	拉丁语 transcendere：trans-（越过）+ scandere（攀、登）	to go beyond the limits of something	墙头上的人翻身落到另一边，墙已经不再拦着他	超越/超出	Great music transcends language and borders.|Her work transcends the usual limits of the form.	climbing clear over a limit – 爬过那道界，不再受它拦着	超越：爬过那道界，不再被它框住|超出：所及的范围已经在那道界之外		
W	scale	noun / verb	/skeɪl/	scandere	scal（scala 梯子 ← scandere 攀）→ 梯子上等距的一级级 → 既能拿来量长短，也能顺着往上爬	拉丁语 scala（梯子）← scandere（攀、登）；「秤」义来自古诺斯语 skál（碗），「鱼鳞」义来自古法语 escale（壳），三者同形而不同源	a graded series used for measuring, the size of something, or to climb	墙上钉着一条木尺，横线一道道等距排开，越往上数字越大	规模/等级/刻度/比例	The project grew in scale every year.|Rescuers scaled the cliff before dark.	a ladder's rungs turned into marks for measuring – 梯子的一级级变成量东西的横线	刻度：梯级变成尺上等距的横线|等级：一级压一级排出来的高低|规模：在这把尺上量出来的大小|比例：图上一格对实地多少，也由这把尺定	梯级等距排开，既能拿来量，也能顺着往上爬	on a large scale —— 大规模地，on a … scale 是固定框架|scale up / scale down —— 按比例放大或缩小
R	servire	servire/servi/servit	拉丁语 servire（服侍、效力）← servus（仆人）；与库中 serv 所据的 servare（保存、守护）不同根，de Vaan 明确分立，只是到英语两支都拼成 serv- 而难分。法语 servir 一支出 serve／service／dessert（des-＋servir 撤下餐桌后端上的那道）	to wait on someone, doing what is needed at each moment / 守在旁边，随时替人把该做的做上	一个人站在桌边，随时把该托上的托上来、该撤的撤下去	to serve, attend upon, be at another's need	attend	在旁伺候	domain-make
W	serve	verb	/sɜːv/	servire	serv（servire 服侍）+ -e → 守在旁边随时把该做的做上	古法语 servir ← 拉丁语 servire（服侍、效力）← servus（仆人）	to do what is needed for someone, or to bring food to them	侍者托着盘子绕到桌边，把菜放下，转身去添水	服务/端上/供职/起作用	The waiter served us within five minutes.|This box can serve as a table.	attending on another, doing what the moment needs – 守在旁边，随时把该做的做上	服务/端上：站在旁边，把该托上的托上、该做的做上|供职：长期在某处替人办事，如军中或公司|起作用：一样东西替人顶了那份用处		serve as sth —— 充当、起某种作用，as 后是所顶的角色|serve sb sth —— 给某人端上某物，双宾语结构
W	service	noun	/ˈsɜːvɪs/	servire	servi（servire 服侍）+ -ce（名词）→ 替人做事这件事，以及做这事的那一套安排	拉丁语 servitium（服侍、仆役之职）← servire（服侍）	work done for others, or a system set up to provide it	柜台后的人接过单子，问清要什么，几分钟后把东西递出来	服务/业务/检修	The hotel offers excellent service to guests.|The car is due for a service.	the doing of what others need – 替人把该做的做上这件事	服务：替人做该做的事|业务：把这种替人做事组织成一项固定供应，如邮政或公交|检修：定期替机器做该做的那份照料		
W	servant	noun	/ˈsɜːvənt/	servire	serv（servire 服侍）+ -ant（做…的人）→ 守在旁边听用的那个人	古法语 servant（servir 的现在分词）← 拉丁语 servire（服侍）	a person employed to work in another's household	门边站着一个人，主人一抬手就上前，不抬手就一直站着	仆人/佣人/公务员	The servant brought tea into the study.|Civil servants must follow strict rules.	the one who stands by to be used – 站在旁边听用的那个人	仆人/佣人：在人家里听用、替主人做事的人|公务员：替公众办事的人，civil servant 正是这一层		
R	mandare	mandare/mand/mmend	拉丁语 mandare（交托、下令）：manus（手）＋dare（给），字面是把事交到对方手上；库中 manus 与 dare-give 两根另有其族，本族按单根体例只挂 mandare，不计入那两根。commendare（com-＋mandare 郑重交托）经通俗拉丁语出 command／commend，再派生 recommend	to put a charge into someone's hands and expect it carried out / 把一件差事交到对方手上，等他照办	一件差事连着话一并交到对方手上，交代完就等他照办	to hand over a charge, entrust, order	entrust	交到手上	domain-transfer
W	demand	verb / noun	/dɪˈmɑːnd/	mandare	de-（彻底、责令）+ mand（mandare 交办）→ 把话交到对方手上，非要他照办	古法语 demander ← 拉丁语 demandare：de-（彻底）+ mandare（交托、下令）	to ask for something firmly, or the need for something in a market	一只手把纸条按在柜台上，手指压着不放，等对面点头	要求/需求	The workers demanded better pay and shorter hours.|Demand for cheap flights rose sharply.	pressing a charge into another's hand – 把要办的事按到对方手上	要求：把话交到对方手上，压着要他照办|需求：市场上众人这样压过来的分量，就是那份要量		in demand —— 吃香、抢手，作表语或后置修饰|demand that sb (should) do sth —— 从句用虚拟，动词用原形
W	recommend	verb	/ˌrekəˈmend/	mandare	re-（再、加强）+ com-（郑重）+ mend（mandare 交托）→ 把人或物郑重交到对方手上，说这个可以	中世纪拉丁语 recommendare ← commendare：com-（加强）+ mandare（交托）	to tell someone that a person or thing is good and worth choosing	一个人把名片按到朋友手里，说这家你去，出了事找我	推荐/建议	I recommend this book to every beginner.|The doctor recommended that he rest for a week.	handing a thing over with your word behind it – 把它交到对方手上，并为它担保	推荐：把人或物交到对方手上，替它说好话|建议：把一条做法这样交过去，请对方照着办		recommend doing sth —— 建议做某事，后接动名词|recommend that sb (should) do sth —— 从句用虚拟，动词用原形
R	panis	panis/compan	拉丁语 panis（面包）；晚期拉丁语 companio（com-＋panis：分吃同一块面包的人）经古法语 compaignon 出 companion、compagnie 出 company、acompaignier 出 accompany。与 poena（罚、苦）一支无关，accompany 曾被误判到那里	people who break one loaf together / 分吃同一块面包的那些人	几个人围着桌子坐下，一块饼掰开分着吃，吃完一道上路	bread; one who shares bread with another	bread	共食一饼	domain-make
W	company	noun	/ˈkʌmpəni/	panis	com-（一同）+ pan（panis 面包）+ -y → 分吃同一块面包的那伙人 → 合在一处做事的那伙，也指有人在旁	古法语 compagnie ← 晚期拉丁语 companio（com-＋panis：同吃一块面包的人）	a group of people working together as a business, or the presence of others	几个人合租一间铺面，共用一个招牌，晚上还一起吃饭	公司/陪伴/一群人	She runs a small printing company.|I enjoyed her company on the long drive.	those who share one loaf – 分吃同一块面包的那些人	公司：合在一处做事、共吃一口饭的那伙人|陪伴：有人在旁一起，就像同桌吃饭|一群人：凑在一处的那一伙，如一队士兵		keep sb company —— 陪着某人，作宾语补足成分|in the company of sb —— 与某人在一起，多用于正式说法
W	companion	noun	/kəmˈpæniən/	panis	com-（一同）+ pani（panis 面包）+ -on（人）→ 与你分吃同一块面包的那个人	古法语 compaignon ← 晚期拉丁语 companio（com-＋panis：同吃一块面包的人）	a person who spends time with you or travels with you	长途车上邻座那人陪你说了一路话，下车时分了半块饼给你	同伴/伙伴	His dog was his only companion that winter.|She was a cheerful companion on the trip.	the one who shares your loaf – 与你分吃同一块面包的那个人	同伴：一路同行、与你分食的那个人|伙伴：常在一处做事或作伴的那个人		
