R	rotula	rot/rol/roll/round	拉丁语 rota（轮子）的指小形 rotula（小轮、小圆片），中世纪拉丁语 rotulus 指卷成筒的羊皮纸卷；rotare（使转）、rotundus（圆的）同出 rota——一片圆的东西滚起来，或一张纸绕着自己卷成筒，是同一个动作	a little wheel, and anything wound round on itself / 一只小轮子，以及绕着自己卷起来的东西	一张长纸从一头绕起来，卷成一个能在桌上滚的筒	to roll, to wind into a round	roll	卷起滚动	domain-shape
R	radius-ray	radi/ray	拉丁语 radius（细杆、车轮的辐条、光线），radiare 是「射出光来」；辐条从轮心一根根直伸到轮缘，光从一点直射开去，是同一个形。词根 id 加 -ray 后缀，因 radius 本身是本批要收的单词，作 id 会顶掉词根节点（照 campus-field、edere-publish 先例）	a spoke running straight out from the centre / 从中心直伸出去的一根辐条	车轮的辐条从轴心直直伸到边上，一根接一根排开	a ray, a spoke; to shine out from a centre	spoke	自心直射	domain-transfer
R	ekhein	schol/schem/epoch	希腊语 ekhein（拿住、持有，也表「按住不让动」），其不定式词干 skhe- 派出 skholē（从活计里扣下来的闲时，后指讲学之所）、skhēma（事物被持成的样子）、epokhē（被按停的那一刻）；经拉丁语 schola、schema 入英语	to hold, and to hold a thing still / 持住，并把一样东西按停	手按在一样正动的东西上，它停住了，就那样被拿在手里	to hold, to hold back, to stop	hold	按住持有	domain-hold
R	mille	mill/milli/mile	拉丁语 mille（一千），复数 milia；mille passuum（一千双步）就是古罗马的一里，英语 mile 由此。milli- 作前缀反过来表「千分之一」，因为一千份里只取一份	a thousand of a thing / 一千份	一千步走完，路边立一块石头；石头之间那一段路，长短都一样	a thousand	thousand	一千	domain-shape
R	honos	honor/honest	拉丁语 honos（后作 honor：众人给的看重、体面），honestus 是「配得上这份看重的」，honorare 是「把这份看重给出去」。词根 id 用古体主格 honos，因 honor 本身是本批要收的单词，作 id 会顶掉词根节点（照 campus-field 先例）	the regard other people give you / 众人给你的那份看重	他一进门，屋里坐着的人都站了起来	public regard, esteem	esteem	众人看重	domain-perceive
R	poiein	poe/poet	希腊语 poiein（做、造出来）：poiētēs 是「造的人」，poiēma 是「造出来的那件东西」；经拉丁语 poeta / poema 入英语——诗人在希腊人眼里首先是个手艺人，只是他的料是词	to make, to fashion a thing out of material / 拿料做出一件东西来	他把材料一件件挑好，拼成一样原先没有的东西	to make, to create	make	造出来	domain-make
W	rotate	verb	/rəʊˈteɪt/	rotula	rota（轮）→ rotare（使轮转）→ 绕着中心一圈圈走	拉丁语 rotare（使旋转）← rota（轮子）	to turn around a centre point, or to take turns in a fixed order	轮子架在轴上，手一推，它绕着中心一圈圈走，边上那点走到哪都还回来	旋转/轮流/轮换	The earth rotates once a day.|The nurses rotate night duty.	to turn about a fixed centre, so each part comes round in turn – 绕固定的中心转，边上每一点依次转到	旋转：绕着中心一圈圈转动|轮流：位置像轮上的点那样依次转到，各人各摊一次|轮换：同一批位置上的人依次替换过来	
W	rotary	adjective	/ˈrəʊtəri/	rotula	rota（轮）→ rotarius（与轮有关的）→ 靠打圈这个动作来干活的	中世纪拉丁语 rotarius（与轮有关的）← 拉丁语 rota（轮子）	moving in a circle around a centre, or working by turning	机器上一个圆盘不停打圈，带着旁边的连杆一下一下动	旋转的/转动的	The rotary blade cut the grass.|A rotary motion drives the pump.	working by going round and round rather than back and forth – 靠打圈运作，不是来回往复	旋转的：整个动作是绕中心打圈|转动的：机件靠这个圈来带动别的部件	
W	roll	noun / verb	/rəʊl/	rotula	rotula（小轮）→ 古法语 roller（滚）→ 一边翻一边走，或把纸绕成筒	古法语 roller（滚动）← 通俗拉丁语 rotulare ← 拉丁语 rotula（小轮）	to move along by turning over and over, or a thing wound into a tube	球在地上一路翻着往前去；一张纸从一端绕起来，成了个筒	滚动/卷/名单	The ball rolled under the car.|Her name was on the roll.	a thing turned over and over, or wound round on itself – 一样东西不断翻转，或绕着自己卷起来	滚动：绕着自己不停翻转着前进|卷：把平的一张绕成筒状的那一卷|名单：名字写在那一卷纸上，念一遍就是点名	
W	role	noun	/rəʊl/	rotula	rotula（小轮→纸卷）→ 法语 rôle：演员的台词写在那一卷纸上 → 卷上分给他的那一份	法语 rôle（演员的台词卷）← 古法语 rolle（纸卷）← 拉丁语 rotula（小轮、卷）	the part someone plays in a situation or a performance	一卷纸摊开，上面只写着这一个人该说的话、该做的事	角色/作用/职责	She played the role of the queen.|Money has a role in this.	the one share written out on your own roll of paper – 写在你那一卷纸上、只属于你的那一份	角色：戏里分给你演的那个人|作用：在整件事里你这一份起的效力|职责：卷上写明该由你做的那些事	
W	enroll	verb	/ɪnˈrəʊl/	rotula	en-（进）+ roll（那一卷名册）→ 名字添进卷里 → 从此在册上有你	古法语 enroller（写入名册）← en-（进）+ rolle（纸卷、名册）← 拉丁语 rotula（小轮、卷）	to put someone's name on an official list, or to join a course	柜台后的人翻开长册，在末尾空着的一行添上你的名字	登记/注册/入学	He enrolled in the evening class.|Two hundred students enrolled.	to get your name added onto the official roll – 让自己的名字被添到那卷正式册子上	登记：名字被写进官方那一卷|注册：办完这道手续，身份就算立住|入学：名字进了学校的册子，从此算这里的人	
W	control	noun / verb	/kənˈtrəʊl/	rotula	contra-（对着）+ rotulus（卷册）→ 拿副本对着正册核 → 每一笔都在你手上	盎格鲁法语 contreroller（照副册核对）← 中世纪拉丁语 contrarotulus（对照用的副册）← contra（对着）+ rotulus（卷册）← rotula	to have power over something and decide how it behaves	两本册子并排摊开，他一行行对下来，哪一笔都逃不过	控制/支配/管理	She controls the whole department.|He lost control of the car.	to hold the duplicate roll and check every line against it – 手里有一份对照的册子，每一行都核得住	控制：每一项都核得住、也动得了|支配：由此定它往哪走，别人插不上手|管理：照着册子一行行盯下来，事情不出格	
W	round	adjective / noun	/raʊnd/	rotula	rota（轮）→ rotundus（像轮子那样的）→ 古法语 roont → 轮子的那个形	古法语 roont / reond ← 拉丁语 rotundus（圆的）← rota（轮子）	shaped like a circle or a ball, or one complete turn of a series	盘子边上找不出一处棱角，手指顺着一路摸回起点	圆的/一轮/绕过	She drew a round table.|They talked for three rounds.	the shape of a wheel: no corner, and you come back where you started – 轮子那个形：没有棱角，走一圈回到出发处	圆的：边上处处一样，摸不到棱角|一轮：转满一圈算一次，谈判、酒、比赛都这么数|绕过：顺着那个形从外侧走过去	
W	surround	verb	/səˈraʊnd/	rotula	sur-（在外面）+ round（圆）→ 在外面合成一圈 → 把里面那个圈在当中	古法语 souronder（漫过、溢出）← 晚期拉丁语 superundare（super 在上 + unda 浪）；进入英语后被 round（圆）重新分析，今天的拼写与「围成一圈」这一常用义都是由 round 来的	to be all around something on every side	一圈人肩挨着肩站定，当中那个往哪边看都是背影	包围/环绕	Tall trees surround the house.|Police surrounded the building.	to close a ring on the outside so the middle has no way out – 在外侧合成一圈，当中那个再无缺口	包围：外面合成一圈，里面出不去|环绕：一圈东西围着当中那个铺开	
W	radius	noun	/ˈreɪdiəs/	radius-ray	radius（辐条）→ 轮心到轮缘那一段 → 中心到边上的那段直距离	拉丁语 radius（细杆、车轮辐条、光线）	the distance from the centre of a circle to its edge	圆规一脚扎在中心，另一脚张开，两脚之间那一段就是量出来的长度	半径/范围	The radius of the circle is five centimetres.|Everything within a two-mile radius was flooded.	the one straight stretch from centre to edge – 从中心到边上那一段直距离	半径：圆心到圆周那一段的长度|范围：以一点为心、按这段长度画开去所罩住的一片	
W	ray	noun	/reɪ/	radius-ray	radius（辐条、光线）→ 古法语 rai → 从一点直伸出去的细细一条	古法语 rai ← 拉丁语 radius（辐条、光线）	a narrow line of light or energy travelling out from its source	窗帘缝里透进细细的一条亮，尘粒排在里头一路飘	光线/射线/一线	A ray of sun came through the crack.|X-rays pass through skin.	one narrow line running straight out from a bright point – 从一个亮点直直伸出去的细细一条	光线：从光源直伸出来的那一条|射线：同一个形，用在 X 光那类看不见的能量上|一线：极细的一条，如一线希望	
